,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Trea Turner,Philadelphia Phillies,New York Yankees,0,4,0,1,0,0,2,4,0,0
1,1,Kyle Schwarber,Philadelphia Phillies,New York Yankees,0,4,1,1,1,0,0,4,4,1
2,2,J.T. Realmuto,Philadelphia Phillies,New York Yankees,0,4,0,0,0,0,3,4,0,0
3,3,Darick Hall,Philadelphia Phillies,New York Yankees,0,2,0,1,0,0,0,2,1,0
4,4,Edmundo Sosa,Philadelphia Phillies,New York Yankees,0,2,0,0,0,0,1,2,0,0
5,5,Nick Castellanos,Philadelphia Phillies,New York Yankees,0,3,1,0,0,1,3,4,0,0
6,6,Bryson Stott,Philadelphia Phillies,New York Yankees,0,4,0,2,0,0,1,4,3,0
7,7,Alec Bohm,Philadelphia Phillies,New York Yankees,0,2,0,0,0,1,1,4,0,0
8,8,Jake Cave,Philadelphia Phillies,New York Yankees,0,1,0,0,1,1,1,3,0,0
9,9,Cristian Pache,Philadelphia Phillies,New York Yankees,0,2,0,0,0,0,0,2,0,0
10,10,Josh Harrison,Philadelphia Phillies,New York Yankees,0,1,0,0,0,0,0,1,0,0
11,11,DJ LeMahieu,New York Yankees,Philadelphia Phillies,1,3,1,1,0,1,1,4,2,0
12,12,Aaron Judge,New York Yankees,Philadelphia Phillies,1,3,1,1,0,1,1,4,1,0
13,13,Anthony Rizzo,New York Yankees,Philadelphia Phillies,1,4,0,1,0,0,1,4,1,0
14,14,Gleyber Torres,New York Yankees,Philadelphia Phillies,1,4,0,3,2,0,0,4,4,0
15,15,Josh Donaldson,New York Yankees,Philadelphia Phillies,1,1,0,0,0,0,0,1,0,0
16,16,Isiah Kiner-Falefa,New York Yankees,Philadelphia Phillies,1,3,0,0,0,0,1,3,0,0
17,17,Oswaldo Cabrera,New York Yankees,Philadelphia Phillies,1,3,1,1,0,1,0,4,2,0
18,18,Franchy Cordero,New York Yankees,Philadelphia Phillies,1,4,0,1,0,0,1,4,1,0
19,19,Jose Trevino,New York Yankees,Philadelphia Phillies,1,3,1,1,2,0,1,3,4,1
20,20,Anthony Volpe,New York Yankees,Philadelphia Phillies,1,3,0,0,0,0,2,3,0,0
21,0,Yandy Díaz,Tampa Bay Rays,Washington Nationals,0,4,2,1,0,1,0,5,0,0
22,1,Wander Franco,Tampa Bay Rays,Washington Nationals,0,4,1,2,2,1,0,5,5,0
23,2,Isaac Paredes,Tampa Bay Rays,Washington Nationals,0,4,0,0,0,0,2,4,0,0
24,3,Randy Arozarena,Tampa Bay Rays,Washington Nationals,0,4,1,2,1,0,0,4,2,0
25,4,Harold Ramírez,Tampa Bay Rays,Washington Nationals,0,4,1,2,1,0,0,4,0,0
26,5,Manuel Margot,Tampa Bay Rays,Washington Nationals,0,4,1,1,0,0,2,4,1,0
27,6,Taylor Walls,Tampa Bay Rays,Washington Nationals,0,4,1,2,1,0,0,4,3,0
