,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Mike Tauchman,Chicago Cubs,Cincinnati Reds,0,6,3,4,3,0,2,6,5,0
1,Nico Hoerner,Chicago Cubs,Cincinnati Reds,0,5,2,2,0,1,1,6,3,0
2,Ian Happ,Chicago Cubs,Cincinnati Reds,0,4,1,3,4,1,0,6,4,0
3,Cody Bellinger,Chicago Cubs,Cincinnati Reds,0,5,1,2,3,0,2,6,5,1
4,Dansby Swanson,Chicago Cubs,Cincinnati Reds,0,5,1,2,2,0,1,5,3,0
5,Seiya Suzuki,Chicago Cubs,Cincinnati Reds,0,5,1,2,0,0,2,5,3,0
6,Jeimer Candelario,Chicago Cubs,Cincinnati Reds,0,4,2,1,1,0,3,5,4,1
7,Nick Madrigal,Chicago Cubs,Cincinnati Reds,0,5,2,2,2,0,0,5,3,0
8,Miguel Amaya,Chicago Cubs,Cincinnati Reds,0,2,1,0,0,1,1,3,0,0
9,Miles Mastrobuoni,Chicago Cubs,Cincinnati Reds,0,0,1,0,0,0,0,1,0,0
10,Yan Gomes,Chicago Cubs,Cincinnati Reds,0,1,0,0,0,0,0,1,0,0
11,Nick Martini,Cincinnati Reds,Chicago Cubs,1,5,0,1,0,0,2,5,1,0
12,TJ Friedl,Cincinnati Reds,Chicago Cubs,1,5,1,2,1,0,1,5,5,1
13,Spencer Steer,Cincinnati Reds,Chicago Cubs,1,4,2,1,1,1,1,5,4,1
14,Elly De La Cruz,Cincinnati Reds,Chicago Cubs,1,5,0,0,0,0,4,5,0,0
15,Christian Encarnacion-Strand,Cincinnati Reds,Chicago Cubs,1,4,1,1,0,0,0,4,0,0
16,Will Benson,Cincinnati Reds,Chicago Cubs,1,3,2,1,0,0,1,4,2,0
17,Tyler Stephenson,Cincinnati Reds,Chicago Cubs,1,3,1,3,3,1,0,4,6,1
18,Noelvi Marte,Cincinnati Reds,Chicago Cubs,1,4,0,1,2,0,1,4,2,0
