,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Brandon Nimmo,New York Mets,Cincinnati Reds,0,3,0,1,0,1,1,4,1,0
1,1,Francisco Lindor,New York Mets,Cincinnati Reds,0,4,0,1,0,0,2,4,1,0
2,2,Jeff McNeil,New York Mets,Cincinnati Reds,0,4,0,0,0,0,0,4,0,0
3,3,Pete Alonso,New York Mets,Cincinnati Reds,0,3,0,0,0,1,1,4,0,0
4,4,Brett Baty,New York Mets,Cincinnati Reds,0,3,0,0,0,1,0,4,0,0
5,5,Starling Marte,New York Mets,Cincinnati Reds,0,4,0,1,0,0,1,4,1,0
6,6,Daniel Vogelbach,New York Mets,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
7,7,Mark Canha,New York Mets,Cincinnati Reds,0,4,0,1,0,0,1,4,1,0
8,8,Francisco Alvarez,New York Mets,Cincinnati Reds,0,4,0,2,0,0,1,4,3,0
9,9,Jonathan India,Cincinnati Reds,New York Mets,1,4,1,2,0,0,1,4,3,0
10,10,TJ Friedl,Cincinnati Reds,New York Mets,1,3,0,0,0,0,1,3,0,0
11,11,Stuart Fairchild,Cincinnati Reds,New York Mets,1,1,0,1,0,0,0,1,2,0
12,12,Spencer Steer,Cincinnati Reds,New York Mets,1,4,1,1,1,0,2,4,4,1
13,13,Jake Fraley,Cincinnati Reds,New York Mets,1,4,1,2,1,0,2,4,2,0
14,14,Tyler Stephenson,Cincinnati Reds,New York Mets,1,4,1,2,0,0,0,4,2,0
15,15,Nick Senzel,Cincinnati Reds,New York Mets,1,3,1,1,1,0,0,3,2,0
16,16,Henry Ramos,Cincinnati Reds,New York Mets,1,2,0,0,0,1,1,3,0,0
17,17,Kevin Newman,Cincinnati Reds,New York Mets,1,3,0,1,2,0,0,3,1,0
18,18,Curt Casali,Cincinnati Reds,New York Mets,1,3,0,0,0,0,2,3,0,0
19,0,Fernando Tatis Jr.,San Diego Padres,Minnesota Twins,0,3,1,2,1,1,0,4,0,1
20,1,Jake Cronenworth,San Diego Padres,Minnesota Twins,0,4,0,0,0,0,1,4,0,0
21,2,Manny Machado,San Diego Padres,Minnesota Twins,0,4,1,1,0,0,0,4,1,0
22,3,Juan Soto,San Diego Padres,Minnesota Twins,0,3,0,2,1,1,1,4,0,0
23,4,Adam Engel,San Diego Padres,Minnesota Twins,0,0,0,0,0,0,0,0,0,0
24,5,Xander Bogaerts,San Diego Padres,Minnesota Twins,0,3,0,0,0,0,0,4,0,0
25,6,Trent Grisham,San Diego Padres,Minnesota Twins,0,4,0,0,0,0,3,4,0,0
26,7,Ha-Seong Kim,San Diego Padres,Minnesota Twins,0,3,0,0,0,0,2,3,0,0
27,8,Matt Carpenter,San Diego Padres,Minnesota Twins,0,1,0,0,0,0,0,1,0,0
28,9,Rougned Odor,San Diego Padres,Minnesota Twins,0,4,1,1,1,0,1,4,1,1
29,10,Austin Nola,San Diego Padres,Minnesota Twins,0,3,0,0,0,0,1,3,0,0
30,11,Nelson Cruz,San Diego Padres,Minnesota Twins,0,1,0,0,0,0,1,1,0,0
31,12,Byron Buxton,Minnesota Twins,San Diego Padres,1,3,0,0,0,1,1,4,0,0
32,13,Max Kepler,Minnesota Twins,San Diego Padres,1,4,0,0,1,0,0,4,0,0
33,14,Michael A. Taylor,Minnesota Twins,San Diego Padres,1,0,1,0,0,0,0,0,0,0
34,15,Carlos Correa,Minnesota Twins,San Diego Padres,1,4,0,1,2,0,2,4,2,0
35,16,Alex Kirilloff,Minnesota Twins,San Diego Padres,1,3,1,1,0,1,2,4,1,0
36,17,Jorge Polanco,Minnesota Twins,San Diego Padres,1,4,0,1,0,0,2,4,0,0
37,18,Nick Gordon,Minnesota Twins,San Diego Padres,1,3,0,0,0,0,0,3,0,0
38,19,Donovan Solano,Minnesota Twins,San Diego Padres,1,1,0,0,0,0,0,1,0,0
39,20,Willi Castro,Minnesota Twins,San Diego Padres,1,0,0,0,0,0,0,0,0,0
40,21,Kyle Farmer,Minnesota Twins,San Diego Padres,1,3,1,1,1,0,0,4,4,1
41,22,Joey Gallo,Minnesota Twins,San Diego Padres,1,3,1,2,1,1,1,4,3,0
42,23,Ryan Jeffers,Minnesota Twins,San Diego Padres,1,2,1,0,0,0,1,3,0,0
43,0,Tim Anderson,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0,0
44,1,Andrew Benintendi,Chicago White Sox,Kansas City Royals,0,4,1,2,0,0,0,4,3,0
45,2,Andrew Vaughn,Chicago White Sox,Kansas City Royals,0,3,1,2,1,1,0,4,1,0
46,3,Gavin Sheets,Chicago White Sox,Kansas City Royals,0,3,0,0,0,0,1,3,0,0
47,4,Carlos Pérez,Chicago White Sox,Kansas City Royals,0,1,0,1,0,0,0,1,0,0
48,5,Jake Marisnick,Chicago White Sox,Kansas City Royals,0,0,1,0,0,0,0,0,0,0
49,6,Luis Robert Jr.,Chicago White Sox,Kansas City Royals,0,4,0,1,2,0,0,4,0,0
50,7,Yasmani Grandal,Chicago White Sox,Kansas City Royals,0,2,0,2,0,0,0,2,3,0
51,8,Seby Zavala,Chicago White Sox,Kansas City Royals,0,2,0,0,0,0,1,2,0,0
52,9,Hanser Alberto,Chicago White Sox,Kansas City Royals,0,3,0,0,0,1,0,4,0,0
53,10,Adam Haseley,Chicago White Sox,Kansas City Royals,0,4,0,0,0,0,1,4,0,0
