,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Elvis Andrus,Chicago White Sox,Cleveland Guardians,0,5,1,3,2,0,2,5,5,0
1,Yoán Moncada,Chicago White Sox,Cleveland Guardians,0,5,0,0,0,0,2,5,0,0
2,Luis Robert Jr.,Chicago White Sox,Cleveland Guardians,0,4,1,1,1,0,1,4,0,0
3,Eloy Jiménez,Chicago White Sox,Cleveland Guardians,0,3,0,1,1,0,0,4,0,0
4,Andrew Benintendi,Chicago White Sox,Cleveland Guardians,0,0,1,0,0,0,0,0,0,0
5,Gavin Sheets,Chicago White Sox,Cleveland Guardians,0,2,0,1,0,0,0,2,1,0
6,Andrew Vaughn,Chicago White Sox,Cleveland Guardians,0,2,1,1,0,0,1,2,0,0
7,Trayce Thompson,Chicago White Sox,Cleveland Guardians,0,4,0,1,0,0,2,4,0,0
8,Yasmani Grandal,Chicago White Sox,Cleveland Guardians,0,4,0,1,0,0,2,4,0,0
9,Oscar Colás,Chicago White Sox,Cleveland Guardians,0,4,1,1,0,0,1,4,0,0
10,Zach Remillard,Chicago White Sox,Cleveland Guardians,0,4,0,0,0,0,1,4,0,0
11,Steven Kwan,Cleveland Guardians,Chicago White Sox,1,4,0,1,0,0,0,4,1,0
12,Andrés Giménez,Cleveland Guardians,Chicago White Sox,1,4,0,0,0,0,1,4,0,0
13,José Ramírez,Cleveland Guardians,Chicago White Sox,1,3,0,1,0,1,0,4,0,0
14,Oscar Gonzalez,Cleveland Guardians,Chicago White Sox,1,4,0,0,0,0,2,4,0,0
15,Kole Calhoun,Cleveland Guardians,Chicago White Sox,1,4,1,1,0,0,1,4,2,0
16,Gabriel Arias,Cleveland Guardians,Chicago White Sox,1,4,1,1,2,0,1,4,4,1
17,Brayan Rocchio,Cleveland Guardians,Chicago White Sox,1,3,1,1,0,0,1,3,2,0
18,Myles Straw,Cleveland Guardians,Chicago White Sox,1,3,0,2,0,0,0,3,2,0
19,Cam Gallagher,Cleveland Guardians,Chicago White Sox,1,3,0,0,0,0,0,3,0,0
0,Jeff McNeil,New York Mets,Baltimore Orioles,0,2,0,0,0,1,1,4,0,0
1,Francisco Lindor,New York Mets,Baltimore Orioles,0,3,0,1,0,1,1,4,1,0
2,Pete Alonso,New York Mets,Baltimore Orioles,0,3,0,0,0,1,1,4,0,0
3,DJ Stewart,New York Mets,Baltimore Orioles,0,3,0,0,0,1,2,4,0,0
4,Omar Narváez,New York Mets,Baltimore Orioles,0,4,0,1,0,0,0,4,0,0
5,Mark Vientos,New York Mets,Baltimore Orioles,0,4,0,1,0,0,1,4,2,0
6,Brett Baty,New York Mets,Baltimore Orioles,0,2,0,0,0,2,0,4,0,0
7,Danny Mendick,New York Mets,Baltimore Orioles,0,3,0,0,0,0,1,3,0,0
8,Brandon Nimmo,New York Mets,Baltimore Orioles,0,1,0,0,0,0,0,1,0,0
9,Rafael Ortega,New York Mets,Baltimore Orioles,0,3,0,1,0,0,1,3,1,0
10,Daniel Vogelbach,New York Mets,Baltimore Orioles,0,1,0,0,0,0,1,1,0,0
11,Adley Rutschman,Baltimore Orioles,New York Mets,1,3,0,0,1,1,0,4,0,0
12,Ryan Mountcastle,Baltimore Orioles,New York Mets,1,4,0,1,0,0,3,4,1,0
13,Anthony Santander,Baltimore Orioles,New York Mets,1,2,0,0,0,2,1,4,0,0
14,Gunnar Henderson,Baltimore Orioles,New York Mets,1,4,0,0,0,0,1,4,0,0
15,Jordan Westburg,Baltimore Orioles,New York Mets,1,4,0,1,0,0,0,4,1,0
16,Ramón Urías,Baltimore Orioles,New York Mets,1,3,0,1,0,0,0,3,0,0
17,James McCann,Baltimore Orioles,New York Mets,1,3,1,1,0,0,2,3,2,0
18,Ryan McKenna,Baltimore Orioles,New York Mets,1,3,0,1,0,0,0,3,1,0
19,Jorge Mateo,Baltimore Orioles,New York Mets,1,2,1,1,0,0,0,2,3,0
20,Ryan O'Hearn,Baltimore Orioles,New York Mets,1,1,0,0,1,0,0,1,0,0
21,Colton Cowser,Baltimore Orioles,New York Mets,1,0,0,0,0,0,0,0,0,0
0,Whit Merrifield,Toronto Blue Jays,Boston Red Sox,0,5,1,0,1,1,1,6,0,0
1,Brandon Belt,Toronto Blue Jays,Boston Red Sox,0,4,3,2,0,2,2,6,3,0
2,Davis Schneider,Toronto Blue Jays,Boston Red Sox,0,5,1,4,4,0,1,6,7,1
3,George Springer,Toronto Blue Jays,Boston Red Sox,0,5,1,2,1,0,0,6,4,0
4,Matt Chapman,Toronto Blue Jays,Boston Red Sox,0,4,1,2,3,0,0,4,3,0
5,Santiago Espinal,Toronto Blue Jays,Boston Red Sox,0,1,0,0,0,1,0,2,0,0
6,Cavan Biggio,Toronto Blue Jays,Boston Red Sox,0,5,2,1,1,1,0,6,2,0
7,Alejandro Kirk,Toronto Blue Jays,Boston Red Sox,0,2,2,1,0,2,0,5,0,0
8,Kevin Kiermaier,Toronto Blue Jays,Boston Red Sox,0,4,1,2,2,0,1,4,2,0
9,Daulton Varsho,Toronto Blue Jays,Boston Red Sox,0,1,0,1,1,0,0,1,3,0
10,Paul DeJong,Toronto Blue Jays,Boston Red Sox,0,5,1,1,0,0,2,5,1,0
11,Jarren Duran,Boston Red Sox,Toronto Blue Jays,1,5,0,0,0,0,2,5,0,0
12,Masataka Yoshida,Boston Red Sox,Toronto Blue Jays,1,4,0,1,0,0,1,4,2,0
13,Justin Turner,Boston Red Sox,Toronto Blue Jays,1,2,0,1,0,0,0,2,1,0
14,Connor Wong,Boston Red Sox,Toronto Blue Jays,1,2,0,0,0,0,0,2,0,0
15,Rafael Devers,Boston Red Sox,Toronto Blue Jays,1,2,0,1,0,0,1,2,2,0
16,Yu Chang,Boston Red Sox,Toronto Blue Jays,1,2,0,0,0,0,0,2,0,0
17,Triston Casas,Boston Red Sox,Toronto Blue Jays,1,3,1,1,1,1,1,4,4,1
18,Alex Verdugo,Boston Red Sox,Toronto Blue Jays,1,4,0,3,0,0,0,4,3,0
19,Luis Urías,Boston Red Sox,Toronto Blue Jays,1,4,0,1,0,0,0,4,0,0
20,Reese McGuire,Boston Red Sox,Toronto Blue Jays,1,4,0,0,0,0,2,4,0,0
21,Pablo Reyes,Boston Red Sox,Toronto Blue Jays,1,2,0,0,0,2,1,4,0,0
0,Jose Altuve,Houston Astros,New York Yankees,0,4,1,1,0,1,0,5,1,0
1,Alex Bregman,Houston Astros,New York Yankees,0,5,0,0,0,0,3,5,0,0
2,Yordan Alvarez,Houston Astros,New York Yankees,0,4,1,1,2,0,1,4,4,1
3,Kyle Tucker,Houston Astros,New York Yankees,0,3,1,0,0,1,1,4,0,0
4,Chas McCormick,Houston Astros,New York Yankees,0,3,1,0,0,1,3,4,0,0
5,José Abreu,Houston Astros,New York Yankees,0,4,0,0,0,0,3,4,0,0
6,Jeremy Peña,Houston Astros,New York Yankees,0,3,2,1,0,1,1,4,0,0
7,Jake Meyers,Houston Astros,New York Yankees,0,4,2,2,6,0,1,4,8,2
8,Martín Maldonado,Houston Astros,New York Yankees,0,3,1,1,1,1,1,4,0,0
9,Jake Bauers,New York Yankees,Houston Astros,1,4,1,0,1,2,2,6,0,0
10,Aaron Judge,New York Yankees,Houston Astros,1,4,0,0,1,2,3,6,0,0
11,Gleyber Torres,New York Yankees,Houston Astros,1,4,3,3,2,2,0,6,7,1
12,Giancarlo Stanton,New York Yankees,Houston Astros,1,6,0,0,0,0,0,6,0,0
13,DJ LeMahieu,New York Yankees,Houston Astros,1,4,1,2,0,1,1,5,3,0
14,Isiah Kiner-Falefa,New York Yankees,Houston Astros,1,2,1,0,0,3,1,5,0,0
15,Harrison Bader,New York Yankees,Houston Astros,1,5,1,3,2,0,0,5,3,0
16,Anthony Volpe,New York Yankees,Houston Astros,1,4,0,0,1,0,1,5,0,0
17,Kyle Higashioka,New York Yankees,Houston Astros,1,3,0,0,0,1,1,4,0,0
18,Billy McKinney,New York Yankees,Houston Astros,1,0,0,0,0,1,0,1,0,0
0,Maikel Garcia,Kansas City Royals,Philadelphia Phillies,0,5,1,1,0,0,0,5,1,0
1,MJ Melendez,Kansas City Royals,Philadelphia Phillies,0,4,1,1,1,0,0,4,4,1
2,Salvador Perez,Kansas City Royals,Philadelphia Phillies,0,1,1,1,0,0,0,2,1,0
