,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Mike Tauchman,Chicago Cubs,Detroit Tigers,0,4,0,1,0,1,2,5,1,0
1,Nico Hoerner,Chicago Cubs,Detroit Tigers,0,5,0,0,0,0,0,5,0,0
2,Ian Happ,Chicago Cubs,Detroit Tigers,0,5,1,1,1,0,0,5,3,0
3,Cody Bellinger,Chicago Cubs,Detroit Tigers,0,5,0,1,1,0,1,5,1,0
4,Dansby Swanson,Chicago Cubs,Detroit Tigers,0,3,1,1,0,1,0,4,1,0
5,Seiya Suzuki,Chicago Cubs,Detroit Tigers,0,4,2,2,1,0,0,4,5,1
6,Jeimer Candelario,Chicago Cubs,Detroit Tigers,0,4,1,0,0,0,1,4,0,0
7,Yan Gomes,Chicago Cubs,Detroit Tigers,0,4,0,1,0,0,1,4,2,0
8,Miles Mastrobuoni,Chicago Cubs,Detroit Tigers,0,0,1,0,0,0,0,0,0,0
9,Miguel Amaya,Chicago Cubs,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
10,Nick Madrigal,Chicago Cubs,Detroit Tigers,0,4,1,2,2,0,1,4,4,0
11,Akil Baddoo,Detroit Tigers,Chicago Cubs,1,4,0,0,0,1,0,5,0,0
12,Riley Greene,Detroit Tigers,Chicago Cubs,1,4,0,0,0,1,1,5,0,0
13,Spencer Torkelson,Detroit Tigers,Chicago Cubs,1,5,3,4,1,0,0,5,8,1
14,Kerry Carpenter,Detroit Tigers,Chicago Cubs,1,5,2,3,1,0,1,5,7,1
15,Matt Vierling,Detroit Tigers,Chicago Cubs,1,4,1,1,1,1,1,5,1,0
16,Parker Meadows,Detroit Tigers,Chicago Cubs,1,5,0,1,0,0,2,5,1,0
17,Javier Báez,Detroit Tigers,Chicago Cubs,1,4,0,1,2,0,2,4,0,0
18,Zach McKinstry,Detroit Tigers,Chicago Cubs,1,3,0,1,1,1,0,4,1,0
19,Carson Kelly,Detroit Tigers,Chicago Cubs,1,4,0,0,0,0,2,4,0,0
0,LaMonte Wade Jr.,San Francisco Giants,Philadelphia Phillies,0,4,1,1,1,0,1,4,0,1
1,Joc Pederson,San Francisco Giants,Philadelphia Phillies,0,2,1,2,1,1,0,3,5,1
2,Austin Slater,San Francisco Giants,Philadelphia Phillies,0,1,0,0,0,0,1,1,0,0
3,Wilmer Flores,San Francisco Giants,Philadelphia Phillies,0,4,1,2,0,0,1,4,1,0
4,Michael Conforto,San Francisco Giants,Philadelphia Phillies,0,3,0,1,0,0,0,3,1,0
5,Luis Matos,San Francisco Giants,Philadelphia Phillies,0,0,1,0,0,1,0,1,0,0
6,Patrick Bailey,San Francisco Giants,Philadelphia Phillies,0,3,0,1,0,0,0,3,1,0
7,Heliot Ramos,San Francisco Giants,Philadelphia Phillies,0,0,0,0,0,1,0,1,0,0
8,Johan Camargo,San Francisco Giants,Philadelphia Phillies,0,3,0,0,1,0,0,4,0,0
9,Blake Sabol,San Francisco Giants,Philadelphia Phillies,0,4,0,2,1,0,1,4,0,0
10,Wade Meckler,San Francisco Giants,Philadelphia Phillies,0,4,0,0,0,0,2,4,0,0
11,Casey Schmitt,San Francisco Giants,Philadelphia Phillies,0,3,0,0,0,0,1,3,0,0
12,J.D. Davis,San Francisco Giants,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
13,Kyle Schwarber,Philadelphia Phillies,San Francisco Giants,1,4,1,1,2,1,2,5,4,1
14,Jake Cave,Philadelphia Phillies,San Francisco Giants,1,0,0,0,0,0,0,0,0,0
15,Trea Turner,Philadelphia Phillies,San Francisco Giants,1,5,1,2,0,0,1,5,2,0
16,Nick Castellanos,Philadelphia Phillies,San Francisco Giants,1,5,0,1,0,0,2,5,1,0
17,Bryce Harper,Philadelphia Phillies,San Francisco Giants,1,5,1,2,2,0,1,5,5,1
18,Alec Bohm,Philadelphia Phillies,San Francisco Giants,1,4,3,3,1,0,0,5,7,1
19,J.T. Realmuto,Philadelphia Phillies,San Francisco Giants,1,4,1,2,0,0,2,4,2,0
20,Bryson Stott,Philadelphia Phillies,San Francisco Giants,1,3,1,1,1,1,0,4,2,0
21,Edmundo Sosa,Philadelphia Phillies,San Francisco Giants,1,4,1,2,2,0,1,4,7,1
22,Johan Rojas,Philadelphia Phillies,San Francisco Giants,1,4,1,2,2,0,0,4,4,0
0,Tommy Edman,St. Louis Cardinals,Pittsburgh Pirates,0,4,0,0,0,0,1,4,0,0
1,Tyler O'Neill,St. Louis Cardinals,Pittsburgh Pirates,0,3,0,1,0,1,0,4,0,0
2,Paul Goldschmidt,St. Louis Cardinals,Pittsburgh Pirates,0,2,0,0,0,0,0,3,0,0
3,Luken Baker,St. Louis Cardinals,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0,0
4,Nolan Arenado,St. Louis Cardinals,Pittsburgh Pirates,0,3,0,0,0,0,1,3,0,0
