,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Steven Kwan,Cleveland Guardians,Cincinnati Reds,0,4,1,2,1,0,0,4,2,0
1,José Ramírez,Cleveland Guardians,Cincinnati Reds,0,4,1,2,0,0,0,4,0,0
2,Andrés Giménez,Cleveland Guardians,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
3,Kole Calhoun,Cleveland Guardians,Cincinnati Reds,0,4,0,1,2,0,1,4,1,0
4,Oscar Gonzalez,Cleveland Guardians,Cincinnati Reds,0,3,0,1,0,0,0,4,1,0
5,Will Brennan,Cleveland Guardians,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
6,Gabriel Arias,Cleveland Guardians,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
7,Bo Naylor,Cleveland Guardians,Cincinnati Reds,0,4,0,0,0,0,1,4,0,0
8,Myles Straw,Cleveland Guardians,Cincinnati Reds,0,2,1,1,0,2,0,4,1,0
9,Kevin Newman,Cincinnati Reds,Cleveland Guardians,1,3,0,1,0,0,0,3,0,0
10,Luke Maile,Cincinnati Reds,Cleveland Guardians,1,1,0,0,0,0,0,1,0,0
11,Matt McLain,Cincinnati Reds,Cleveland Guardians,1,3,0,0,0,1,0,4,0,0
12,Elly De La Cruz,Cincinnati Reds,Cleveland Guardians,1,4,0,1,0,0,1,4,0,0
13,Spencer Steer,Cincinnati Reds,Cleveland Guardians,1,3,0,1,0,1,0,4,0,0
14,Henry Ramos,Cincinnati Reds,Cleveland Guardians,1,4,0,0,0,0,3,4,0,0
15,Christian Encarnacion-Strand,Cincinnati Reds,Cleveland Guardians,1,4,0,1,0,0,2,4,0,0
16,Stuart Fairchild,Cincinnati Reds,Cleveland Guardians,1,2,0,0,0,0,1,2,0,0
17,TJ Friedl,Cincinnati Reds,Cleveland Guardians,1,2,0,0,0,0,1,2,0,0
18,Tyler Stephenson,Cincinnati Reds,Cleveland Guardians,1,2,0,1,0,0,1,2,0,0
