,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Mookie Betts,Los Angeles Dodgers,Tampa Bay Rays,0,5,0,0,0,0,1,5,0,0
1,1,Freddie Freeman,Los Angeles Dodgers,Tampa Bay Rays,0,5,1,2,0,0,1,5,4,0
2,2,J.D. Martinez,Los Angeles Dodgers,Tampa Bay Rays,0,5,2,2,2,0,0,5,5,1
3,3,Chris Taylor,Los Angeles Dodgers,Tampa Bay Rays,0,3,3,3,2,2,0,5,9,2
4,4,Max Muncy,Los Angeles Dodgers,Tampa Bay Rays,0,2,2,1,1,0,0,2,4,1
5,5,James Outman,Los Angeles Dodgers,Tampa Bay Rays,0,3,0,0,0,0,3,3,0,0
6,6,Miguel Vargas,Los Angeles Dodgers,Tampa Bay Rays,0,3,1,0,1,1,2,5,0,0
7,7,Miguel Rojas,Los Angeles Dodgers,Tampa Bay Rays,0,3,0,1,1,0,0,4,1,0
8,8,Jason Heyward,Los Angeles Dodgers,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
9,9,Trayce Thompson,Los Angeles Dodgers,Tampa Bay Rays,0,3,1,3,2,1,0,4,6,1
10,10,Will Smith,Los Angeles Dodgers,Tampa Bay Rays,0,1,0,0,0,0,0,1,0,0
11,11,Austin Barnes,Los Angeles Dodgers,Tampa Bay Rays,0,4,0,0,0,0,1,4,0,0
12,12,Yandy Díaz,Tampa Bay Rays,Los Angeles Dodgers,1,5,0,2,1,0,0,5,0,0
13,13,Wander Franco,Tampa Bay Rays,Los Angeles Dodgers,1,5,2,2,2,0,2,5,2,0
14,14,Brandon Lowe,Tampa Bay Rays,Los Angeles Dodgers,1,4,1,1,1,1,2,5,1,0
15,15,Harold Ramírez,Tampa Bay Rays,Los Angeles Dodgers,1,5,1,2,0,0,2,5,0,0
16,16,Isaac Paredes,Tampa Bay Rays,Los Angeles Dodgers,1,5,2,3,4,0,1,5,7,1
17,17,Josh Lowe,Tampa Bay Rays,Los Angeles Dodgers,1,5,1,2,1,0,1,5,2,0
18,18,Jose Siri,Tampa Bay Rays,Los Angeles Dodgers,1,4,1,1,0,1,2,5,3,0
19,19,Luke Raley,Tampa Bay Rays,Los Angeles Dodgers,1,3,3,2,2,1,0,4,3,0
20,20,Francisco Mejía,Tampa Bay Rays,Los Angeles Dodgers,1,4,0,0,0,0,2,4,0,0
