,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Ronald Acuna Jr.,Atlanta Braves,New York Mets,0,0,0,0,0,0,0,1,0,0
1,1,Kevin Pillar,Atlanta Braves,New York Mets,0,3,0,0,0,0,0,3,0,0
2,2,Vaughn Grissom,Atlanta Braves,New York Mets,0,0,0,0,0,0,0,0,0,0
3,3,Matt Olson,Atlanta Braves,New York Mets,0,3,1,0,0,1,1,4,0,0
4,4,Austin Riley,Atlanta Braves,New York Mets,0,4,0,1,0,0,1,4,1,0
5,5,Sean Murphy,Atlanta Braves,New York Mets,0,3,1,2,0,1,1,4,2,0
6,6,Eddie Rosario,Atlanta Braves,New York Mets,0,3,0,1,3,1,2,4,2,0
7,7,Ozzie Albies,Atlanta Braves,New York Mets,0,4,0,1,0,0,0,4,2,0
8,8,Sam Hilliard,Atlanta Braves,New York Mets,0,4,0,0,0,0,3,4,0,0
9,9,Ehire Adrianza,Atlanta Braves,New York Mets,0,2,0,0,0,0,0,2,0,0
10,10,Michael Harris II,Atlanta Braves,New York Mets,0,1,0,0,0,1,1,2,0,0
11,11,Chadwick Tromp,Atlanta Braves,New York Mets,0,4,1,1,0,0,1,4,2,0
12,12,Brandon Nimmo,New York Mets,Atlanta Braves,1,4,0,1,0,0,1,4,1,0
13,13,Starling Marte,New York Mets,Atlanta Braves,1,4,0,1,1,0,1,4,1,0
14,14,Francisco Lindor,New York Mets,Atlanta Braves,1,3,0,0,0,1,1,4,0,0
15,15,Pete Alonso,New York Mets,Atlanta Braves,1,4,0,0,0,0,2,4,0,0
16,16,Jeff McNeil,New York Mets,Atlanta Braves,1,4,2,2,1,0,0,4,5,1
17,17,Daniel Vogelbach,New York Mets,Atlanta Braves,1,3,1,1,1,1,1,4,2,0
18,18,Mark Canha,New York Mets,Atlanta Braves,1,3,1,1,0,1,1,4,1,0
19,19,Brett Baty,New York Mets,Atlanta Braves,1,4,1,1,0,0,1,4,2,0
20,20,Luis Guillorme,New York Mets,Atlanta Braves,1,0,0,0,0,0,0,0,0,0
21,21,Francisco Alvarez,New York Mets,Atlanta Braves,1,4,0,2,2,0,1,4,3,0
22,0,Ronald Acuna Jr.,Atlanta Braves,New York Mets,0,5,3,3,1,0,0,5,0,1
23,1,Matt Olson,Atlanta Braves,New York Mets,0,4,2,1,0,1,1,5,0,0
24,2,Austin Riley,Atlanta Braves,New York Mets,0,5,0,0,0,0,0,5,0,0
