,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Kole Calhoun,Cleveland Guardians,Toronto Blue Jays,0,4,1,1,0,0,0,4,0,0
1,José Ramírez,Cleveland Guardians,Toronto Blue Jays,0,4,1,1,1,0,1,4,0,0
2,Oscar Gonzalez,Cleveland Guardians,Toronto Blue Jays,0,4,0,0,0,0,2,4,0,0
3,Ramón Laureano,Cleveland Guardians,Toronto Blue Jays,0,3,0,0,1,0,0,4,0,0
4,Andrés Giménez,Cleveland Guardians,Toronto Blue Jays,0,4,0,0,0,0,3,4,0,0
5,Gabriel Arias,Cleveland Guardians,Toronto Blue Jays,0,4,0,0,0,0,3,4,0,0
6,Tyler Freeman,Cleveland Guardians,Toronto Blue Jays,0,4,1,1,1,0,1,4,4,1
7,Cam Gallagher,Cleveland Guardians,Toronto Blue Jays,0,2,0,1,0,0,0,2,2,0
8,Bo Naylor,Cleveland Guardians,Toronto Blue Jays,0,1,0,0,0,0,0,1,0,0
9,Myles Straw,Cleveland Guardians,Toronto Blue Jays,0,2,0,1,0,0,0,3,1,0
10,Whit Merrifield,Toronto Blue Jays,Cleveland Guardians,1,4,1,1,0,1,1,5,2,0
11,Bo Bichette,Toronto Blue Jays,Cleveland Guardians,1,5,0,2,1,0,1,5,3,0
12,Vladimir Guerrero Jr.,Toronto Blue Jays,Cleveland Guardians,1,5,1,1,0,0,0,5,0,0
13,George Springer,Toronto Blue Jays,Cleveland Guardians,1,4,2,1,0,0,1,4,2,0
14,Davis Schneider,Toronto Blue Jays,Cleveland Guardians,1,3,3,3,3,1,0,4,7,1
15,Danny Jansen,Toronto Blue Jays,Cleveland Guardians,1,3,1,1,0,0,1,4,0,0
16,Matt Chapman,Toronto Blue Jays,Cleveland Guardians,1,3,0,1,1,1,1,4,1,0
17,Santiago Espinal,Toronto Blue Jays,Cleveland Guardians,1,3,0,0,1,0,1,4,0,0
18,Daulton Varsho,Toronto Blue Jays,Cleveland Guardians,1,3,0,1,2,1,0,4,1,0
0,Ronald Acuna Jr.,Atlanta Braves,San Francisco Giants,0,5,1,1,0,0,1,5,0,0
1,Michael Harris II,Atlanta Braves,San Francisco Giants,0,5,0,1,0,0,2,5,0,0
2,Austin Riley,Atlanta Braves,San Francisco Giants,0,3,2,1,1,2,1,5,4,1
3,Matt Olson,Atlanta Braves,San Francisco Giants,0,5,1,3,2,0,1,5,4,0
4,Marcell Ozuna,Atlanta Braves,San Francisco Giants,0,4,1,1,0,0,1,4,1,0
5,Eddie Rosario,Atlanta Braves,San Francisco Giants,0,2,1,1,1,2,0,4,1,0
6,Sean Murphy,Atlanta Braves,San Francisco Giants,0,3,0,0,0,0,1,4,0,0
7,Orlando Arcia,Atlanta Braves,San Francisco Giants,0,3,1,1,2,0,1,4,4,1
8,Nicky Lopez,Atlanta Braves,San Francisco Giants,0,3,0,0,1,0,1,4,0,0
9,Austin Slater,San Francisco Giants,Atlanta Braves,1,2,1,0,0,1,1,3,0,0
10,Joc Pederson,San Francisco Giants,Atlanta Braves,1,2,0,0,0,0,0,2,0,0
11,Thairo Estrada,San Francisco Giants,Atlanta Braves,1,4,0,0,0,0,2,4,0,0
12,Wilmer Flores,San Francisco Giants,Atlanta Braves,1,4,1,1,2,0,1,4,4,1
13,J.D. Davis,San Francisco Giants,Atlanta Braves,1,4,0,2,0,0,1,4,3,0
14,Patrick Bailey,San Francisco Giants,Atlanta Braves,1,4,0,1,0,0,3,4,1,0
15,Paul DeJong,San Francisco Giants,Atlanta Braves,1,4,0,0,0,0,0,4,0,0
16,Heliot Ramos,San Francisco Giants,Atlanta Braves,1,3,1,1,0,1,1,4,1,0
17,Casey Schmitt,San Francisco Giants,Atlanta Braves,1,4,0,1,0,0,0,4,1,0
18,Luis Matos,San Francisco Giants,Atlanta Braves,1,2,0,1,0,0,0,2,2,0
19,Wade Meckler,San Francisco Giants,Atlanta Braves,1,2,0,1,1,0,1,2,1,0
0,Mookie Betts,Los Angeles Dodgers,Boston Red Sox,0,6,1,3,1,0,0,6,4,0
1,Freddie Freeman,Los Angeles Dodgers,Boston Red Sox,0,3,0,0,0,2,2,5,0,0
2,Will Smith,Los Angeles Dodgers,Boston Red Sox,0,4,1,0,0,1,1,5,0,0
3,Max Muncy,Los Angeles Dodgers,Boston Red Sox,0,5,1,1,2,0,2,5,4,1
4,Michael Busch,Los Angeles Dodgers,Boston Red Sox,0,0,0,0,0,0,0,0,0,0
5,Amed Rosario,Los Angeles Dodgers,Boston Red Sox,0,2,1,1,1,1,0,3,1,0
6,Jason Heyward,Los Angeles Dodgers,Boston Red Sox,0,2,0,2,0,0,0,2,2,0
7,Enrique Hernández,Los Angeles Dodgers,Boston Red Sox,0,5,0,0,0,0,3,5,0,0
8,James Outman,Los Angeles Dodgers,Boston Red Sox,0,2,0,0,0,2,2,5,0,0
9,Chris Taylor,Los Angeles Dodgers,Boston Red Sox,0,4,1,1,1,1,2,5,1,0
10,Miguel Rojas,Los Angeles Dodgers,Boston Red Sox,0,3,0,1,0,0,0,3,1,0
11,David Peralta,Los Angeles Dodgers,Boston Red Sox,0,1,0,1,0,1,0,2,2,0
12,Alex Verdugo,Boston Red Sox,Los Angeles Dodgers,1,5,1,1,1,0,2,5,4,1
13,Justin Turner,Boston Red Sox,Los Angeles Dodgers,1,4,2,3,2,0,0,4,7,1
