,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,LaMonte Wade Jr.,San Francisco Giants,Pittsburgh Pirates,0,2,1,2,0,1,0,3,0,0
1,Wilmer Flores,San Francisco Giants,Pittsburgh Pirates,0,2,1,1,0,0,0,2,0,0
2,Joc Pederson,San Francisco Giants,Pittsburgh Pirates,0,3,1,0,1,0,0,5,0,0
3,J.D. Davis,San Francisco Giants,Pittsburgh Pirates,0,4,1,1,1,1,2,5,0,0
4,Michael Conforto,San Francisco Giants,Pittsburgh Pirates,0,5,1,2,2,0,0,5,3,0
5,Mike Yastrzemski,San Francisco Giants,Pittsburgh Pirates,0,2,1,0,0,3,2,5,0,0
6,Luis Matos,San Francisco Giants,Pittsburgh Pirates,0,5,0,1,1,0,1,5,0,0
7,Blake Sabol,San Francisco Giants,Pittsburgh Pirates,0,3,0,0,0,0,3,3,0,0
8,Patrick Bailey,San Francisco Giants,Pittsburgh Pirates,0,2,0,1,2,0,1,2,1,0
9,Brandon Crawford,San Francisco Giants,Pittsburgh Pirates,0,5,0,0,0,0,1,5,0,0
10,Brett Wisely,San Francisco Giants,Pittsburgh Pirates,0,2,1,1,0,0,1,2,0,0
11,Austin Slater,San Francisco Giants,Pittsburgh Pirates,0,1,0,0,0,0,1,1,0,0
12,Casey Schmitt,San Francisco Giants,Pittsburgh Pirates,0,1,1,0,0,0,0,1,0,0
13,Connor Joe,Pittsburgh Pirates,San Francisco Giants,1,4,0,1,0,1,1,5,1,0
14,Bryan Reynolds,Pittsburgh Pirates,San Francisco Giants,1,5,0,2,1,0,1,5,2,0
15,Andrew McCutchen,Pittsburgh Pirates,San Francisco Giants,1,5,2,1,0,0,1,5,1,0
16,Carlos Santana,Pittsburgh Pirates,San Francisco Giants,1,2,0,0,0,2,1,4,0,0
17,Josh Palacios,Pittsburgh Pirates,San Francisco Giants,1,1,0,0,0,0,0,1,0,0
18,Henry Davis,Pittsburgh Pirates,San Francisco Giants,1,4,1,2,1,1,0,5,3,0
19,Jared Triolo,Pittsburgh Pirates,San Francisco Giants,1,4,1,1,2,0,0,5,1,0
20,Tucupita Marcano,Pittsburgh Pirates,San Francisco Giants,1,4,0,0,0,0,1,4,0,0
21,Ji Man Choi,Pittsburgh Pirates,San Francisco Giants,1,0,0,0,0,1,0,1,0,0
22,Nick Gonzales,Pittsburgh Pirates,San Francisco Giants,1,4,0,0,0,0,1,5,0,0
23,Jason Delay,Pittsburgh Pirates,San Francisco Giants,1,3,0,1,0,1,1,4,2,0
0,Andrew Benintendi,Chicago White Sox,Atlanta Braves,0,5,3,3,1,0,0,5,0,0
1,Tim Anderson,Chicago White Sox,Atlanta Braves,0,4,0,2,1,1,1,5,1,0
2,Luis Robert Jr.,Chicago White Sox,Atlanta Braves,0,5,1,4,3,0,0,5,0,0
3,Eloy Jiménez,Chicago White Sox,Atlanta Braves,0,1,0,0,0,0,0,1,0,0
4,Gavin Sheets,Chicago White Sox,Atlanta Braves,0,4,0,1,1,0,0,4,1,0
5,Andrew Vaughn,Chicago White Sox,Atlanta Braves,0,5,1,1,0,0,3,5,1,0
6,Jake Burger,Chicago White Sox,Atlanta Braves,0,4,1,1,2,0,0,4,1,0
7,Yasmani Grandal,Chicago White Sox,Atlanta Braves,0,4,0,1,0,0,3,4,1,0
8,Elvis Andrus,Chicago White Sox,Atlanta Braves,0,3,2,1,0,1,0,4,0,0
9,Seby Zavala,Chicago White Sox,Atlanta Braves,0,3,0,0,0,0,1,4,0,0
10,Ronald Acuna Jr.,Atlanta Braves,Chicago White Sox,1,2,0,1,0,2,0,4,0,0
