,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Akil Baddoo,Detroit Tigers,Cleveland Guardians,0,3,0,0,0,0,2,3,0,0
1,Matt Vierling,Detroit Tigers,Cleveland Guardians,0,1,0,0,0,0,1,1,0,0
2,Riley Greene,Detroit Tigers,Cleveland Guardians,0,4,1,1,0,0,2,4,1,0
3,Spencer Torkelson,Detroit Tigers,Cleveland Guardians,0,3,0,0,0,1,1,4,0,0
4,Kerry Carpenter,Detroit Tigers,Cleveland Guardians,0,3,0,0,0,1,1,4,0,0
5,Andy Ibáñez,Detroit Tigers,Cleveland Guardians,0,3,0,1,1,0,0,3,0,0
6,Nick Maton,Detroit Tigers,Cleveland Guardians,0,1,0,0,0,0,1,1,0,0
7,Javier Báez,Detroit Tigers,Cleveland Guardians,0,4,0,2,0,0,0,4,0,0
8,Zach McKinstry,Detroit Tigers,Cleveland Guardians,0,4,0,1,0,0,1,4,1,0
9,Zack Short,Detroit Tigers,Cleveland Guardians,0,3,0,1,0,1,1,4,1,0
10,Eric Haase,Detroit Tigers,Cleveland Guardians,0,1,0,0,0,1,0,3,0,0
11,Steven Kwan,Cleveland Guardians,Detroit Tigers,1,2,0,0,0,2,0,4,0,0
12,José Ramírez,Cleveland Guardians,Detroit Tigers,1,4,0,0,0,0,0,4,0,0
13,Andrés Giménez,Cleveland Guardians,Detroit Tigers,1,3,0,0,0,1,0,4,0,0
14,Oscar Gonzalez,Cleveland Guardians,Detroit Tigers,1,4,1,0,0,0,0,4,0,0
15,Ramón Laureano,Cleveland Guardians,Detroit Tigers,1,0,0,0,0,0,0,0,0,0
16,Kole Calhoun,Cleveland Guardians,Detroit Tigers,1,3,1,2,0,1,0,4,3,0
17,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,1,4,1,1,1,0,3,4,1,0
18,Will Brennan,Cleveland Guardians,Detroit Tigers,1,4,1,2,2,0,0,4,3,0
19,Gabriel Arias,Cleveland Guardians,Detroit Tigers,1,4,0,1,1,0,2,4,1,0
20,Zack Collins,Cleveland Guardians,Detroit Tigers,1,1,0,1,0,2,0,3,1,0
21,Myles Straw,Cleveland Guardians,Detroit Tigers,1,0,0,0,0,0,0,0,0,0
22,Bo Naylor,Cleveland Guardians,Detroit Tigers,1,1,0,0,0,0,0,1,0,0
0,Maikel Garcia,Kansas City Royals,Chicago Cubs,0,2,0,0,0,0,0,2,0,0
1,Matt Duffy,Kansas City Royals,Chicago Cubs,0,2,1,1,0,0,0,2,1,0
2,Bobby Witt,Kansas City Royals,Chicago Cubs,0,4,2,2,2,0,1,4,5,0
3,Michael Massey,Kansas City Royals,Chicago Cubs,0,4,0,0,0,0,1,4,0,0
