,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ha-Seong Kim,San Diego Padres,Detroit Tigers,0,2,0,0,0,2,0,4,0,0
1,Fernando Tatis Jr.,San Diego Padres,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
2,Juan Soto,San Diego Padres,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
3,Manny Machado,San Diego Padres,Detroit Tigers,0,3,0,0,0,1,1,4,0,0
4,Xander Bogaerts,San Diego Padres,Detroit Tigers,0,3,1,1,0,1,0,4,2,0
5,Jake Cronenworth,San Diego Padres,Detroit Tigers,0,4,0,1,0,0,0,4,2,0
6,Gary Sánchez,San Diego Padres,Detroit Tigers,0,4,0,1,1,0,0,4,0,0
7,Matt Carpenter,San Diego Padres,Detroit Tigers,0,2,0,0,0,1,1,3,0,0
8,Trent Grisham,San Diego Padres,Detroit Tigers,0,3,0,0,0,0,0,3,0,0
9,Zach McKinstry,Detroit Tigers,San Diego Padres,1,4,0,0,0,0,2,4,0,0
10,Riley Greene,Detroit Tigers,San Diego Padres,1,4,1,2,0,0,2,4,2,0
11,Spencer Torkelson,Detroit Tigers,San Diego Padres,1,3,1,2,1,1,0,4,5,1
12,Kerry Carpenter,Detroit Tigers,San Diego Padres,1,3,0,2,1,0,0,3,2,0
13,Zack Short,Detroit Tigers,San Diego Padres,1,1,0,0,0,0,0,1,0,0
14,Matt Vierling,Detroit Tigers,San Diego Padres,1,3,0,0,0,0,1,3,0,0
15,Javier Báez,Detroit Tigers,San Diego Padres,1,3,0,0,0,0,0,3,0,0
16,Akil Baddoo,Detroit Tigers,San Diego Padres,1,3,0,0,0,0,0,3,0,0
17,Andy Ibáñez,Detroit Tigers,San Diego Padres,1,3,1,1,1,0,2,3,0,0
18,Eric Haase,Detroit Tigers,San Diego Padres,1,3,0,1,0,0,0,3,1,0
0,Maikel Garcia,Kansas City Royals,New York Yankees,0,5,0,2,0,0,1,5,2,0
1,Bobby Witt,Kansas City Royals,New York Yankees,0,4,0,2,0,0,0,4,2,0
2,MJ Melendez,Kansas City Royals,New York Yankees,0,4,1,2,0,0,1,4,3,0
3,Salvador Perez,Kansas City Royals,New York Yankees,0,4,1,1,1,0,1,4,4,1
4,Michael Massey,Kansas City Royals,New York Yankees,0,4,1,2,2,0,1,4,5,1
5,Freddy Fermin,Kansas City Royals,New York Yankees,0,4,1,2,1,0,1,4,6,1
6,Nick Pratto,Kansas City Royals,New York Yankees,0,4,0,0,0,0,2,4,0,0
7,Drew Waters,Kansas City Royals,New York Yankees,0,4,0,0,0,0,3,4,0,0
8,Dairon Blanco,Kansas City Royals,New York Yankees,0,2,0,0,0,0,0,2,0,0
9,Kyle Isbel,Kansas City Royals,New York Yankees,0,2,1,1,1,0,1,2,4,1
10,Jake Bauers,New York Yankees,Kansas City Royals,1,3,1,1,0,1,1,4,1,0
11,Greg Allen,New York Yankees,Kansas City Royals,1,1,0,0,0,0,0,1,0,0
12,Gleyber Torres,New York Yankees,Kansas City Royals,1,3,1,1,2,0,0,3,4,1
13,Anthony Volpe,New York Yankees,Kansas City Royals,1,1,0,0,0,0,0,1,0,0
14,Giancarlo Stanton,New York Yankees,Kansas City Royals,1,4,1,2,0,0,1,4,2,0
15,Anthony Rizzo,New York Yankees,Kansas City Royals,1,4,3,4,2,0,0,4,8,1
16,DJ LeMahieu,New York Yankees,Kansas City Royals,1,3,1,1,0,1,0,4,2,0
17,Harrison Bader,New York Yankees,Kansas City Royals,1,3,0,1,1,0,1,4,1,0
18,Billy McKinney,New York Yankees,Kansas City Royals,1,2,1,0,0,2,1,4,0,0
19,Oswald Peraza,New York Yankees,Kansas City Royals,1,4,0,1,1,0,1,4,1,0
20,Kyle Higashioka,New York Yankees,Kansas City Royals,1,3,0,0,1,0,1,4,0,0
0,Austin Slater,San Francisco Giants,Washington Nationals,0,4,0,1,0,0,1,4,1,0
1,Wilmer Flores,San Francisco Giants,Washington Nationals,0,4,0,2,0,0,1,4,3,0
2,J.D. Davis,San Francisco Giants,Washington Nationals,0,2,0,0,0,2,1,4,0,0
3,Patrick Bailey,San Francisco Giants,Washington Nationals,0,4,0,1,0,0,0,4,1,0
4,Luis Matos,San Francisco Giants,Washington Nationals,0,4,0,1,0,0,1,4,1,0
5,Mike Yastrzemski,San Francisco Giants,Washington Nationals,0,4,0,0,0,0,2,4,0,0
6,David Villar,San Francisco Giants,Washington Nationals,0,1,0,0,0,1,1,2,0,0
7,Joc Pederson,San Francisco Giants,Washington Nationals,0,1,1,1,1,1,0,2,4,1
8,Casey Schmitt,San Francisco Giants,Washington Nationals,0,2,0,0,0,0,0,2,0,0
9,LaMonte Wade Jr.,San Francisco Giants,Washington Nationals,0,1,0,0,0,1,0,2,0,0
10,Brett Wisely,San Francisco Giants,Washington Nationals,0,3,0,0,0,0,2,3,0,0
11,CJ Abrams,Washington Nationals,San Francisco Giants,1,4,0,0,1,0,1,5,0,0
12,Lane Thomas,Washington Nationals,San Francisco Giants,1,4,2,3,1,0,0,4,4,0
13,Jeimer Candelario,Washington Nationals,San Francisco Giants,1,3,0,0,0,1,2,4,0,0
14,Joey Meneses,Washington Nationals,San Francisco Giants,1,4,1,1,0,0,0,4,1,0
15,Stone Garrett,Washington Nationals,San Francisco Giants,1,3,0,1,1,1,2,4,2,0
16,Dominic Smith,Washington Nationals,San Francisco Giants,1,4,0,2,2,0,0,4,2,0
17,Riley Adams,Washington Nationals,San Francisco Giants,1,4,2,2,1,0,0,4,5,1
18,Luis García,Washington Nationals,San Francisco Giants,1,4,1,2,0,0,0,4,0,0
19,Alex Call,Washington Nationals,San Francisco Giants,1,4,0,0,0,0,0,4,0,0
0,Geraldo Perdomo,Arizona Diamondbacks,Cincinnati Reds,0,5,1,2,0,0,0,5,4,0
1,Ketel Marte,Arizona Diamondbacks,Cincinnati Reds,0,2,1,2,0,3,0,5,2,0
2,Corbin Carroll,Arizona Diamondbacks,Cincinnati Reds,0,4,1,2,2,1,2,5,5,1
3,Christian Walker,Arizona Diamondbacks,Cincinnati Reds,0,4,0,1,0,1,1,5,2,0
4,Lourdes Gurriel Jr.,Arizona Diamondbacks,Cincinnati Reds,0,5,0,0,0,0,0,5,0,0
5,Evan Longoria,Arizona Diamondbacks,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
6,Dominic Canzone,Arizona Diamondbacks,Cincinnati Reds,0,3,0,1,0,0,0,4,1,0
7,Carson Kelly,Arizona Diamondbacks,Cincinnati Reds,0,3,0,1,0,0,0,3,1,0
8,Jake McCarthy,Arizona Diamondbacks,Cincinnati Reds,0,1,0,0,0,0,1,1,0,0
9,Jose Herrera,Arizona Diamondbacks,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0
10,Alek Thomas,Arizona Diamondbacks,Cincinnati Reds,0,4,0,1,0,0,2,4,1,0
11,Elly De La Cruz,Cincinnati Reds,Arizona Diamondbacks,1,4,1,1,1,0,1,4,0,1
12,TJ Friedl,Cincinnati Reds,Arizona Diamondbacks,1,4,1,2,0,0,0,4,1,0
13,Matt McLain,Cincinnati Reds,Arizona Diamondbacks,1,4,1,2,0,0,1,4,0,0
14,Spencer Steer,Cincinnati Reds,Arizona Diamondbacks,1,4,2,2,1,0,1,4,1,0
15,Jake Fraley,Cincinnati Reds,Arizona Diamondbacks,1,4,0,1,1,0,0,4,0,0
16,Jonathan India,Cincinnati Reds,Arizona Diamondbacks,1,3,0,0,0,1,0,4,0,0
17,Christian Encarnacion-Strand,Cincinnati Reds,Arizona Diamondbacks,1,3,1,2,2,1,0,4,0,0
18,Nick Senzel,Cincinnati Reds,Arizona Diamondbacks,1,4,1,1,2,0,1,4,4,1
19,Luke Maile,Cincinnati Reds,Arizona Diamondbacks,1,3,0,2,0,0,1,3,0,0
0,Kyle Schwarber,Philadelphia Phillies,Cleveland Guardians,0,4,1,1,1,1,1,5,1,0
1,Johan Rojas,Philadelphia Phillies,Cleveland Guardians,0,0,1,0,0,0,0,0,0,0
2,Trea Turner,Philadelphia Phillies,Cleveland Guardians,0,4,1,2,0,1,1,5,3,0
3,Bryce Harper,Philadelphia Phillies,Cleveland Guardians,0,4,2,1,2,1,0,5,1,0
4,Nick Castellanos,Philadelphia Phillies,Cleveland Guardians,0,5,0,1,0,0,3,5,1,0
5,Bryson Stott,Philadelphia Phillies,Cleveland Guardians,0,1,1,0,0,4,1,5,0,0
6,J.T. Realmuto,Philadelphia Phillies,Cleveland Guardians,0,4,1,1,1,0,1,5,1,0
7,Alec Bohm,Philadelphia Phillies,Cleveland Guardians,0,5,0,1,2,0,2,5,1,0
8,Brandon Marsh,Philadelphia Phillies,Cleveland Guardians,0,5,1,2,1,0,1,5,4,0
9,Jake Cave,Philadelphia Phillies,Cleveland Guardians,0,4,0,0,0,0,4,4,0,0
10,Steven Kwan,Cleveland Guardians,Philadelphia Phillies,1,5,1,4,2,0,0,5,7,1
11,Tyler Freeman,Cleveland Guardians,Philadelphia Phillies,1,2,0,0,0,2,0,5,0,0
12,José Ramírez,Cleveland Guardians,Philadelphia Phillies,1,5,0,0,1,0,1,5,0,0
13,Josh Naylor,Cleveland Guardians,Philadelphia Phillies,1,5,0,0,0,0,2,5,0,0
14,Josh Bell,Cleveland Guardians,Philadelphia Phillies,1,4,0,1,0,0,0,4,1,0
15,Myles Straw,Cleveland Guardians,Philadelphia Phillies,1,1,0,0,0,0,0,1,0,0
16,Andrés Giménez,Cleveland Guardians,Philadelphia Phillies,1,4,1,1,1,0,1,4,0,0
17,David Fry,Cleveland Guardians,Philadelphia Phillies,1,4,1,2,1,0,1,4,5,1
18,Will Brennan,Cleveland Guardians,Philadelphia Phillies,1,4,1,0,0,0,1,4,0,0
19,Cam Gallagher,Cleveland Guardians,Philadelphia Phillies,1,2,1,1,0,0,1,2,0,0
