,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Brendan Donovan,St. Louis Cardinals,Washington Nationals,0,4,1,1,3,0,1,5,4,0
1,Paul Goldschmidt,St. Louis Cardinals,Washington Nationals,0,5,1,2,2,0,0,5,5,0
2,Lars Nootbaar,St. Louis Cardinals,Washington Nationals,0,4,1,0,0,1,2,5,0,0
3,Nolan Arenado,St. Louis Cardinals,Washington Nationals,0,4,0,1,1,1,1,5,1,0
4,Willson Contreras,St. Louis Cardinals,Washington Nationals,0,5,0,1,1,0,1,5,0,0
5,Jordan Walker,St. Louis Cardinals,Washington Nationals,0,4,0,2,0,0,2,4,2,0
6,Nolan Gorman,St. Louis Cardinals,Washington Nationals,0,4,0,0,0,0,1,4,0,0
7,Paul DeJong,St. Louis Cardinals,Washington Nationals,0,4,2,2,0,0,1,4,3,0
8,Tommy Edman,St. Louis Cardinals,Washington Nationals,0,2,3,2,1,2,0,4,4,0
9,Lane Thomas,Washington Nationals,St. Louis Cardinals,1,4,2,2,0,0,2,5,4,0
10,Luis García,Washington Nationals,St. Louis Cardinals,1,3,0,1,4,0,0,4,0,0
11,Jeimer Candelario,Washington Nationals,St. Louis Cardinals,1,4,1,2,0,0,0,4,2,0
12,Joey Meneses,Washington Nationals,St. Louis Cardinals,1,4,1,1,0,0,2,4,2,0
13,Keibert Ruiz,Washington Nationals,St. Louis Cardinals,1,4,0,0,0,0,1,4,0,0
14,Corey Dickerson,Washington Nationals,St. Louis Cardinals,1,4,0,1,2,0,0,4,1,0
15,Dominic Smith,Washington Nationals,St. Louis Cardinals,1,4,0,1,0,0,0,4,1,0
16,Victor Robles,Washington Nationals,St. Louis Cardinals,1,4,0,1,0,0,1,4,2,0
17,CJ Abrams,Washington Nationals,St. Louis Cardinals,1,3,2,2,0,1,0,4,2,0
0,Nick Pratto,Kansas City Royals,Detroit Tigers,0,4,1,1,0,0,2,4,2,0
1,Bobby Witt,Kansas City Royals,Detroit Tigers,0,3,1,2,1,1,0,4,5,1
2,Salvador Perez,Kansas City Royals,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
3,Dairon Blanco,Kansas City Royals,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
4,MJ Melendez,Kansas City Royals,Detroit Tigers,0,3,1,0,0,1,3,4,0,0
5,Edward Olivares,Kansas City Royals,Detroit Tigers,0,4,0,0,0,0,1,4,0,0
6,Freddy Fermin,Kansas City Royals,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
7,Maikel Garcia,Kansas City Royals,Detroit Tigers,0,4,1,1,2,0,1,4,4,1
8,Nicky Lopez,Kansas City Royals,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
9,Samad Taylor,Kansas City Royals,Detroit Tigers,0,4,0,0,0,0,2,4,0,0
10,Drew Waters,Kansas City Royals,Detroit Tigers,0,3,0,1,0,0,1,3,1,0
11,Zach McKinstry,Detroit Tigers,Kansas City Royals,1,3,1,1,1,1,0,4,2,0
12,Spencer Torkelson,Detroit Tigers,Kansas City Royals,1,4,0,0,0,0,2,4,0,0
13,Kerry Carpenter,Detroit Tigers,Kansas City Royals,1,3,1,1,3,1,0,4,4,1
14,Andy Ibáñez,Detroit Tigers,Kansas City Royals,1,4,0,1,0,0,0,4,0,0
15,Nick Maton,Detroit Tigers,Kansas City Royals,1,3,0,0,0,1,0,4,0,0
16,Jake Marisnick,Detroit Tigers,Kansas City Royals,1,0,0,0,0,0,0,0,0,0
17,Miguel Cabrera,Detroit Tigers,Kansas City Royals,1,4,1,2,0,0,1,4,2,0
18,Jonathan Schoop,Detroit Tigers,Kansas City Royals,1,4,1,1,0,0,1,4,2,0
19,Jake Rogers,Detroit Tigers,Kansas City Royals,1,3,2,2,2,0,0,3,2,0
20,Zack Short,Detroit Tigers,Kansas City Royals,1,3,0,0,0,0,0,3,0,0
0,George Springer,Toronto Blue Jays,Miami Marlins,0,4,0,1,0,0,2,4,1,0
1,Daulton Varsho,Toronto Blue Jays,Miami Marlins,0,4,0,1,0,0,1,4,1,0
2,Bo Bichette,Toronto Blue Jays,Miami Marlins,0,4,0,2,0,0,2,4,2,0
3,Vladimir Guerrero Jr.,Toronto Blue Jays,Miami Marlins,0,4,0,0,0,0,0,4,0,0
4,Spencer Horwitz,Toronto Blue Jays,Miami Marlins,0,4,0,1,0,0,2,4,1,0
5,Matt Chapman,Toronto Blue Jays,Miami Marlins,0,4,0,0,0,0,1,4,0,0
6,Danny Jansen,Toronto Blue Jays,Miami Marlins,0,3,0,1,0,0,1,3,2,0
7,Tyler Heineman,Toronto Blue Jays,Miami Marlins,0,0,0,0,0,0,0,0,0,0
8,Cavan Biggio,Toronto Blue Jays,Miami Marlins,0,3,0,0,0,0,0,3,0,0
9,Kevin Kiermaier,Toronto Blue Jays,Miami Marlins,0,3,0,1,0,0,1,3,1,0
10,Luis Arraez,Miami Marlins,Toronto Blue Jays,1,5,1,5,2,0,0,5,5,0
11,Jacob Amaya,Miami Marlins,Toronto Blue Jays,1,1,0,1,1,0,0,1,1,0
12,Jorge Soler,Miami Marlins,Toronto Blue Jays,1,4,1,1,3,0,0,5,4,1
13,Nick Fortes,Miami Marlins,Toronto Blue Jays,1,1,0,0,0,0,0,1,0,0
14,Bryan De La Cruz,Miami Marlins,Toronto Blue Jays,1,5,0,2,1,0,0,5,0,0
15,Jesús Sánchez,Miami Marlins,Toronto Blue Jays,1,5,2,2,1,0,2,5,0,0
16,Garrett Cooper,Miami Marlins,Toronto Blue Jays,1,5,1,2,1,0,0,5,1,0
17,Joey Wendle,Miami Marlins,Toronto Blue Jays,1,5,1,1,1,0,3,5,1,0
18,Jon Berti,Miami Marlins,Toronto Blue Jays,1,4,1,3,1,0,1,4,4,0
19,Garrett Hampson,Miami Marlins,Toronto Blue Jays,1,0,1,0,0,0,0,1,0,0
20,Jacob Stallings,Miami Marlins,Toronto Blue Jays,1,3,2,1,0,2,1,5,1,0
21,Jonathan Davis,Miami Marlins,Toronto Blue Jays,1,4,1,1,0,0,1,5,1,0
0,Mike Tauchman,Chicago Cubs,Pittsburgh Pirates,0,5,2,3,3,0,1,5,3,0
1,Nico Hoerner,Chicago Cubs,Pittsburgh Pirates,0,5,0,1,2,0,1,5,1,0
2,Seiya Suzuki,Chicago Cubs,Pittsburgh Pirates,0,5,0,1,1,0,2,5,2,0
3,Ian Happ,Chicago Cubs,Pittsburgh Pirates,0,4,0,0,0,1,3,5,0,0
4,Dansby Swanson,Chicago Cubs,Pittsburgh Pirates,0,5,0,2,1,0,0,5,2,0
5,Cody Bellinger,Chicago Cubs,Pittsburgh Pirates,0,5,0,1,0,0,2,5,1,0
6,Christopher Morel,Chicago Cubs,Pittsburgh Pirates,0,4,1,0,0,1,1,5,0,0
7,Yan Gomes,Chicago Cubs,Pittsburgh Pirates,0,2,2,1,0,2,0,5,1,0
8,Miles Mastrobuoni,Chicago Cubs,Pittsburgh Pirates,0,1,1,0,0,1,0,2,0,0
9,Nick Madrigal,Chicago Cubs,Pittsburgh Pirates,0,2,2,1,0,0,0,3,1,0
10,Andrew McCutchen,Pittsburgh Pirates,Chicago Cubs,1,2,0,1,0,2,1,4,1,0
11,Jack Suwinski,Pittsburgh Pirates,Chicago Cubs,1,1,0,0,0,0,1,1,0,0
12,Bryan Reynolds,Pittsburgh Pirates,Chicago Cubs,1,2,0,1,0,2,0,4,1,0
13,Connor Joe,Pittsburgh Pirates,Chicago Cubs,1,3,0,0,0,1,1,4,0,0
14,Jason Delay,Pittsburgh Pirates,Chicago Cubs,1,0,0,0,0,0,0,0,0,0
15,Carlos Santana,Pittsburgh Pirates,Chicago Cubs,1,4,0,0,0,0,0,4,0,0
16,Ke'Bryan Hayes,Pittsburgh Pirates,Chicago Cubs,1,4,0,1,0,0,1,4,1,0
17,Rodolfo Castro,Pittsburgh Pirates,Chicago Cubs,1,2,0,0,0,0,1,2,0,0
18,Ji Hwan Bae,Pittsburgh Pirates,Chicago Cubs,1,2,0,0,0,0,0,2,0,0
19,Henry Davis,Pittsburgh Pirates,Chicago Cubs,1,3,0,1,0,1,1,4,2,0
20,Tucupita Marcano,Pittsburgh Pirates,Chicago Cubs,1,4,0,0,0,0,1,4,0,0
21,Austin Hedges,Pittsburgh Pirates,Chicago Cubs,1,2,0,0,0,0,0,2,0,0
22,Josh Palacios,Pittsburgh Pirates,Chicago Cubs,1,2,0,1,0,0,0,2,1,0
0,Jurickson Profar,Colorado Rockies,Cincinnati Reds,0,5,0,1,0,0,0,5,0,0
1,Randal Grichuk,Colorado Rockies,Cincinnati Reds,0,5,1,1,0,0,1,5,0,0
2,Ryan McMahon,Colorado Rockies,Cincinnati Reds,0,5,1,1,0,0,2,5,0,0
3,Elias Díaz,Colorado Rockies,Cincinnati Reds,0,5,2,2,2,0,1,5,0,0
4,Jorge Alfaro,Colorado Rockies,Cincinnati Reds,0,3,0,2,1,0,1,4,1,0
5,Nolan Jones,Colorado Rockies,Cincinnati Reds,0,3,0,1,0,1,2,4,0,0
6,Brenton Doyle,Colorado Rockies,Cincinnati Reds,0,4,0,1,0,0,2,4,0,0
7,Coco Montes,Colorado Rockies,Cincinnati Reds,0,3,0,0,0,0,2,3,0,0
8,Harold Castro,Colorado Rockies,Cincinnati Reds,0,1,0,0,0,0,0,1,0,0
9,Connor Kaiser,Colorado Rockies,Cincinnati Reds,0,2,0,0,0,0,1,2,0,0
10,Mike Moustakas,Colorado Rockies,Cincinnati Reds,0,1,0,1,1,1,0,2,0,0
11,Kevin Newman,Cincinnati Reds,Colorado Rockies,1,5,1,1,1,0,2,5,4,1
12,Matt McLain,Cincinnati Reds,Colorado Rockies,1,3,0,0,0,0,2,4,0,0
13,Jonathan India,Cincinnati Reds,Colorado Rockies,1,4,1,1,0,0,1,4,1,0
