,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ronald Acuna Jr.,Atlanta Braves,Chicago Cubs,0,5,1,3,1,0,0,5,0,0
1,Ozzie Albies,Atlanta Braves,Chicago Cubs,0,5,1,1,0,0,1,5,0,0
2,Austin Riley,Atlanta Braves,Chicago Cubs,0,5,1,1,2,0,1,5,1,0
3,Matt Olson,Atlanta Braves,Chicago Cubs,0,4,1,1,1,0,1,4,0,0
4,Sean Murphy,Atlanta Braves,Chicago Cubs,0,3,1,1,2,1,0,4,1,0
5,Marcell Ozuna,Atlanta Braves,Chicago Cubs,0,3,1,1,1,1,1,4,0,0
6,Eddie Rosario,Atlanta Braves,Chicago Cubs,0,4,0,1,0,0,1,4,0,0
7,Orlando Arcia,Atlanta Braves,Chicago Cubs,0,4,1,1,0,0,0,4,1,0
8,Michael Harris II,Atlanta Braves,Chicago Cubs,0,4,1,1,1,0,0,4,0,0
9,Nick Madrigal,Chicago Cubs,Atlanta Braves,1,3,0,1,0,1,0,4,0,0
10,Dansby Swanson,Chicago Cubs,Atlanta Braves,1,3,0,0,0,0,2,3,0,0
11,Christopher Morel,Chicago Cubs,Atlanta Braves,1,1,0,0,0,0,1,1,0,0
12,Ian Happ,Chicago Cubs,Atlanta Braves,1,4,0,0,0,0,0,4,0,0
13,Cody Bellinger,Chicago Cubs,Atlanta Braves,1,3,0,2,0,0,0,3,2,0
14,Mike Tauchman,Chicago Cubs,Atlanta Braves,1,0,0,0,0,0,0,0,0,0
15,Yan Gomes,Chicago Cubs,Atlanta Braves,1,3,0,0,0,0,1,3,0,0
16,Seiya Suzuki,Chicago Cubs,Atlanta Braves,1,3,0,0,0,0,2,3,0,0
17,Jeimer Candelario,Chicago Cubs,Atlanta Braves,1,3,0,0,0,0,2,3,0,0
18,Patrick Wisdom,Chicago Cubs,Atlanta Braves,1,3,0,0,0,0,2,3,0,0
19,Miguel Amaya,Chicago Cubs,Atlanta Braves,1,3,0,1,0,0,1,3,1,0
0,CJ Abrams,Washington Nationals,Cincinnati Reds,0,5,0,0,0,0,1,5,0,0
1,Lane Thomas,Washington Nationals,Cincinnati Reds,0,5,3,3,3,0,1,5,9,2
2,Joey Meneses,Washington Nationals,Cincinnati Reds,0,4,1,2,2,1,1,5,5,1
3,Keibert Ruiz,Washington Nationals,Cincinnati Reds,0,4,0,0,0,0,0,4,0,0
4,Dominic Smith,Washington Nationals,Cincinnati Reds,0,3,0,0,0,0,2,4,0,0
5,Blake Rutherford,Washington Nationals,Cincinnati Reds,0,4,0,0,0,0,2,4,0,0
6,Ildemaro Vargas,Washington Nationals,Cincinnati Reds,0,3,1,1,0,1,0,4,1,0
7,Jake Alu,Washington Nationals,Cincinnati Reds,0,4,1,1,1,0,1,4,2,0
8,Alex Call,Washington Nationals,Cincinnati Reds,0,3,0,0,0,0,1,4,0,0
9,Elly De La Cruz,Cincinnati Reds,Washington Nationals,1,4,1,1,1,1,1,5,0,1
10,Nick Senzel,Cincinnati Reds,Washington Nationals,1,5,1,1,1,0,1,5,4,1
11,Matt McLain,Cincinnati Reds,Washington Nationals,1,5,1,3,1,0,1,5,7,1
12,Spencer Steer,Cincinnati Reds,Washington Nationals,1,4,0,0,0,1,2,5,0,0
13,Kevin Newman,Cincinnati Reds,Washington Nationals,1,5,0,0,0,0,0,5,0,0
14,Joey Votto,Cincinnati Reds,Washington Nationals,1,3,0,0,0,1,1,4,0,0
15,TJ Friedl,Cincinnati Reds,Washington Nationals,1,0,0,0,0,0,0,0,0,0
16,Christian Encarnacion-Strand,Cincinnati Reds,Washington Nationals,1,3,0,1,0,0,0,3,0,0
17,Will Benson,Cincinnati Reds,Washington Nationals,1,1,0,0,0,0,0,1,0,0
18,Tyler Stephenson,Cincinnati Reds,Washington Nationals,1,3,0,0,0,1,1,4,0,0
19,Stuart Fairchild,Cincinnati Reds,Washington Nationals,1,4,0,1,0,0,1,4,1,0
0,Yandy Díaz,Tampa Bay Rays,Detroit Tigers,0,5,0,1,1,0,1,5,0,0
1,Wander Franco,Tampa Bay Rays,Detroit Tigers,0,4,0,0,0,0,2,4,0,0
2,Curtis Mead,Tampa Bay Rays,Detroit Tigers,0,1,0,1,0,0,0,1,0,0
3,Brandon Lowe,Tampa Bay Rays,Detroit Tigers,0,4,1,1,0,1,1,5,0,0
4,Randy Arozarena,Tampa Bay Rays,Detroit Tigers,0,4,1,1,0,1,3,5,0,0
5,Isaac Paredes,Tampa Bay Rays,Detroit Tigers,0,4,1,2,2,0,0,4,3,0
6,Vidal Bruján,Tampa Bay Rays,Detroit Tigers,0,1,0,0,0,0,1,1,0,0
7,Josh Lowe,Tampa Bay Rays,Detroit Tigers,0,4,1,1,0,1,0,5,2,0
8,Harold Ramírez,Tampa Bay Rays,Detroit Tigers,0,5,2,3,1,0,0,5,0,0
9,Jose Siri,Tampa Bay Rays,Detroit Tigers,0,5,2,2,3,0,2,5,5,0
10,Christian Bethancourt,Tampa Bay Rays,Detroit Tigers,0,4,0,1,1,0,1,4,0,0
11,Zach McKinstry,Detroit Tigers,Tampa Bay Rays,1,4,0,0,0,0,1,4,0,0
12,Riley Greene,Detroit Tigers,Tampa Bay Rays,1,3,0,0,0,1,1,4,0,0
