,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Chas McCormick,Houston Astros,Minnesota Twins,0,4,1,1,0,0,1,4,1,0
1,1,Alex Bregman,Houston Astros,Minnesota Twins,0,3,1,0,0,1,1,4,0,0
2,2,Yordan Alvarez,Houston Astros,Minnesota Twins,0,4,1,1,4,0,0,4,4,1
3,3,José Abreu,Houston Astros,Minnesota Twins,0,4,1,1,0,0,3,4,0,0
4,4,Kyle Tucker,Houston Astros,Minnesota Twins,0,4,0,0,0,0,2,4,0,0
5,5,Jeremy Peña,Houston Astros,Minnesota Twins,0,4,1,1,2,0,3,4,0,0
6,6,David Hensley,Houston Astros,Minnesota Twins,0,4,0,1,0,0,3,4,1,0
7,7,Jake Meyers,Houston Astros,Minnesota Twins,0,4,0,1,0,0,1,4,1,0
8,8,Martín Maldonado,Houston Astros,Minnesota Twins,0,3,1,1,0,0,2,3,0,0
9,9,Yainer Diaz,Houston Astros,Minnesota Twins,0,1,0,0,0,0,1,1,0,0
10,10,Byron Buxton,Minnesota Twins,Houston Astros,1,5,1,1,3,0,2,5,4,1
11,11,Carlos Correa,Minnesota Twins,Houston Astros,1,4,0,1,0,1,1,5,0,0
12,12,Trevor Larnach,Minnesota Twins,Houston Astros,1,4,0,2,1,1,1,5,1,0
13,13,Jose Miranda,Minnesota Twins,Houston Astros,1,5,0,1,0,0,0,5,1,0
14,14,Nick Gordon,Minnesota Twins,Houston Astros,1,3,2,1,0,1,0,4,1,0
15,15,Donovan Solano,Minnesota Twins,Houston Astros,1,3,1,1,0,1,0,4,1,0
16,16,Kyle Farmer,Minnesota Twins,Houston Astros,1,4,3,3,3,0,0,4,7,1
17,17,Christian Vázquez,Minnesota Twins,Houston Astros,1,3,2,2,2,1,0,4,0,0
18,18,Michael A. Taylor,Minnesota Twins,Houston Astros,1,4,0,0,0,0,2,4,0,0
19,0,Marcus Semien,Texas Rangers,Chicago Cubs,0,5,1,1,0,0,0,5,2,0
20,1,Corey Seager,Texas Rangers,Chicago Cubs,0,4,1,2,0,1,1,5,3,0
21,2,Nathaniel Lowe,Texas Rangers,Chicago Cubs,0,4,0,2,2,1,0,5,2,0
22,3,Adolis García,Texas Rangers,Chicago Cubs,0,4,0,0,0,1,1,5,0,0
23,4,Josh Jung,Texas Rangers,Chicago Cubs,0,4,0,1,1,0,1,4,1,0
24,5,Robbie Grossman,Texas Rangers,Chicago Cubs,0,4,0,0,0,0,1,4,0,0
25,6,Mitch Garver,Texas Rangers,Chicago Cubs,0,2,0,0,0,2,1,4,0,0
26,7,Jonah Heim,Texas Rangers,Chicago Cubs,0,4,0,1,0,0,0,4,0,0
27,8,Ezequiel Duran,Texas Rangers,Chicago Cubs,0,2,0,0,0,0,1,2,0,0
28,9,Josh H. Smith,Texas Rangers,Chicago Cubs,0,1,1,0,0,1,0,2,0,0
29,10,Nico Hoerner,Chicago Cubs,Texas Rangers,1,5,2,2,0,0,2,5,2,0
30,11,Dansby Swanson,Chicago Cubs,Texas Rangers,1,4,2,2,1,1,1,5,2,0
31,12,Ian Happ,Chicago Cubs,Texas Rangers,1,4,0,1,3,1,1,5,1,0
32,13,Trey Mancini,Chicago Cubs,Texas Rangers,1,5,1,3,1,0,0,5,3,0
33,14,Patrick Wisdom,Chicago Cubs,Texas Rangers,1,4,2,2,1,0,2,4,5,1
34,15,Luis Torrens,Chicago Cubs,Texas Rangers,1,2,0,0,0,0,1,2,0,0
35,16,Eric Hosmer,Chicago Cubs,Texas Rangers,1,2,0,1,2,0,1,2,0,0
36,17,Cody Bellinger,Chicago Cubs,Texas Rangers,1,4,0,0,0,0,0,4,0,0
37,18,Yan Gomes,Chicago Cubs,Texas Rangers,1,4,1,1,1,0,1,4,4,1
38,19,Nick Madrigal,Chicago Cubs,Texas Rangers,1,4,2,2,0,0,0,4,3,0
39,0,Jonathan India,Cincinnati Reds,Philadelphia Phillies,0,3,0,0,0,1,0,4,0,0
40,1,Spencer Steer,Cincinnati Reds,Philadelphia Phillies,0,4,1,1,1,0,0,4,4,0
41,2,Wil Myers,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,0,1,4,0,0
42,3,Tyler Stephenson,Cincinnati Reds,Philadelphia Phillies,0,4,0,2,0,0,0,4,2,0
43,4,Kevin Newman,Cincinnati Reds,Philadelphia Phillies,0,3,1,1,0,1,0,4,1,0
44,5,TJ Friedl,Cincinnati Reds,Philadelphia Phillies,0,4,0,2,0,0,1,4,2,0
45,6,Stuart Fairchild,Cincinnati Reds,Philadelphia Phillies,0,2,0,1,0,0,0,2,1,0
46,7,Jason Vosler,Cincinnati Reds,Philadelphia Phillies,0,2,0,0,0,0,1,2,0,0
47,8,Jose Barrero,Cincinnati Reds,Philadelphia Phillies,0,2,0,0,0,0,1,2,0,0
48,9,Jake Fraley,Cincinnati Reds,Philadelphia Phillies,0,1,0,0,1,0,0,2,0,0
49,10,Curt Casali,Cincinnati Reds,Philadelphia Phillies,0,3,0,1,0,0,0,3,1,0
50,11,Will Benson,Cincinnati Reds,Philadelphia Phillies,0,0,0,0,0,0,0,0,0,0
51,12,Luke Maile,Cincinnati Reds,Philadelphia Phillies,0,1,0,0,0,0,1,1,0,0
52,13,Trea Turner,Philadelphia Phillies,Cincinnati Reds,1,3,0,0,0,1,3,4,0,0
53,14,Kyle Schwarber,Philadelphia Phillies,Cincinnati Reds,1,4,0,0,0,0,3,4,0,0
54,15,J.T. Realmuto,Philadelphia Phillies,Cincinnati Reds,1,4,0,0,0,0,3,4,0,0
55,16,Nick Castellanos,Philadelphia Phillies,Cincinnati Reds,1,2,1,0,0,2,1,4,0,0
56,17,Alec Bohm,Philadelphia Phillies,Cincinnati Reds,1,4,1,1,0,0,2,4,1,0
57,18,Josh Harrison,Philadelphia Phillies,Cincinnati Reds,1,3,0,0,0,0,2,3,0,0
58,19,Brandon Marsh,Philadelphia Phillies,Cincinnati Reds,1,1,1,1,1,0,0,1,1,0
59,20,Edmundo Sosa,Philadelphia Phillies,Cincinnati Reds,1,3,0,1,1,0,0,4,1,0
60,21,Bryson Stott,Philadelphia Phillies,Cincinnati Reds,1,4,0,2,1,0,0,4,2,0
61,22,Cristian Pache,Philadelphia Phillies,Cincinnati Reds,1,2,0,1,0,0,1,3,2,0
62,0,Bobby Witt,Kansas City Royals,San Francisco Giants,0,4,1,1,1,0,2,4,4,1
63,1,Edward Olivares,Kansas City Royals,San Francisco Giants,0,3,1,1,0,1,1,4,0,0
64,2,MJ Melendez,Kansas City Royals,San Francisco Giants,0,4,1,2,0,0,1,4,3,0
65,3,Salvador Perez,Kansas City Royals,San Francisco Giants,0,3,1,1,3,0,1,4,4,1
66,4,Franmil Reyes,Kansas City Royals,San Francisco Giants,0,4,1,1,1,0,0,4,4,1
67,5,Vinnie Pasquantino,Kansas City Royals,San Francisco Giants,0,4,0,1,0,0,1,4,2,0
68,6,Nate Eaton,Kansas City Royals,San Francisco Giants,0,0,1,0,0,0,0,0,0,0
69,7,Nicky Lopez,Kansas City Royals,San Francisco Giants,0,0,0,0,0,0,0,0,0,0
70,8,Matt Duffy,Kansas City Royals,San Francisco Giants,0,2,0,0,0,0,1,2,0,0
71,9,Michael Massey,Kansas City Royals,San Francisco Giants,0,2,0,0,0,0,1,2,0,0
72,10,Hunter Dozier,Kansas City Royals,San Francisco Giants,0,4,0,1,0,0,0,4,1,0
73,11,Kyle Isbel,Kansas City Royals,San Francisco Giants,0,4,0,0,0,0,2,4,0,0
74,12,LaMonte Wade Jr.,San Francisco Giants,Kansas City Royals,1,4,1,2,1,0,0,4,0,1
75,13,David Villar,San Francisco Giants,Kansas City Royals,1,1,0,0,0,0,0,1,0,0
76,14,Michael Conforto,San Francisco Giants,Kansas City Royals,1,5,1,2,0,0,1,5,0,0
77,15,J.D. Davis,San Francisco Giants,Kansas City Royals,1,4,1,2,0,0,0,4,0,0
78,16,Joc Pederson,San Francisco Giants,Kansas City Royals,1,3,0,1,1,0,1,4,1,0
79,17,Mike Yastrzemski,San Francisco Giants,Kansas City Royals,1,4,0,1,0,0,1,4,1,0
80,18,Thairo Estrada,San Francisco Giants,Kansas City Royals,1,4,2,2,1,0,2,4,1,0
81,19,Brandon Crawford,San Francisco Giants,Kansas City Royals,1,4,0,2,2,0,1,4,1,0
82,20,Blake Sabol,San Francisco Giants,Kansas City Royals,1,4,0,0,0,0,2,4,0,0
83,21,Bryce Johnson,San Francisco Giants,Kansas City Royals,1,3,0,0,0,0,2,3,0,0
84,22,Wilmer Flores,San Francisco Giants,Kansas City Royals,1,1,0,0,0,0,1,1,0,0
