,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Marcus Semien,Texas Rangers,Washington Nationals,0,4,1,1,0,1,1,5,2,0
1,Corey Seager,Texas Rangers,Washington Nationals,0,4,1,1,0,0,1,4,1,0
2,Josh Jung,Texas Rangers,Washington Nationals,0,3,0,2,0,1,1,4,2,0
3,Adolis García,Texas Rangers,Washington Nationals,0,4,0,1,2,0,1,4,0,0
4,Nathaniel Lowe,Texas Rangers,Washington Nationals,0,3,0,0,0,1,0,4,0,0
5,Mitch Garver,Texas Rangers,Washington Nationals,0,4,0,1,0,0,0,4,1,0
6,Robbie Grossman,Texas Rangers,Washington Nationals,0,4,0,0,0,0,0,4,0,0
7,Ezequiel Duran,Texas Rangers,Washington Nationals,0,4,0,1,0,0,1,4,1,0
8,Leody Taveras,Texas Rangers,Washington Nationals,0,4,0,1,0,0,1,4,1,0
9,CJ Abrams,Washington Nationals,Texas Rangers,1,5,0,3,1,0,0,5,3,0
10,Lane Thomas,Washington Nationals,Texas Rangers,1,5,0,1,1,0,2,5,1,0
11,Jeimer Candelario,Washington Nationals,Texas Rangers,1,4,0,1,0,0,1,4,1,0
12,Joey Meneses,Washington Nationals,Texas Rangers,1,3,1,1,1,1,2,4,4,1
13,Keibert Ruiz,Washington Nationals,Texas Rangers,1,4,1,2,0,0,1,4,3,0
14,Corey Dickerson,Washington Nationals,Texas Rangers,1,3,0,0,0,0,0,3,0,0
15,Stone Garrett,Washington Nationals,Texas Rangers,1,1,1,1,1,0,0,1,4,1
16,Dominic Smith,Washington Nationals,Texas Rangers,1,3,2,1,1,0,0,4,4,1
17,Luis García,Washington Nationals,Texas Rangers,1,4,1,2,0,0,1,4,0,0
18,Alex Call,Washington Nationals,Texas Rangers,1,3,1,1,2,1,0,4,1,0
0,Tony Kemp,Oakland Athletics,Boston Red Sox,0,4,0,1,0,1,0,5,1,0
1,Ryan Noda,Oakland Athletics,Boston Red Sox,0,4,1,1,1,1,2,5,2,0
2,Seth Brown,Oakland Athletics,Boston Red Sox,0,5,0,1,0,0,0,5,1,0
3,Brent Rooker,Oakland Athletics,Boston Red Sox,0,3,1,3,1,1,0,5,6,1
4,Nick Allen,Oakland Athletics,Boston Red Sox,0,0,0,0,0,0,0,0,0,0
5,JJ Bleday,Oakland Athletics,Boston Red Sox,0,5,0,1,0,0,2,5,1,0
6,Cody Thomas,Oakland Athletics,Boston Red Sox,0,3,0,0,0,0,2,3,0,0
