,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Zach Neto,Los Angeles Angels,Detroit Tigers,0,5,1,1,1,0,2,5,1,0
1,Shohei Ohtani,Los Angeles Angels,Detroit Tigers,0,3,2,2,3,0,1,3,8,0
2,Michael Stefanic,Los Angeles Angels,Detroit Tigers,0,1,1,0,0,1,0,2,0,0
3,Mickey Moniak,Los Angeles Angels,Detroit Tigers,0,4,1,2,0,1,0,5,3,0
4,Taylor Ward,Los Angeles Angels,Detroit Tigers,0,4,1,0,0,1,0,5,0,0
5,Mike Moustakas,Los Angeles Angels,Detroit Tigers,0,3,1,1,0,0,0,3,0,0
6,Andrew Velazquez,Los Angeles Angels,Detroit Tigers,0,2,0,0,0,0,1,2,0,0
7,Matt Thaiss,Los Angeles Angels,Detroit Tigers,0,5,0,2,2,0,1,5,2,0
8,Hunter Renfroe,Los Angeles Angels,Detroit Tigers,0,5,1,3,2,0,1,5,6,0
9,Eduardo Escobar,Los Angeles Angels,Detroit Tigers,0,4,2,1,1,1,0,5,4,0
10,Luis Rengifo,Los Angeles Angels,Detroit Tigers,0,4,1,1,2,0,1,4,3,0
11,Matt Vierling,Detroit Tigers,Los Angeles Angels,1,5,1,1,0,0,0,5,1,0
12,Andy Ibáñez,Detroit Tigers,Los Angeles Angels,1,4,0,1,0,1,1,5,0,0
13,Spencer Torkelson,Detroit Tigers,Los Angeles Angels,1,2,0,0,1,2,0,4,0,0
14,Kerry Carpenter,Detroit Tigers,Los Angeles Angels,1,4,0,1,1,0,0,4,1,0
15,Javier Báez,Detroit Tigers,Los Angeles Angels,1,3,1,0,0,0,2,4,0,0
16,Jake Rogers,Detroit Tigers,Los Angeles Angels,1,3,0,0,0,1,1,4,0,0
17,Miguel Cabrera,Detroit Tigers,Los Angeles Angels,1,4,0,1,0,0,2,4,1,0
18,Zach McKinstry,Detroit Tigers,Los Angeles Angels,1,4,1,2,1,0,0,4,3,0
19,Zack Short,Detroit Tigers,Los Angeles Angels,1,2,1,2,0,0,0,2,2,0
20,Nick Maton,Detroit Tigers,Los Angeles Angels,1,1,0,0,0,1,0,2,0,0
0,Luis Rengifo,Los Angeles Angels,Detroit Tigers,0,5,0,1,0,0,1,5,2,0
1,Mickey Moniak,Los Angeles Angels,Detroit Tigers,0,4,1,1,0,0,3,4,2,0
2,Taylor Ward,Los Angeles Angels,Detroit Tigers,0,4,2,2,3,0,1,4,8,0
3,Mike Moustakas,Los Angeles Angels,Detroit Tigers,0,4,2,2,0,0,1,4,2,0
