,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Ronald Acuna Jr.,Atlanta Braves,Philadelphia Phillies,0,5,1,1,0,0,1,5,0,0
1,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,0,5,0,1,0,0,1,5,1,0
2,Austin Riley,Atlanta Braves,Philadelphia Phillies,0,4,1,1,0,1,1,5,0,0
3,Marcell Ozuna,Atlanta Braves,Philadelphia Phillies,0,4,1,1,2,1,0,5,4,0
4,Matt Olson,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,1,2,5,0,0
5,Travis d'Arnaud,Atlanta Braves,Philadelphia Phillies,0,3,0,0,0,1,2,4,0,0
6,Eddie Rosario,Atlanta Braves,Philadelphia Phillies,0,2,0,0,0,0,1,2,0,0
7,Kevin Pillar,Atlanta Braves,Philadelphia Phillies,0,1,0,0,0,0,0,1,0,0
8,Sean Murphy,Atlanta Braves,Philadelphia Phillies,0,1,0,0,0,0,1,1,0,0
9,Sam Hilliard,Atlanta Braves,Philadelphia Phillies,0,0,1,0,0,0,0,0,0,0
10,Orlando Arcia,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,0,2,4,0,0
11,Michael Harris II,Atlanta Braves,Philadelphia Phillies,0,4,1,2,1,0,0,4,0,0
12,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,1,5,0,0,0,0,3,5,0,0
13,Trea Turner,Philadelphia Phillies,Atlanta Braves,1,2,0,0,0,1,1,4,0,0
14,Nick Castellanos,Philadelphia Phillies,Atlanta Braves,1,4,0,0,0,0,3,4,0,0
15,Bryce Harper,Philadelphia Phillies,Atlanta Braves,1,3,0,0,0,1,0,4,0,0
16,J.T. Realmuto,Philadelphia Phillies,Atlanta Braves,1,4,1,0,0,0,1,4,0,0
17,Bryson Stott,Philadelphia Phillies,Atlanta Braves,1,4,0,1,0,0,1,4,1,0
18,Alec Bohm,Philadelphia Phillies,Atlanta Braves,1,3,0,1,1,0,0,4,0,0
19,Kody Clemens,Philadelphia Phillies,Atlanta Braves,1,4,0,0,0,0,0,4,0,0
20,Brandon Marsh,Philadelphia Phillies,Atlanta Braves,1,2,0,2,0,0,0,2,2,0
21,Cristian Pache,Philadelphia Phillies,Atlanta Braves,1,1,0,0,0,1,1,2,0,0
0,Geraldo Perdomo,Arizona Diamondbacks,Washington Nationals,0,3,1,2,0,2,0,5,2,0
1,Ketel Marte,Arizona Diamondbacks,Washington Nationals,0,5,1,1,3,0,1,5,4,1
2,Corbin Carroll,Arizona Diamondbacks,Washington Nationals,0,4,2,1,0,0,0,4,0,0
3,Christian Walker,Arizona Diamondbacks,Washington Nationals,0,4,0,1,0,0,0,4,0,0
4,Lourdes Gurriel Jr.,Arizona Diamondbacks,Washington Nationals,0,3,0,2,0,0,0,4,0,0
5,Emmanuel Rivera,Arizona Diamondbacks,Washington Nationals,0,3,0,0,1,0,2,4,0,0
6,Alek Thomas,Arizona Diamondbacks,Washington Nationals,0,4,1,0,0,0,2,4,0,0
7,Nick Ahmed,Arizona Diamondbacks,Washington Nationals,0,4,0,0,0,0,3,4,0,0
8,Carson Kelly,Arizona Diamondbacks,Washington Nationals,0,4,0,2,0,0,0,4,1,0
9,Lane Thomas,Washington Nationals,Arizona Diamondbacks,1,4,1,2,1,0,1,4,5,1
10,Luis García,Washington Nationals,Arizona Diamondbacks,1,4,0,0,0,0,0,4,0,0
11,Jeimer Candelario,Washington Nationals,Arizona Diamondbacks,1,3,0,0,0,1,1,4,0,0
12,Stone Garrett,Washington Nationals,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0,0
13,Keibert Ruiz,Washington Nationals,Arizona Diamondbacks,1,4,1,3,0,0,0,4,4,0
14,Michael Chavis,Washington Nationals,Arizona Diamondbacks,1,4,0,0,0,0,1,4,0,0
15,Riley Adams,Washington Nationals,Arizona Diamondbacks,1,4,1,3,2,0,1,4,6,1
16,Derek Hill,Washington Nationals,Arizona Diamondbacks,1,4,0,1,0,0,1,4,1,0
17,CJ Abrams,Washington Nationals,Arizona Diamondbacks,1,4,0,0,0,0,3,4,0,0
0,Esteury Ruiz,Oakland Athletics,Cleveland Guardians,0,4,0,0,0,0,1,4,0,0
1,Aledmys Díaz,Oakland Athletics,Cleveland Guardians,0,3,0,1,1,0,0,4,0,0
2,Ryan Noda,Oakland Athletics,Cleveland Guardians,0,3,0,0,0,1,2,4,0,0
3,Carlos Pérez,Oakland Athletics,Cleveland Guardians,0,4,0,0,0,0,0,4,0,0
4,Brent Rooker,Oakland Athletics,Cleveland Guardians,0,3,0,0,0,1,1,4,0,0
5,Jace Peterson,Oakland Athletics,Cleveland Guardians,0,4,0,0,0,0,1,4,0,0
6,Jonah Bride,Oakland Athletics,Cleveland Guardians,0,1,0,1,0,1,0,2,0,0
7,Tyler Wade,Oakland Athletics,Cleveland Guardians,0,1,0,1,0,0,0,1,1,0
8,Shea Langeliers,Oakland Athletics,Cleveland Guardians,0,3,0,0,0,0,2,3,0,0
9,Tony Kemp,Oakland Athletics,Cleveland Guardians,0,2,1,0,0,1,0,3,0,0
10,Steven Kwan,Cleveland Guardians,Oakland Athletics,1,3,1,1,0,1,0,4,1,0
11,Amed Rosario,Cleveland Guardians,Oakland Athletics,1,3,0,0,1,1,0,4,0,0
12,José Ramírez,Cleveland Guardians,Oakland Athletics,1,3,0,1,1,1,1,4,0,0
13,Josh Naylor,Cleveland Guardians,Oakland Athletics,1,4,0,0,0,0,2,4,0,0
14,Josh Bell,Cleveland Guardians,Oakland Athletics,1,4,1,1,1,0,0,4,4,1
15,David Fry,Cleveland Guardians,Oakland Athletics,1,0,0,0,0,0,0,0,0,0
16,Andrés Giménez,Cleveland Guardians,Oakland Athletics,1,4,1,1,0,0,1,4,0,0
17,Gabriel Arias,Cleveland Guardians,Oakland Athletics,1,2,1,0,0,1,2,3,0,0
18,Myles Straw,Cleveland Guardians,Oakland Athletics,1,3,1,2,1,0,1,3,4,0
19,Cam Gallagher,Cleveland Guardians,Oakland Athletics,1,2,1,0,0,1,2,3,0,0
0,Jarren Duran,Boston Red Sox,Minnesota Twins,0,4,0,0,0,0,2,4,0,0
1,Justin Turner,Boston Red Sox,Minnesota Twins,0,4,0,1,0,0,0,4,1,0
2,Masataka Yoshida,Boston Red Sox,Minnesota Twins,0,4,0,0,0,0,0,4,0,0
3,Rafael Devers,Boston Red Sox,Minnesota Twins,0,3,0,1,0,0,0,3,1,0
4,Adam Duvall,Boston Red Sox,Minnesota Twins,0,3,0,0,0,0,2,3,0,0
5,Triston Casas,Boston Red Sox,Minnesota Twins,0,3,0,0,0,0,2,3,0,0
6,Connor Wong,Boston Red Sox,Minnesota Twins,0,3,0,0,0,0,3,3,0,0
7,David Hamilton,Boston Red Sox,Minnesota Twins,0,3,0,1,0,0,0,3,1,0
8,Pablo Reyes,Boston Red Sox,Minnesota Twins,0,1,0,0,0,0,0,1,0,0
9,Enrique Hernández,Boston Red Sox,Minnesota Twins,0,2,0,0,0,0,0,2,0,0
10,Edouard Julien,Minnesota Twins,Boston Red Sox,1,1,0,0,0,0,1,1,0,0
11,Donovan Solano,Minnesota Twins,Boston Red Sox,1,1,0,0,0,2,0,3,0,0
12,Carlos Correa,Minnesota Twins,Boston Red Sox,1,4,1,1,1,0,0,4,4,1
13,Alex Kirilloff,Minnesota Twins,Boston Red Sox,1,1,0,0,0,0,1,1,0,0
14,Kyle Farmer,Minnesota Twins,Boston Red Sox,1,2,1,0,0,1,0,3,0,0
15,Byron Buxton,Minnesota Twins,Boston Red Sox,1,4,2,2,2,0,0,4,8,2
16,Max Kepler,Minnesota Twins,Boston Red Sox,1,4,0,1,0,0,1,4,0,0
17,Royce Lewis,Minnesota Twins,Boston Red Sox,1,4,0,2,1,0,0,4,2,0
18,Ryan Jeffers,Minnesota Twins,Boston Red Sox,1,4,1,2,0,0,1,4,3,0
19,Willi Castro,Minnesota Twins,Boston Red Sox,1,4,1,1,0,0,0,4,1,0
20,Michael A. Taylor,Minnesota Twins,Boston Red Sox,1,4,0,1,2,0,1,4,0,0
0,Ha-Seong Kim,San Diego Padres,San Francisco Giants,0,3,2,1,1,2,0,5,0,0
1,Fernando Tatis Jr.,San Diego Padres,San Francisco Giants,0,4,1,0,0,1,0,5,0,0
2,Juan Soto,San Diego Padres,San Francisco Giants,0,3,2,2,0,1,1,4,1,0
3,Rougned Odor,San Diego Padres,San Francisco Giants,0,1,0,0,0,0,1,1,0,0
4,Manny Machado,San Diego Padres,San Francisco Giants,0,4,2,2,3,0,0,4,1,0
5,Matt Carpenter,San Diego Padres,San Francisco Giants,0,0,0,0,0,1,0,1,0,0
6,Gary Sánchez,San Diego Padres,San Francisco Giants,0,5,2,3,3,0,1,5,0,0
7,Jake Cronenworth,San Diego Padres,San Francisco Giants,0,5,1,1,1,0,0,5,0,0
8,Nelson Cruz,San Diego Padres,San Francisco Giants,0,3,0,1,2,1,1,4,0,0
9,Brandon Dixon,San Diego Padres,San Francisco Giants,0,4,0,0,0,0,2,4,0,0
10,Trent Grisham,San Diego Padres,San Francisco Giants,0,4,0,1,0,0,0,4,0,0
11,Austin Slater,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,2,4,0,0
12,Luis Matos,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,1,4,0,0
13,Thairo Estrada,San Francisco Giants,San Diego Padres,1,4,0,0,0,0,3,4,0,0
14,J.D. Davis,San Francisco Giants,San Diego Padres,1,3,0,0,0,0,0,3,0,0
15,Michael Conforto,San Francisco Giants,San Diego Padres,1,3,0,0,0,0,3,3,0,0
16,Joc Pederson,San Francisco Giants,San Diego Padres,1,0,0,0,0,0,0,0,0,0
17,Casey Schmitt,San Francisco Giants,San Diego Padres,1,3,0,0,0,0,2,3,0,0
18,Patrick Bailey,San Francisco Giants,San Diego Padres,1,2,0,2,0,0,0,2,2,0
19,Blake Sabol,San Francisco Giants,San Diego Padres,1,1,0,0,0,0,1,1,0,0
20,David Villar,San Francisco Giants,San Diego Padres,1,3,0,1,0,0,1,3,1,0
21,Bryce Johnson,San Francisco Giants,San Diego Padres,1,3,0,0,0,0,1,3,0,0
0,Ke'Bryan Hayes,Pittsburgh Pirates,Miami Marlins,0,4,1,2,1,0,1,4,6,1
1,Andrew McCutchen,Pittsburgh Pirates,Miami Marlins,0,3,0,0,0,1,2,4,0,0
2,Connor Joe,Pittsburgh Pirates,Miami Marlins,0,4,1,1,0,0,2,4,1,0
3,Carlos Santana,Pittsburgh Pirates,Miami Marlins,0,4,1,1,1,0,2,4,2,0
4,Rodolfo Castro,Pittsburgh Pirates,Miami Marlins,0,4,0,0,0,0,1,4,0,0
5,Jack Suwinski,Pittsburgh Pirates,Miami Marlins,0,4,0,0,0,0,4,4,0,0
6,Henry Davis,Pittsburgh Pirates,Miami Marlins,0,2,1,1,1,0,1,3,4,1
7,Tucupita Marcano,Pittsburgh Pirates,Miami Marlins,0,0,0,0,0,0,0,0,0,0
8,Jason Delay,Pittsburgh Pirates,Miami Marlins,0,1,0,0,0,0,0,1,0,0
9,Ji Hwan Bae,Pittsburgh Pirates,Miami Marlins,0,3,0,0,0,0,2,3,0,0
10,Austin Hedges,Pittsburgh Pirates,Miami Marlins,0,3,0,0,0,0,0,3,0,0
11,Luis Arraez,Miami Marlins,Pittsburgh Pirates,1,3,1,1,0,1,0,4,1,0
12,Jorge Soler,Miami Marlins,Pittsburgh Pirates,1,4,1,1,0,0,2,4,1,0
13,Bryan De La Cruz,Miami Marlins,Pittsburgh Pirates,1,4,1,1,2,0,1,4,0,0
14,Jesús Sánchez,Miami Marlins,Pittsburgh Pirates,1,4,0,0,0,0,0,4,0,0
15,Garrett Cooper,Miami Marlins,Pittsburgh Pirates,1,4,2,3,3,0,0,4,7,1
16,Jon Berti,Miami Marlins,Pittsburgh Pirates,1,4,0,2,0,0,0,4,2,0
17,Joey Wendle,Miami Marlins,Pittsburgh Pirates,1,3,0,1,1,0,1,4,1,0
18,Nick Fortes,Miami Marlins,Pittsburgh Pirates,1,4,0,0,0,0,1,4,0,0
19,Jonathan Davis,Miami Marlins,Pittsburgh Pirates,1,3,1,1,0,0,0,3,2,0
0,Maikel Garcia,Kansas City Royals,Tampa Bay Rays,0,4,2,2,1,1,0,5,2,0
1,Bobby Witt,Kansas City Royals,Tampa Bay Rays,0,4,0,0,0,1,2,5,0,0
2,Salvador Perez,Kansas City Royals,Tampa Bay Rays,0,5,1,1,0,0,2,5,1,0
3,MJ Melendez,Kansas City Royals,Tampa Bay Rays,0,4,1,3,2,1,0,5,3,0
4,Edward Olivares,Kansas City Royals,Tampa Bay Rays,0,5,0,0,0,0,0,5,0,0
5,Matt Duffy,Kansas City Royals,Tampa Bay Rays,0,3,0,0,0,0,1,3,0,0
6,Nick Pratto,Kansas City Royals,Tampa Bay Rays,0,1,0,0,0,0,1,1,0,0
7,Samad Taylor,Kansas City Royals,Tampa Bay Rays,0,3,0,0,0,1,1,4,0,0
8,Nicky Lopez,Kansas City Royals,Tampa Bay Rays,0,0,0,0,0,0,0,0,0,0
9,Drew Waters,Kansas City Royals,Tampa Bay Rays,0,4,1,2,3,0,1,4,5,1
10,Dairon Blanco,Kansas City Royals,Tampa Bay Rays,0,4,1,1,0,0,0,4,3,0
11,Yandy Díaz,Tampa Bay Rays,Kansas City Royals,1,5,2,3,0,0,0,5,0,0
12,Luke Raley,Tampa Bay Rays,Kansas City Royals,1,3,1,1,0,0,2,5,1,0
13,Randy Arozarena,Tampa Bay Rays,Kansas City Royals,1,5,0,3,3,0,1,5,1,0
14,Isaac Paredes,Tampa Bay Rays,Kansas City Royals,1,2,0,0,1,2,2,5,0,0
15,Josh Lowe,Tampa Bay Rays,Kansas City Royals,1,4,0,1,0,0,2,4,0,0
