,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Brandon Nimmo,New York Mets,Washington Nationals,0,5,0,1,1,0,1,5,1,0
1,1,Francisco Lindor,New York Mets,Washington Nationals,0,4,1,1,0,0,0,4,2,0
2,2,Luis Guillorme,New York Mets,Washington Nationals,0,1,0,0,0,0,0,1,0,0
3,3,Pete Alonso,New York Mets,Washington Nationals,0,4,0,1,0,0,1,4,1,0
4,4,Tommy Pham,New York Mets,Washington Nationals,0,3,0,0,1,0,0,4,0,0
5,5,Mark Canha,New York Mets,Washington Nationals,0,4,0,1,0,0,0,4,1,0
6,6,Starling Marte,New York Mets,Washington Nationals,0,4,1,2,0,0,0,4,2,0
7,7,Jeff McNeil,New York Mets,Washington Nationals,0,4,1,2,1,0,0,4,2,0
8,8,Eduardo Escobar,New York Mets,Washington Nationals,0,4,0,2,0,0,0,4,2,0
9,9,Francisco Alvarez,New York Mets,Washington Nationals,0,2,0,1,0,2,0,4,2,0
10,10,Lane Thomas,Washington Nationals,New York Mets,1,4,3,3,0,1,1,5,5,0
11,11,Luis García,Washington Nationals,New York Mets,1,5,2,2,1,0,0,5,0,0
12,12,Joey Meneses,Washington Nationals,New York Mets,1,5,0,4,4,0,1,5,7,0
13,13,Keibert Ruiz,Washington Nationals,New York Mets,1,3,1,0,1,0,0,5,0,0
14,14,Alex Call,Washington Nationals,New York Mets,1,4,0,0,0,0,3,4,0,0
15,15,Jeimer Candelario,Washington Nationals,New York Mets,1,4,1,2,0,0,0,4,4,0
16,16,Dominic Smith,Washington Nationals,New York Mets,1,3,1,2,2,0,1,4,2,0
17,17,Stone Garrett,Washington Nationals,New York Mets,1,3,0,0,0,1,1,4,0,0
18,18,CJ Abrams,Washington Nationals,New York Mets,1,4,2,2,1,0,0,4,5,1
19,0,Taylor Ward,Los Angeles Angels,Baltimore Orioles,0,6,1,2,0,0,2,6,2,0
20,1,Brett Phillips,Los Angeles Angels,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
21,2,Mike Trout,Los Angeles Angels,Baltimore Orioles,0,5,1,2,0,1,0,6,2,0
22,3,Shohei Ohtani,Los Angeles Angels,Baltimore Orioles,0,5,3,4,3,1,0,6,9,1
23,4,Hunter Renfroe,Los Angeles Angels,Baltimore Orioles,0,5,1,2,1,1,2,6,4,0
24,5,Matt Thaiss,Los Angeles Angels,Baltimore Orioles,0,4,1,1,1,1,2,5,2,0
25,6,Gio Urshela,Los Angeles Angels,Baltimore Orioles,0,4,0,2,2,1,0,5,3,0
26,7,Luis Rengifo,Los Angeles Angels,Baltimore Orioles,0,5,1,1,0,0,1,5,1,0
27,8,Chad Wallach,Los Angeles Angels,Baltimore Orioles,0,5,1,3,1,0,1,5,6,1
28,9,Zach Neto,Los Angeles Angels,Baltimore Orioles,0,4,0,0,1,0,0,5,0,0
29,10,Cedric Mullins,Baltimore Orioles,Los Angeles Angels,1,4,1,1,1,0,0,4,4,1
30,11,Adley Rutschman,Baltimore Orioles,Los Angeles Angels,1,4,1,1,0,0,1,4,0,0
31,12,Anthony Santander,Baltimore Orioles,Los Angeles Angels,1,4,1,2,2,0,1,4,5,1
32,13,Ryan Mountcastle,Baltimore Orioles,Los Angeles Angels,1,4,0,0,0,0,2,4,0,0
33,14,Gunnar Henderson,Baltimore Orioles,Los Angeles Angels,1,4,1,1,0,0,1,4,1,0
34,15,Austin Hays,Baltimore Orioles,Los Angeles Angels,1,4,0,0,0,0,1,4,0,0
35,16,Adam Frazier,Baltimore Orioles,Los Angeles Angels,1,4,1,1,2,0,0,4,4,1
36,17,Terrin Vavra,Baltimore Orioles,Los Angeles Angels,1,2,0,0,0,1,0,3,0,0
37,18,Joey Ortiz,Baltimore Orioles,Los Angeles Angels,1,1,0,0,0,0,1,1,0,0
38,19,Jorge Mateo,Baltimore Orioles,Los Angeles Angels,1,2,0,0,0,1,0,3,0,0
39,0,Jake Bauers,New York Yankees,Toronto Blue Jays,0,4,1,0,0,1,2,5,0,0
40,1,Harrison Bader,New York Yankees,Toronto Blue Jays,0,0,0,0,0,0,0,0,0,0
41,2,Aaron Judge,New York Yankees,Toronto Blue Jays,0,2,2,2,3,3,0,5,8,0
42,3,Anthony Rizzo,New York Yankees,Toronto Blue Jays,0,5,0,1,1,0,0,5,2,0
