,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Brandon Nimmo,New York Mets,Detroit Tigers,0,5,0,0,0,0,2,5,0,0
1,1,Starling Marte,New York Mets,Detroit Tigers,0,4,0,1,0,0,1,4,1,0
2,2,Francisco Lindor,New York Mets,Detroit Tigers,0,4,1,1,2,0,2,4,4,1
3,3,Pete Alonso,New York Mets,Detroit Tigers,0,4,0,1,0,0,0,4,2,0
4,4,Tommy Pham,New York Mets,Detroit Tigers,0,4,1,3,1,0,0,4,7,1
5,5,Jeff McNeil,New York Mets,Detroit Tigers,0,4,0,1,0,0,0,4,1,0
6,6,Mark Canha,New York Mets,Detroit Tigers,0,3,1,1,1,1,0,4,4,1
7,7,Brett Baty,New York Mets,Detroit Tigers,0,3,1,1,0,1,0,4,1,0
8,8,Tomás Nido,New York Mets,Detroit Tigers,0,3,1,1,0,0,0,3,0,0
9,9,Daniel Vogelbach,New York Mets,Detroit Tigers,0,1,0,0,0,0,0,1,0,0
10,10,Matt Vierling,Detroit Tigers,New York Mets,1,4,1,1,0,0,0,4,1,0
11,11,Javier Báez,Detroit Tigers,New York Mets,1,3,3,2,1,0,0,4,0,0
12,12,Riley Greene,Detroit Tigers,New York Mets,1,4,1,1,0,0,1,4,1,0
13,13,Eric Haase,Detroit Tigers,New York Mets,1,4,1,2,5,0,2,4,1,1
14,14,Spencer Torkelson,Detroit Tigers,New York Mets,1,4,0,0,0,0,1,4,0,0
15,15,Jonathan Schoop,Detroit Tigers,New York Mets,1,2,0,1,0,0,0,2,0,0
16,16,Zach McKinstry,Detroit Tigers,New York Mets,1,1,0,0,0,0,0,1,0,0
17,17,Andy Ibáñez,Detroit Tigers,New York Mets,1,2,0,0,0,0,0,2,0,0
18,18,Nick Maton,Detroit Tigers,New York Mets,1,1,0,0,0,0,0,1,0,0
19,19,Jake Rogers,Detroit Tigers,New York Mets,1,3,0,0,0,0,0,3,0,0
20,20,Zack Short,Detroit Tigers,New York Mets,1,2,0,0,0,0,1,2,0,0
21,21,Akil Baddoo,Detroit Tigers,New York Mets,1,1,0,0,0,0,1,1,0,0
22,0,Ketel Marte,Arizona Diamondbacks,Texas Rangers,0,3,2,1,2,2,1,5,1,1
23,1,Emmanuel Rivera,Arizona Diamondbacks,Texas Rangers,0,5,1,1,1,0,1,5,1,0
24,2,Lourdes Gurriel Jr.,Arizona Diamondbacks,Texas Rangers,0,3,3,2,1,2,0,5,0,1
25,3,Christian Walker,Arizona Diamondbacks,Texas Rangers,0,4,3,2,5,1,1,5,8,2
26,4,Evan Longoria,Arizona Diamondbacks,Texas Rangers,0,3,0,0,0,0,0,3,0,0
27,5,Josh Rojas,Arizona Diamondbacks,Texas Rangers,0,1,0,0,1,0,0,2,0,0
28,6,Dominic Fletcher,Arizona Diamondbacks,Texas Rangers,0,5,0,1,1,0,2,5,1,0
29,7,Nick Ahmed,Arizona Diamondbacks,Texas Rangers,0,3,0,0,0,0,0,3,0,0
30,8,Geraldo Perdomo,Arizona Diamondbacks,Texas Rangers,0,2,0,2,1,0,0,2,0,0
31,9,Alek Thomas,Arizona Diamondbacks,Texas Rangers,0,5,0,0,0,0,2,5,0,0
32,10,Jose Herrera,Arizona Diamondbacks,Texas Rangers,0,0,2,0,0,2,0,2,0,0
33,11,Corbin Carroll,Arizona Diamondbacks,Texas Rangers,0,2,1,1,0,0,1,2,1,0
34,12,Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,0,0,0,0,0,0,0,0,0,0
35,13,Marcus Semien,Texas Rangers,Arizona Diamondbacks,1,4,0,1,0,1,0,5,1,0
36,14,Travis Jankowski,Texas Rangers,Arizona Diamondbacks,1,4,1,1,1,0,1,4,2,0
37,15,Bubba Thompson,Texas Rangers,Arizona Diamondbacks,1,1,0,0,0,0,1,1,0,0
38,16,Nathaniel Lowe,Texas Rangers,Arizona Diamondbacks,1,4,1,1,0,1,1,5,1,0
39,17,Adolis García,Texas Rangers,Arizona Diamondbacks,1,4,0,0,1,0,0,5,0,0
40,18,Josh Jung,Texas Rangers,Arizona Diamondbacks,1,5,2,3,3,0,1,5,9,2
41,19,Jonah Heim,Texas Rangers,Arizona Diamondbacks,1,5,1,1,1,0,2,5,4,1
42,20,Ezequiel Duran,Texas Rangers,Arizona Diamondbacks,1,4,0,1,0,0,1,4,1,0
43,21,Leody Taveras,Texas Rangers,Arizona Diamondbacks,1,3,1,3,1,1,0,4,6,1
44,22,Sandy León,Texas Rangers,Arizona Diamondbacks,1,4,1,1,0,0,3,4,0,0
45,0,Austin Slater,San Francisco Giants,Houston Astros,0,4,1,2,1,0,1,4,2,0
46,1,Thairo Estrada,San Francisco Giants,Houston Astros,0,3,0,1,0,1,1,4,1,0
47,2,Mitch Haniger,San Francisco Giants,Houston Astros,0,4,0,1,1,0,2,4,0,0
48,3,Cal Stevenson,San Francisco Giants,Houston Astros,0,0,0,0,0,0,0,0,0,0
49,4,J.D. Davis,San Francisco Giants,Houston Astros,0,4,0,0,0,0,1,4,0,0
50,5,Wilmer Flores,San Francisco Giants,Houston Astros,0,4,1,1,1,0,1,4,4,1
51,6,Michael Conforto,San Francisco Giants,Houston Astros,0,3,1,0,0,0,3,4,0,0
52,7,David Villar,San Francisco Giants,Houston Astros,0,2,0,0,0,0,2,2,0,0
53,8,Joc Pederson,San Francisco Giants,Houston Astros,0,1,0,0,0,0,0,1,0,0
54,9,Brett Wisely,San Francisco Giants,Houston Astros,0,1,0,0,0,0,1,1,0,0
55,10,Joey Bart,San Francisco Giants,Houston Astros,0,3,1,2,1,0,0,3,3,0
56,11,LaMonte Wade Jr.,San Francisco Giants,Houston Astros,0,1,0,0,0,1,0,3,0,0
57,12,Mauricio Dubón,Houston Astros,San Francisco Giants,1,4,0,1,0,0,1,4,0,0
58,13,Alex Bregman,Houston Astros,San Francisco Giants,1,4,1,1,2,0,0,4,4,1
59,14,Yordan Alvarez,Houston Astros,San Francisco Giants,1,4,0,1,0,0,1,4,1,0
60,15,José Abreu,Houston Astros,San Francisco Giants,1,3,0,1,0,1,0,4,0,0
61,16,Kyle Tucker,Houston Astros,San Francisco Giants,1,4,0,0,0,0,1,4,0,0
62,17,Jeremy Peña,Houston Astros,San Francisco Giants,1,4,0,0,0,0,3,4,0,0
63,18,Jake Meyers,Houston Astros,San Francisco Giants,1,4,0,0,0,0,0,4,0,0
64,19,David Hensley,Houston Astros,San Francisco Giants,1,2,1,0,0,1,0,3,0,0
65,20,Martín Maldonado,Houston Astros,San Francisco Giants,1,2,0,1,0,1,1,3,0,0
66,0,Kyle Schwarber,Philadelphia Phillies,Los Angeles Dodgers,0,5,0,0,0,0,1,5,0,0
67,1,Trea Turner,Philadelphia Phillies,Los Angeles Dodgers,0,5,1,1,0,0,1,5,2,0
68,2,Bryce Harper,Philadelphia Phillies,Los Angeles Dodgers,0,3,2,3,0,2,0,5,4,0
69,3,Nick Castellanos,Philadelphia Phillies,Los Angeles Dodgers,0,4,1,1,1,1,2,5,2,0
70,4,Bryson Stott,Philadelphia Phillies,Los Angeles Dodgers,0,4,0,1,2,0,0,5,1,0
71,5,Alec Bohm,Philadelphia Phillies,Los Angeles Dodgers,0,4,1,1,1,1,1,5,1,0
72,6,Brandon Marsh,Philadelphia Phillies,Los Angeles Dodgers,0,3,1,1,0,0,1,4,1,0
73,7,Edmundo Sosa,Philadelphia Phillies,Los Angeles Dodgers,0,4,0,1,1,0,0,4,1,0
74,8,Garrett Stubbs,Philadelphia Phillies,Los Angeles Dodgers,0,4,0,1,1,0,1,4,1,0
75,9,Mookie Betts,Los Angeles Dodgers,Philadelphia Phillies,1,4,0,1,1,1,1,5,1,0
76,10,Freddie Freeman,Los Angeles Dodgers,Philadelphia Phillies,1,3,1,1,1,1,0,5,2,0
