,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,0,Mickey Moniak,Los Angeles Angels,Cleveland Guardians,0,4,1,1,0,0,2,4,1,0
1,1,Shohei Ohtani,Los Angeles Angels,Cleveland Guardians,0,4,0,1,1,0,2,4,0,0
2,2,Hunter Renfroe,Los Angeles Angels,Cleveland Guardians,0,4,0,0,0,0,1,4,0,0
3,3,Taylor Ward,Los Angeles Angels,Cleveland Guardians,0,4,1,2,1,0,0,4,2,0
4,4,Brandon Drury,Los Angeles Angels,Cleveland Guardians,0,3,0,0,0,0,1,4,0,0
5,5,Matt Thaiss,Los Angeles Angels,Cleveland Guardians,0,3,0,0,0,0,1,3,0,0
6,6,Gio Urshela,Los Angeles Angels,Cleveland Guardians,0,3,0,0,1,0,0,3,0,0
7,7,Luis Rengifo,Los Angeles Angels,Cleveland Guardians,0,2,0,0,0,0,1,2,0,0
8,8,Mike Trout,Los Angeles Angels,Cleveland Guardians,0,1,0,0,0,0,0,1,0,0
9,9,Chris Okey,Los Angeles Angels,Cleveland Guardians,0,0,0,0,0,0,0,0,0,0
10,10,Zach Neto,Los Angeles Angels,Cleveland Guardians,0,3,1,1,0,0,0,3,2,0
11,11,Steven Kwan,Cleveland Guardians,Los Angeles Angels,1,3,0,1,0,0,1,4,1,0
12,12,Amed Rosario,Cleveland Guardians,Los Angeles Angels,1,4,0,0,0,0,0,4,0,0
13,13,José Ramírez,Cleveland Guardians,Los Angeles Angels,1,3,1,1,0,1,0,4,0,0
14,14,Josh Naylor,Cleveland Guardians,Los Angeles Angels,1,4,2,2,3,0,0,4,5,1
15,15,Josh Bell,Cleveland Guardians,Los Angeles Angels,1,4,0,1,0,0,1,4,1,0
16,16,Gabriel Arias,Cleveland Guardians,Los Angeles Angels,1,0,0,0,0,0,0,0,0,0
17,17,Andrés Giménez,Cleveland Guardians,Los Angeles Angels,1,3,0,1,0,0,1,4,0,0
18,18,Mike Zunino,Cleveland Guardians,Los Angeles Angels,1,3,0,0,0,0,2,3,0,0
19,19,Will Brennan,Cleveland Guardians,Los Angeles Angels,1,3,0,0,0,0,0,3,0,0
20,20,Myles Straw,Cleveland Guardians,Los Angeles Angels,1,3,1,1,0,0,0,3,1,0
21,0,Andrew McCutchen,Pittsburgh Pirates,Baltimore Orioles,0,5,1,1,0,0,2,5,1,0
