,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Mookie Betts,Los Angeles Dodgers,San Diego Padres,0,5,1,1,4,0,2,5,4,1
1,Freddie Freeman,Los Angeles Dodgers,San Diego Padres,0,4,2,2,0,1,0,5,2,0
2,Will Smith,Los Angeles Dodgers,San Diego Padres,0,5,1,2,1,0,0,5,2,0
3,Max Muncy,Los Angeles Dodgers,San Diego Padres,0,4,1,1,2,1,2,5,2,0
4,David Peralta,Los Angeles Dodgers,San Diego Padres,0,4,1,1,2,0,0,5,2,0
5,Jason Heyward,Los Angeles Dodgers,San Diego Padres,0,4,1,1,2,0,1,4,2,0
6,Amed Rosario,Los Angeles Dodgers,San Diego Padres,0,1,0,0,0,0,0,1,0,0
7,Enrique Hernández,Los Angeles Dodgers,San Diego Padres,0,4,2,1,1,1,1,5,0,0
8,James Outman,Los Angeles Dodgers,San Diego Padres,0,4,2,4,0,1,0,5,5,0
9,Miguel Rojas,Los Angeles Dodgers,San Diego Padres,0,5,2,1,1,0,1,5,1,0
10,Ha-Seong Kim,San Diego Padres,Los Angeles Dodgers,1,5,1,2,0,0,1,5,0,0
11,Fernando Tatis Jr.,San Diego Padres,Los Angeles Dodgers,1,4,1,1,2,0,1,4,0,0
12,Juan Soto,San Diego Padres,Los Angeles Dodgers,1,4,0,1,0,0,0,4,1,0
13,Manny Machado,San Diego Padres,Los Angeles Dodgers,1,3,0,0,1,0,2,4,0,0
14,Xander Bogaerts,San Diego Padres,Los Angeles Dodgers,1,4,0,0,0,0,0,4,0,0
15,Jake Cronenworth,San Diego Padres,Los Angeles Dodgers,1,4,1,1,0,0,1,4,0,0
16,Ji Man Choi,San Diego Padres,Los Angeles Dodgers,1,2,1,0,0,1,0,3,0,0
17,Matthew Batten,San Diego Padres,Los Angeles Dodgers,1,1,0,0,0,0,0,1,0,0
18,Luis Campusano,San Diego Padres,Los Angeles Dodgers,1,4,2,4,4,0,0,4,10,2
19,Trent Grisham,San Diego Padres,Los Angeles Dodgers,1,4,1,2,0,0,2,4,1,0
0,Jon Berti,Miami Marlins,Cincinnati Reds,0,4,0,1,0,0,2,4,1,0
1,Jorge Soler,Miami Marlins,Cincinnati Reds,0,4,1,1,1,0,2,4,4,1
2,Jacob Stallings,Miami Marlins,Cincinnati Reds,0,0,0,0,0,0,0,0,0,0
3,Josh Bell,Miami Marlins,Cincinnati Reds,0,4,0,1,0,0,1,4,1,0
4,Bryan De La Cruz,Miami Marlins,Cincinnati Reds,0,3,0,1,0,1,1,4,0,0
5,Jake Burger,Miami Marlins,Cincinnati Reds,0,3,0,0,0,1,1,4,0,0
6,Avisaíl García,Miami Marlins,Cincinnati Reds,0,2,0,0,0,0,1,2,0,0
7,Jesús Sánchez,Miami Marlins,Cincinnati Reds,0,2,0,0,0,0,1,2,0,0
8,Yuli Gurriel,Miami Marlins,Cincinnati Reds,0,3,0,0,0,0,2,3,0,0
9,Luis Arraez,Miami Marlins,Cincinnati Reds,0,1,0,0,0,0,0,1,0,0
10,Nick Fortes,Miami Marlins,Cincinnati Reds,0,2,0,0,0,0,0,2,0,0
11,Jazz Chisholm Jr.,Miami Marlins,Cincinnati Reds,0,1,1,1,1,0,0,1,0,1
12,Joey Wendle,Miami Marlins,Cincinnati Reds,0,3,0,0,0,0,1,3,0,0
13,Elly De La Cruz,Cincinnati Reds,Miami Marlins,1,3,1,0,0,1,1,4,0,0
14,TJ Friedl,Cincinnati Reds,Miami Marlins,1,4,1,2,2,0,0,4,1,0
15,Spencer Steer,Cincinnati Reds,Miami Marlins,1,3,0,1,1,0,1,4,0,0
16,Christian Encarnacion-Strand,Cincinnati Reds,Miami Marlins,1,3,1,1,1,1,1,4,0,1
17,Joey Votto,Cincinnati Reds,Miami Marlins,1,4,1,1,1,0,2,4,4,1
18,Tyler Stephenson,Cincinnati Reds,Miami Marlins,1,3,0,0,0,1,2,4,0,0
19,Kevin Newman,Cincinnati Reds,Miami Marlins,1,3,0,1,0,0,1,4,1,0
20,Will Benson,Cincinnati Reds,Miami Marlins,1,2,1,0,0,1,2,3,0,0
21,Nick Senzel,Cincinnati Reds,Miami Marlins,1,1,0,0,0,0,1,1,0,0
22,Stuart Fairchild,Cincinnati Reds,Miami Marlins,1,3,0,0,0,0,2,3,0,0
0,Donovan Solano,Minnesota Twins,Detroit Tigers,0,4,2,2,0,1,1,5,3,0
1,Jorge Polanco,Minnesota Twins,Detroit Tigers,0,5,1,1,0,0,2,5,1,0
2,Carlos Correa,Minnesota Twins,Detroit Tigers,0,3,2,2,4,0,0,3,6,1
3,Joey Gallo,Minnesota Twins,Detroit Tigers,0,0,0,0,0,2,0,2,0,0
4,Max Kepler,Minnesota Twins,Detroit Tigers,0,4,1,1,1,0,1,5,1,0
5,Matt Wallner,Minnesota Twins,Detroit Tigers,0,0,0,0,0,0,0,0,0,0
6,Ryan Jeffers,Minnesota Twins,Detroit Tigers,0,5,1,1,3,0,1,5,4,1
7,Kyle Farmer,Minnesota Twins,Detroit Tigers,0,5,0,1,0,0,0,5,1,0
8,Willi Castro,Minnesota Twins,Detroit Tigers,0,4,1,1,0,1,1,5,1,0
9,Jordan Luplow,Minnesota Twins,Detroit Tigers,0,5,0,3,0,0,1,5,4,0
10,Michael A. Taylor,Minnesota Twins,Detroit Tigers,0,4,1,0,1,1,1,5,0,0
11,Akil Baddoo,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,2,4,0,0
12,Riley Greene,Detroit Tigers,Minnesota Twins,1,4,0,2,0,0,1,4,3,0
13,Matt Vierling,Detroit Tigers,Minnesota Twins,1,4,0,1,0,0,3,4,1,0
14,Spencer Torkelson,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,2,4,0,0
15,Kerry Carpenter,Detroit Tigers,Minnesota Twins,1,3,1,2,0,0,0,4,2,0
16,Miguel Cabrera,Detroit Tigers,Minnesota Twins,1,3,0,0,0,0,1,3,0,0
17,Zach McKinstry,Detroit Tigers,Minnesota Twins,1,4,0,1,0,0,0,4,1,0
18,Nick Maton,Detroit Tigers,Minnesota Twins,1,4,1,1,3,0,0,4,4,1
19,Jake Rogers,Detroit Tigers,Minnesota Twins,1,4,0,0,0,0,2,4,0,0
0,Ronald Acuna Jr.,Atlanta Braves,Pittsburgh Pirates,0,5,0,0,0,0,1,5,0,0
