,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,TB,HRs
0,Matt Vierling,Detroit Tigers,Miami Marlins,0,5,0,2,0,0,1,5,2,0
1,Riley Greene,Detroit Tigers,Miami Marlins,0,4,0,1,0,1,2,5,1,0
2,Spencer Torkelson,Detroit Tigers,Miami Marlins,0,5,1,2,1,0,3,5,3,0
3,Andy Ibáñez,Detroit Tigers,Miami Marlins,0,5,0,1,1,0,1,5,0,0
4,Akil Baddoo,Detroit Tigers,Miami Marlins,0,0,0,0,0,0,0,0,0,0
5,Kerry Carpenter,Detroit Tigers,Miami Marlins,0,3,0,0,0,0,1,4,0,0
6,Eric Haase,Detroit Tigers,Miami Marlins,0,1,0,0,0,0,1,1,0,0
7,Javier Báez,Detroit Tigers,Miami Marlins,0,4,2,2,0,1,1,5,0,0
8,Miguel Cabrera,Detroit Tigers,Miami Marlins,0,3,0,0,0,0,0,4,0,0
9,Jake Rogers,Detroit Tigers,Miami Marlins,0,3,0,0,0,0,0,3,0,0
10,Zach McKinstry,Detroit Tigers,Miami Marlins,0,0,1,0,0,1,0,1,0,0
11,Zack Short,Detroit Tigers,Miami Marlins,0,2,0,1,0,0,0,2,1,0
12,Nick Maton,Detroit Tigers,Miami Marlins,0,2,1,2,2,0,0,2,3,0
13,Luis Arraez,Miami Marlins,Detroit Tigers,1,4,0,3,0,0,0,4,0,0
14,Jorge Soler,Miami Marlins,Detroit Tigers,1,4,2,1,0,0,0,4,1,0
15,Bryan De La Cruz,Miami Marlins,Detroit Tigers,1,4,1,2,3,0,0,4,0,1
16,Jesús Sánchez,Miami Marlins,Detroit Tigers,1,4,0,1,0,0,1,4,0,0
17,Garrett Hampson,Miami Marlins,Detroit Tigers,1,0,1,0,0,0,0,0,0,0
18,Yuli Gurriel,Miami Marlins,Detroit Tigers,1,4,1,1,0,0,1,4,1,0
19,Jon Berti,Miami Marlins,Detroit Tigers,1,4,1,2,1,0,0,4,1,0
20,Joey Wendle,Miami Marlins,Detroit Tigers,1,3,0,0,1,0,0,4,0,0
21,Jean Segura,Miami Marlins,Detroit Tigers,1,4,0,1,1,0,1,4,1,0
22,Nick Fortes,Miami Marlins,Detroit Tigers,1,3,0,1,0,0,1,3,0,0
0,Gleyber Torres,New York Yankees,Baltimore Orioles,0,4,0,0,0,0,0,4,0,0
1,Aaron Judge,New York Yankees,Baltimore Orioles,0,1,0,0,0,3,0,4,0,0
2,Anthony Rizzo,New York Yankees,Baltimore Orioles,0,4,0,1,0,0,1,4,0,0
3,Giancarlo Stanton,New York Yankees,Baltimore Orioles,0,4,0,0,0,0,2,4,0,0
4,DJ LeMahieu,New York Yankees,Baltimore Orioles,0,4,0,2,0,0,1,4,2,0
5,Billy McKinney,New York Yankees,Baltimore Orioles,0,3,0,0,0,1,1,4,0,0
6,Harrison Bader,New York Yankees,Baltimore Orioles,0,3,0,0,0,0,0,3,0,0
7,Anthony Volpe,New York Yankees,Baltimore Orioles,0,3,0,0,0,0,0,3,0,0
8,Ben Rortvedt,New York Yankees,Baltimore Orioles,0,2,0,0,0,0,1,2,0,0
9,Jake Bauers,New York Yankees,Baltimore Orioles,0,1,0,1,0,0,0,1,1,0
10,Kyle Higashioka,New York Yankees,Baltimore Orioles,0,0,0,0,0,0,0,0,0,0
11,Gunnar Henderson,Baltimore Orioles,New York Yankees,1,4,0,0,0,0,0,4,0,0
12,Adley Rutschman,Baltimore Orioles,New York Yankees,1,4,0,1,0,0,1,4,1,0
13,Anthony Santander,Baltimore Orioles,New York Yankees,1,4,1,1,1,0,0,4,4,1
14,Ryan O'Hearn,Baltimore Orioles,New York Yankees,1,3,0,0,0,0,1,3,0,0
15,Ryan Mountcastle,Baltimore Orioles,New York Yankees,1,3,0,1,0,0,0,3,1,0
16,Adam Frazier,Baltimore Orioles,New York Yankees,1,3,0,0,0,0,1,3,0,0
17,Austin Hays,Baltimore Orioles,New York Yankees,1,2,0,0,0,1,1,3,0,0
18,Colton Cowser,Baltimore Orioles,New York Yankees,1,3,0,0,0,0,3,3,0,0
19,Ramón Urías,Baltimore Orioles,New York Yankees,1,3,0,1,0,0,1,3,0,0
0,Kyle Schwarber,Philadelphia Phillies,Pittsburgh Pirates,0,2,1,2,2,3,0,5,6,0
1,Trea Turner,Philadelphia Phillies,Pittsburgh Pirates,0,5,0,0,0,0,1,5,0,0
2,Bryce Harper,Philadelphia Phillies,Pittsburgh Pirates,0,4,0,0,0,1,2,5,0,0
3,Nick Castellanos,Philadelphia Phillies,Pittsburgh Pirates,0,4,0,0,0,0,3,4,0,0
4,Bryson Stott,Philadelphia Phillies,Pittsburgh Pirates,0,4,0,2,0,0,2,4,3,0
5,J.T. Realmuto,Philadelphia Phillies,Pittsburgh Pirates,0,4,0,1,0,0,1,4,1,0
6,Alec Bohm,Philadelphia Phillies,Pittsburgh Pirates,0,3,0,1,0,1,0,4,1,0
7,Brandon Marsh,Philadelphia Phillies,Pittsburgh Pirates,0,3,1,1,0,1,2,4,1,0
8,Jake Cave,Philadelphia Phillies,Pittsburgh Pirates,0,4,0,0,0,0,1,4,0,0
9,Jack Suwinski,Pittsburgh Pirates,Philadelphia Phillies,1,3,0,0,0,0,1,3,0,0
10,Connor Joe,Pittsburgh Pirates,Philadelphia Phillies,1,1,0,1,0,0,0,1,1,0
11,Liover Peguero,Pittsburgh Pirates,Philadelphia Phillies,1,0,0,0,0,0,0,0,0,0
12,Bryan Reynolds,Pittsburgh Pirates,Philadelphia Phillies,1,4,1,1,0,0,1,4,1,0
13,Andrew McCutchen,Pittsburgh Pirates,Philadelphia Phillies,1,3,0,0,0,1,2,4,0,0
14,Ji Man Choi,Pittsburgh Pirates,Philadelphia Phillies,1,4,0,1,1,0,1,4,0,0
15,Henry Davis,Pittsburgh Pirates,Philadelphia Phillies,1,3,0,0,0,1,2,4,0,0
