,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.Yelich o1.5 total bases,Henry Palattella,125,1.0,2.25,Milwaukee Brewers,C.Yelich,New York Mets,0.0,1.25,Y,0.3466666666666667,0,0.4,0,0.4,0
1,J.Verlander u6.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Mets,J.Verlander,Milwaukee Brewers,1.0,0.9090909090909092,Y,0.8,1,0.8,1,0.8,1
2,L.Castillo u6.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Seattle Mariners,L.Castillo,Washington Nationals,1.0,0.9090909090909092,N,0.25,0,0.2,0,0.2,0
3,J.Mateo o0.5 Runs Scored,Thespinzone,130,0.08,0.184,Baltimore Orioles,J.Mateo,Cincinnati Reds,1.0,0.104,Y,0.43478260869565216,0,0.4,0,0.2,0
4,S.Steer o0.5 RBI,Thespinzone,135,0.08,0.188,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.108,Y,0.42105263157894735,0,0.6,1,0.5,0
5,M.McLain o0.5 RBI,Thespinzone,170,0.08,0.216,Cincinnati Reds,M.McLain,Baltimore Orioles,0.0,0.136,N,0.3157894736842105,0,0.4,0,0.3,0
6,S.Steer o0.5 HR,charliedisturco,500,0.1,0.6000000000000001,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.5000000000000001,N,0.11842105263157894,0,0.2,0,0.2,0
7,S.Steer o1.5 Total Bases,charliedisturco,-105,0.53,1.0347619047619048,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.5047619047619047,Y,0.4473684210526316,0,0.6,1,0.4,0
8,S.Marte o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,New York Mets,S.Marte,Milwaukee Brewers,1.0,0.7500000000000001,N,0.05555555555555555,0,0.2,0,0.1,0
9,S.Marte o1.5 Total Bases,charliedisturco,110,0.5,1.05,New York Mets,S.Marte,Milwaukee Brewers,1.0,0.55,N,0.3333333333333333,0,0.4,0,0.5,0
10,C.Rea o3.5 Ks,kylemurray03,-160,1.0,1.625,Milwaukee Brewers,C.Rea,New York Mets,0.0,0.625,N,0.5714285714285714,1,0.6,1,0.6,1
11,C.Rea o3.5 Ks,The_Oddsmaker,-130,1.3,2.3,Milwaukee Brewers,C.Rea,New York Mets,0.0,0.9999999999999998,N,0.5714285714285714,1,0.6,1,0.6,1
12,C.Seager o0.5 RBI,Thespinzone,145,0.08,0.196,Texas Rangers,C.Seager,Detroit Tigers,1.0,0.116,N,0.48936170212765956,0,0.2,0,0.4,0
13,J.Jung o0.5 Runs Scored,Thespinzone,104,0.1,0.204,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.104,N,0.4666666666666667,0,0.2,0,0.3,0
14,J.Rogers o0.5 HR,Thespinzone,520,0.08,0.496,Detroit Tigers,J.Rogers,Texas Rangers,0.0,0.416,Y,0.1836734693877551,0,0.2,0,0.2,0
15,M.Boyd u5.5 Ks,kylemurray03,-140,1.0,1.7142857142857144,Detroit Tigers,M.Boyd,Texas Rangers,0.0,0.7142857142857144,Y,0.6,1,0.4,0,0.5,0
16,A.Heaney u6.5 Ks,PropBetGuy,-128,1.28,2.28,Texas Rangers,A.Heaney,Detroit Tigers,1.0,1.0000000000000002,Y,0.8,1,1.0,1,0.8,1
17,J.Jung o1.5 Total Bases,charliedisturco,115,0.5,1.075,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.575,N,0.44,0,0.2,0,0.3,0
18,J.Jung o0.5 HR,charliedisturco,440,0.1,0.54,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.44,N,0.13333333333333333,0,0.0,0,0.2,0
19,A.Heaney u6.5 Ks,jimsannes,-112,1.0,1.8928571428571428,Texas Rangers,A.Heaney,Detroit Tigers,1.0,0.8928571428571428,Y,0.8,1,1.0,1,0.8,1
20,M.Boyd u5.5 Ks,jimsannes,-128,1.1,1.959375,Detroit Tigers,M.Boyd,Texas Rangers,0.0,0.859375,Y,0.6,1,0.4,0,0.5,0
21,D.Cease o6.5 Ks,kylemurray03,-135,1.0,1.7407407407407407,Chicago White Sox,D.Cease,Los Angeles Angels,0.0,0.7407407407407407,Y,0.4117647058823529,0,0.8,1,0.5,0
22,S.Strider u9.5 Ks,AnthonyDabbundo,-115,1.15,2.1499999999999995,Atlanta Braves,S.Strider,Minnesota Twins,1.0,0.9999999999999996,N,0.6875,1,0.8,1,0.6,1
23,S.Strider o9.5 Ks,kylemurray03,-115,1.0,1.869565217391304,Atlanta Braves,S.Strider,Minnesota Twins,1.0,0.8695652173913042,Y,0.3125,0,0.2,0,0.4,0
24,T.Hernandez o1.5 Total Bases,charliedisturco,110,0.5,1.05,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.55,N,0.0,0,0.0,0,0.0,0
25,T.Hernandez o0.5 HR,charliedisturco,420,0.1,0.52,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.42,N,0.0,0,0.0,0,0.0,0
26,L.Castillo u6.5 Ks,PropBetGuy,110,1.0,2.1,Seattle Mariners,L.Castillo,Washington Nationals,1.0,1.1,N,0.5625,1,0.6,1,0.5,0
