,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Webb u2.5 earned runs,Chris Landers,-120,1.0,1.8333333333333333,San Francisco Giants,L.Webb,Cincinnati Reds,1.0,0.8333333333333335,Y,0.5555555555555556,1,0.6,1,0.6,1
1,G.Cole o7.5 Strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Yankees,G.Cole,Detroit Tigers,0.0,0.9090909090909092,N,0.4444444444444444,0,0.4,0,0.4,0
2,I.Paredes o0.5 RBI,Thespinzone,170,0.15,0.405,Tampa Bay Rays,I.Paredes,Miami Marlins,0.0,0.255,N,0.39166666666666666,0,0.2,0,0.5,0
3,R.Arozarena o0.5 Runs Scored,Thespinzone,117,0.15,0.3254999999999999,Tampa Bay Rays,R.Arozarena,Miami Marlins,0.0,0.1754999999999999,N,0.484375,0,0.6,1,0.8,1
4,J.Burger o0.5 RBI,Thespinzone,195,0.1,0.295,Miami Marlins,J.Burger,Tampa Bay Rays,1.0,0.195,N,0.11538461538461539,0,0.0,0,0.0,0
5,J.Luzardo o4.5 Hits Allowed,PropBetGuy,-125,1.25,2.25,Miami Marlins,J.Luzardo,Tampa Bay Rays,1.0,1.0,N,0.6538461538461539,1,0.6,1,0.5,0
6,P.Meadows o0.5 RBI,Thespinzone,285,0.15,0.5775,Detroit Tigers,P.Meadows,New York Yankees,1.0,0.4275,N,0.3333333333333333,0,0.4,0,0.3333333333333333,0
7,A.Judge o0.5 RBI,Thespinzone,150,0.15,0.375,New York Yankees,A.Judge,Detroit Tigers,0.0,0.225,N,0.375,0,0.2,0,0.3,0
8,A.Judge o0.5 HR,Thespinzone,275,0.1,0.375,New York Yankees,A.Judge,Detroit Tigers,0.0,0.275,N,0.225,0,0.2,0,0.3,0
9,G.Stanton o0.5 HR,charliedisturco,380,0.25,1.2,New York Yankees,G.Stanton,Detroit Tigers,0.0,0.95,Y,0.1927710843373494,0,0.2,0,0.2,0
10,C.Seager o0.5 RBI,Thespinzone,112,0.1,0.212,Texas Rangers,C.Seager,New York Mets,0.0,0.112,Y,0.532608695652174,1,0.6,1,0.6,1
11,M.Garver o0.5 RBI,Thespinzone,148,0.1,0.248,Texas Rangers,M.Garver,New York Mets,0.0,0.148,N,0.3225806451612903,0,0.6,1,0.4,0
12,J.Heim o0.5 RBI,Thespinzone,160,0.1,0.26,Texas Rangers,J.Heim,New York Mets,0.0,0.16,Y,0.3761467889908257,0,0.4,0,0.2,0
