,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Lowe o0.5 RBI,Thespinzone,195,0.08,0.236,Tampa Bay Rays,J.Lowe,Toronto Blue Jays,1.0,0.1559999999999999,N,0.48717948717948717,0,0.6,1,0.5,0
1,A.Bohm o1.5 Total Bases,GreenDotDaily,128,1.0,2.28,Philadelphia Phillies,A.Bohm,Arizona Diamondbacks,1.0,1.2799999999999998,N,0.2765957446808511,0,0.0,0,0.2,0
2,A.Bohm o1.5 Total Bases,NicholaskMartin,120,0.75,1.65,Philadelphia Phillies,A.Bohm,Arizona Diamondbacks,1.0,0.8999999999999999,N,0.2765957446808511,0,0.0,0,0.2,0
3,A.Bohm o1.5 Total Bases,charliedisturco,128,0.5,1.14,Philadelphia Phillies,A.Bohm,Arizona Diamondbacks,1.0,0.6399999999999999,N,0.2765957446808511,0,0.0,0,0.2,0
4,A.Bohm o0.5 HR,charliedisturco,540,0.1,0.6400000000000001,Philadelphia Phillies,A.Bohm,Arizona Diamondbacks,1.0,0.5400000000000001,N,0.0851063829787234,0,0.0,0,0.1,0
5,C.Morton u6.5 Ks,SBK5065,-150,0.5,0.8333333333333333,Atlanta Braves,C.Morton,Los Angeles Dodgers,1.0,0.3333333333333332,Y,0.6666666666666666,1,0.4,0,0.6666666666666666,1
6,C.Morton u6.5 Ks,The_Oddsmaker,-145,1.0,1.6896551724137931,Atlanta Braves,C.Morton,Los Angeles Dodgers,1.0,0.6896551724137931,Y,0.6666666666666666,1,0.4,0,0.6666666666666666,1
7,F.Freeman o1.5 Total Bases,GreenDotDaily,115,1.15,2.4725,Los Angeles Dodgers,F.Freeman,Atlanta Braves,0.0,1.3225000000000002,Y,0.46938775510204084,0,0.8,1,0.7,1
8,F.Freeman o0.5 HR,charliedisturco,500,0.5,3.0,Los Angeles Dodgers,F.Freeman,Atlanta Braves,0.0,2.5,Y,0.12244897959183673,0,0.4,0,0.2,0
9,F.Freeman o1.5 Total Bases,charliedisturco,115,0.58,1.247,Los Angeles Dodgers,F.Freeman,Atlanta Braves,0.0,0.6670000000000001,Y,0.46938775510204084,0,0.8,1,0.7,1
10,L.Castillo u7.5 Ks,jimsannes,110,1.0,2.1,Seattle Mariners,L.Castillo,Oakland Athletics,1.0,1.1,N,0.6,1,0.6,1,0.6,1
11,K.Muller u4.5 Ks,jimsannes,-118,0.85,1.5703389830508474,Oakland Athletics,K.Muller,Seattle Mariners,0.0,0.7203389830508474,Y,0.8,1,0.8,1,0.8,1
12,C.Seager o0.5 RBI,Thespinzone,160,0.12,0.312,Texas Rangers,C.Seager,Pittsburgh Pirates,0.0,0.192,Y,0.5,0,1.0,1,0.7,1
13,J.Suwinski o1.5 Total Bases,charliedisturco,160,0.5,1.3,Pittsburgh Pirates,J.Suwinski,Texas Rangers,1.0,0.8,N,0.2564102564102564,0,0.2,0,0.1,0
14,J.Suwinski o0.5 HR,charliedisturco,700,0.1,0.8,Pittsburgh Pirates,J.Suwinski,Texas Rangers,1.0,0.7000000000000001,N,0.15384615384615385,0,0.0,0,0.0,0
15,N.Arenado o0.5 HR,Thespinzone,285,0.09,0.3465,St. Louis Cardinals,N.Arenado,Cincinnati Reds,0.0,0.2564999999999999,N,0.1276595744680851,0,0.2,0,0.3,0
16,N.Gorman o0.5 HR,Thespinzone,360,0.08,0.368,St. Louis Cardinals,N.Gorman,Cincinnati Reds,0.0,0.288,N,0.2558139534883721,0,0.4,0,0.4,0
17,N.Pratto o0.5 Hits,SBK5065,-145,0.5,0.8448275862068966,Kansas City Royals,N.Pratto,Detroit Tigers,1.0,0.3448275862068966,Y,0.6666666666666666,1,0.8,1,0.7,1
18,M.Lorenzen o4.5 Ks,jimsannes,112,1.12,2.3744000000000005,Detroit Tigers,M.Lorenzen,Kansas City Royals,0.0,1.2544000000000004,Y,0.5714285714285714,1,0.6,1,0.5714285714285714,1
19,T.Houck o2.5 Earned Runs,PropBetGuy,105,1.0,2.05,Boston Red Sox,T.Houck,Los Angeles Angels,0.0,1.0499999999999998,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
20,S.Ohtani o1.5 total bases,Chris Landers,110,1.0,2.1,Los Angeles Angels,S.Ohtani,Boston Red Sox,1.0,1.1,N,0.48936170212765956,0,0.4,0,0.4,0
21,C.Javier o6.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,Houston Astros,C.Javier,Milwaukee Brewers,0.0,0.9523809523809524,N,0.3,0,0.4,0,0.3,0
22,B.Lowe o1.5 hits+runs+rbi,Dan Servodidio,-110,1.0,1.9090909090909087,Tampa Bay Rays,B.Lowe,Toronto Blue Jays,1.0,0.9090909090909088,N,0.35714285714285715,0,0.2,0,0.3,0
