,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Jansen o0.5 HR,NicholaskMartin,550,0.25,1.625,Toronto Blue Jays,D.Jansen,Kansas City Royals,0.0,1.375,N,0.0,0,0.0,0,0.0,0
1,M.Chapman o1.5 Total Bases,charliedisturco,100,0.5,1.0,Toronto Blue Jays,M.Chapman,Kansas City Royals,0.0,0.5,N,0.5714285714285714,1,0.6,1,0.5714285714285714,1
2,D.Varsho o0.5 RBI,NicholaskMartin,170,0.85,2.295,Toronto Blue Jays,D.Varsho,Kansas City Royals,0.0,1.4449999999999998,Y,0.42857142857142855,0,0.4,0,0.42857142857142855,0
3,M.Chapman o0.5 RBI,NicholaskMartin,135,0.47,1.1045,Toronto Blue Jays,M.Chapman,Kansas City Royals,0.0,0.6345000000000001,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
4,M.Chapman o0.5 HR,_Collin1,474,0.5,2.87,Toronto Blue Jays,M.Chapman,Kansas City Royals,0.0,2.37,N,0.0,0,0.0,0,0.0,0
5,C.Sale o5.5 Ks,JoeDellera,-125,0.2,0.36,Boston Red Sox,C.Sale,Detroit Tigers,0.0,0.1599999999999999,Y,1.0,1,1.0,1,1.0,1
6,A.Riley o1.5 Total Bases,NicholaskMartin,145,0.5,1.225,Atlanta Braves,A.Riley,San Diego Padres,1.0,0.7250000000000001,N,0.2857142857142857,0,0.4,0,0.2857142857142857,0
7,A.Riley o0.5 RBI,NicholaskMartin,170,0.85,2.295,Atlanta Braves,A.Riley,San Diego Padres,1.0,1.4449999999999998,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
8,D.May o4.5 Ks,The_Oddsmaker,-148,1.0,1.6756756756756757,Los Angeles Dodgers,D.May,Arizona Diamondbacks,0.0,0.6756756756756757,Y,0.5,0,0.5,0,0.5,0
9,F.Freeman o1.5 Total Bases,_Collin1,-119,0.5,0.9201680672268908,Los Angeles Dodgers,F.Freeman,Arizona Diamondbacks,0.0,0.4201680672268908,Y,0.5714285714285714,1,0.6,1,0.5714285714285714,1
10,M.Kelly o4.5 Ks,PropBetGuy,-104,1.04,2.04,Arizona Diamondbacks,M.Kelly,Los Angeles Dodgers,1.0,1.0,N,0.0,0,0.0,0,0.0,0
11,C.Blackmon o0.5 hits,Teddy Ricketson,-235,1.0,1.425531914893617,Colorado Rockies,C.Blackmon,Washington Nationals,1.0,0.4255319148936169,N,0.5714285714285714,1,0.4,0,0.5714285714285714,1
12,D.May u5.5 strikeouts,Teddy Ricketson,-180,1.0,1.5555555555555556,Los Angeles Dodgers,D.May,Arizona Diamondbacks,0.0,0.5555555555555556,Y,1.0,1,1.0,1,1.0,1
13,D.May u5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Los Angeles Dodgers,D.May,Arizona Diamondbacks,0.0,0.9090909090909088,N,0.5,0,0.5,0,0.5,0
