,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,G.Kirby o6.5 strikeouts,Teddy Ricketson,120,1.0,2.2,Seattle Mariners,G.Kirby,Los Angeles Angels,0.0,1.2000000000000002,N,0.36363636363636365,0,0.6,1,0.5,0
1,N.Arenado o1.5 hits,Teddy Ricketson,160,1.0,2.6,St. Louis Cardinals,N.Arenado,Colorado Rockies,1.0,1.6,N,0.3142857142857143,0,0.2,0,0.1,0
2,B.Snell o1.5 earned runs allowed,Teddy Ricketson,-175,1.0,1.5714285714285714,San Diego Padres,B.Snell,Los Angeles Dodgers,1.0,0.5714285714285714,Y,0.4782608695652174,0,0.2,0,0.2,0
3,C.Morel o0.5 RBI,Thespinzone,195,0.2,0.5900000000000001,Chicago Cubs,C.Morel,Atlanta Braves,1.0,0.39,Y,0.47058823529411764,0,0.6,1,0.6,1
4,M.Tauchman o0.5 RBI,Thespinzone,245,0.1,0.345,Chicago Cubs,M.Tauchman,Atlanta Braves,1.0,0.245,N,0.4032258064516129,0,0.4,0,0.4,0
5,M.Olson o0.5 RBI,Thespinzone,115,0.13,0.2794999999999999,Atlanta Braves,M.Olson,Chicago Cubs,0.0,0.1494999999999999,Y,0.4722222222222222,0,1.0,1,0.8,1
6,A.Judge o0.5 HR,Thespinzone,200,0.08,0.24,New York Yankees,A.Judge,Houston Astros,1.0,0.1599999999999999,N,0.21052631578947367,0,0.0,0,0.1,0
7,M.Dubon o0.5 Runs Scored,Thespinzone,150,0.1,0.25,Houston Astros,M.Dubon,New York Yankees,0.0,0.15,N,0.5,0,0.0,0,0.2,0
8,Y.Alvarez o0.5 RBI,Thespinzone,110,0.11,0.231,Houston Astros,Y.Alvarez,New York Yankees,0.0,0.121,N,0.4696969696969697,0,0.4,0,0.3,0
9,K.Tucker o0.5 RBI,Thespinzone,140,0.1,0.24,Houston Astros,K.Tucker,New York Yankees,0.0,0.1399999999999999,N,0.41818181818181815,0,0.6,1,0.5,0
10,G.Kessinger o0.5 HR,Thespinzone,560,0.08,0.528,Houston Astros,G.Kessinger,New York Yankees,0.0,0.448,N,0.0625,0,0.0,0,0.1,0
