,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Rizzo o1.5 Total Bases,NicholaskMartin,150,0.5,1.25,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.75,N,0.42105263157894735,0,0.6,1,0.5,0
1,W.Franco o1.5 Total Bases,NicholaskMartin,115,0.58,1.247,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.6670000000000001,Y,0.43243243243243246,0,0.6,1,0.5,0
2,J.Bauers u0.5 Hits,PropBetGuy,115,1.0,2.15,New York Yankees,J.Bauers,Tampa Bay Rays,1.0,1.15,N,0.625,1,0.6,1,0.625,1
3,W.Franco o0.5 Runs Scored,Thespinzone,120,0.08,0.176,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.0959999999999999,N,0.4594594594594595,0,0.2,0,0.4,0
4,H.Bader o0.5 RBI,Thespinzone,210,0.05,0.155,New York Yankees,H.Bader,Tampa Bay Rays,1.0,0.105,N,0.5555555555555556,1,0.6,1,0.5555555555555556,1
5,J.Lowe o0.5 RBI,Thespinzone,240,0.12,0.408,Tampa Bay Rays,J.Lowe,New York Yankees,0.0,0.288,Y,0.5,0,0.4,0,0.3,0
6,W.Franco o1.5 Total Bases,GreenDotDaily,120,1.2,2.64,Tampa Bay Rays,W.Franco,New York Yankees,0.0,1.4400000000000002,Y,0.43243243243243246,0,0.6,1,0.5,0
7,A.Rizzo o0.5 HR,charliedisturco,550,0.1,0.65,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.55,N,0.13157894736842105,0,0.2,0,0.1,0
8,A.Rizzo o1.5 Total Bases,charliedisturco,155,0.5,1.275,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.7749999999999999,N,0.42105263157894735,0,0.6,1,0.5,0
9,W.Franco o0.5 HR,charliedisturco,560,0.1,0.66,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.56,N,0.13513513513513514,0,0.2,0,0.2,0
10,W.Franco o1.5 Total Bases,charliedisturco,120,0.6,1.32,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.7200000000000001,Y,0.43243243243243246,0,0.6,1,0.5,0
11,R.Jeffers o0.5 Runs Scored,Thespinzone,200,0.15,0.4499999999999999,Minnesota Twins,R.Jeffers,San Diego Padres,1.0,0.2999999999999999,Y,0.3888888888888889,0,0.4,0,0.3,0
12,J.India o0.5 Runs Scored,Thespinzone,105,0.11,0.2254999999999999,Cincinnati Reds,J.India,New York Mets,1.0,0.1154999999999999,Y,0.5945945945945946,1,0.8,1,0.5,0
13,T.Friedl o0.5 RBI,Thespinzone,220,0.06,0.192,Cincinnati Reds,T.Friedl,New York Mets,1.0,0.132,N,0.2702702702702703,0,0.4,0,0.3,0
14,B.Nimmo o1.5 Total Bases,charliedisturco,110,0.5,1.05,New York Mets,B.Nimmo,Cincinnati Reds,0.0,0.55,N,0.43243243243243246,0,0.4,0,0.4,0
15,B.Baty o0.5 RBI,charliedisturco,175,0.5,1.375,New York Mets,B.Baty,Cincinnati Reds,0.0,0.875,N,0.25,0,0.2,0,0.2,0
16,M.Haniger o0.5 RBI,Thespinzone,130,0.08,0.184,San Francisco Giants,M.Haniger,Arizona Diamondbacks,0.0,0.104,N,0.38461538461538464,0,0.2,0,0.4,0
17,C.Schmitt o0.5 RBI,Thespinzone,200,0.13,0.39,San Francisco Giants,C.Schmitt,Arizona Diamondbacks,0.0,0.26,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
18,C.Schmitt o0.5 RBI,Thespinzone,200,0.12,0.36,San Francisco Giants,C.Schmitt,Arizona Diamondbacks,0.0,0.24,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
19,N.Pratto o0.5 RBI,Thespinzone,220,0.06,0.192,Kansas City Royals,N.Pratto,Chicago White Sox,1.0,0.132,N,0.3333333333333333,0,0.6,1,0.4,0
20,J.Bleday o0.5 Runs Scored,Thespinzone,170,0.08,0.216,Oakland Athletics,J.Bleday,Texas Rangers,1.0,0.136,N,0.5555555555555556,1,0.4,0,0.5555555555555556,1
21,K.Senga o5.5 strikeouts,Chris Landers,100,1.0,2.0,New York Mets,K.Senga,Cincinnati Reds,0.0,1.0,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
22,V.Pasquantino o1.5 total bases,Chris Landers,105,1.0,2.05,Kansas City Royals,V.Pasquantino,Chicago White Sox,1.0,1.0499999999999998,N,0.4358974358974359,0,0.4,0,0.4,0
23,T.Henry u4.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Arizona Diamondbacks,T.Henry,San Francisco Giants,1.0,0.9090909090909088,Y,1.0,1,1.0,1,1.0,1
