,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Giolito o5.5 Ks,MikeRandle,-150,1.0,1.6666666666666663,Chicago White Sox,L.Giolito,Detroit Tigers,0.0,0.6666666666666663,N,0.6363636363636364,1,0.6,1,0.6,1
1,A.Faedo u4.5 Ks,PropBetGuy,-125,1.25,2.25,Detroit Tigers,A.Faedo,Chicago White Sox,1.0,1.0,N,0.5,0,0.5,0,0.5,0
2,J.Fraley o0.5 RBI,Thespinzone,190,0.08,0.2319999999999999,Cincinnati Reds,J.Fraley,St. Louis Cardinals,1.0,0.1519999999999999,N,0.4222222222222222,0,0.4,0,0.4,0
3,R.Grichuk o0.5 Runs Scored,Thespinzone,-108,0.1,0.1925925925925926,Colorado Rockies,R.Grichuk,Miami Marlins,1.0,0.0925925925925925,Y,0.5263157894736842,1,0.6,1,0.5,0
4,J.Soler o0.5 HR,Thespinzone,220,0.09,0.288,Miami Marlins,J.Soler,Colorado Rockies,0.0,0.1979999999999999,Y,0.20408163265306123,0,0.6,1,0.5,0
5,N.Fortes o1.5 Total Bases,charliedisturco,110,0.5,1.05,Miami Marlins,N.Fortes,Colorado Rockies,0.0,0.55,N,0.09090909090909091,0,0.4,0,0.2,0
6,N.Fortes o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,Miami Marlins,N.Fortes,Colorado Rockies,0.0,0.7500000000000001,N,0.06060606060606061,0,0.2,0,0.1,0
7,B.Garrett o4.5 Ks,PropBetGuy,139,1.0,2.39,Miami Marlins,B.Garrett,Colorado Rockies,0.0,1.39,N,0.5,0,0.6,1,0.5,0
8,J.Lowe o0.5 RBI,Thespinzone,200,0.15,0.4499999999999999,Tampa Bay Rays,J.Lowe,Toronto Blue Jays,1.0,0.2999999999999999,Y,0.4878048780487805,0,0.4,0,0.4,0
9,Z.Eflin u5.5 Ks,The_Oddsmaker,-128,1.0,1.78125,Tampa Bay Rays,Z.Eflin,Toronto Blue Jays,1.0,0.78125,Y,0.5555555555555556,1,0.4,0,0.5555555555555556,1
10,C.Abrams o0.5 RBI,Thespinzone,250,0.08,0.28,Washington Nationals,C.Abrams,San Diego Padres,1.0,0.2,N,0.2765957446808511,0,0.4,0,0.4,0
11,L.Thomas o0.5 Runs Scored,Thespinzone,120,0.09,0.198,Washington Nationals,L.Thomas,San Diego Padres,1.0,0.108,Y,0.5416666666666666,1,0.8,1,0.8,1
12,R.Adams o0.5 HR,Thespinzone,700,0.04,0.32,Washington Nationals,R.Adams,San Diego Padres,1.0,0.28,N,0.2222222222222222,0,0.4,0,0.2222222222222222,0
13,B.Snell u5.5 Ks,PropBetGuy,118,1.0,2.18,San Diego Padres,B.Snell,Washington Nationals,0.0,1.1800000000000002,N,0.6,1,0.4,0,0.6,1
14,A.Frazier o0.5 Runs Scored,Thespinzone,120,0.09,0.198,Baltimore Orioles,A.Frazier,New York Yankees,0.0,0.108,Y,0.40816326530612246,0,0.8,1,0.7,1
15,A.Rizzo o0.5 HR,charliedisturco,540,0.1,0.6400000000000001,New York Yankees,A.Rizzo,Baltimore Orioles,1.0,0.5400000000000001,N,0.16,0,0.2,0,0.2,0
16,A.Rizzo o1.5 Total Bases,charliedisturco,140,0.5,1.2,New York Yankees,A.Rizzo,Baltimore Orioles,1.0,0.7,N,0.46,0,0.4,0,0.5,0
17,L.Gilbert u7.5 Ks,The_Oddsmaker,-136,1.0,1.7352941176470589,Seattle Mariners,L.Gilbert,Oakland Athletics,1.0,0.7352941176470589,Y,0.7,1,0.6,1,0.7,1
18,A.Bohm o0.5 HR,charliedisturco,600,0.9,6.3,Philadelphia Phillies,A.Bohm,Atlanta Braves,0.0,5.4,Y,0.1,0,0.2,0,0.2,0
19,A.Bohm o1.5 Total Bases,charliedisturco,-110,0.5,0.9545454545454546,Philadelphia Phillies,A.Bohm,Atlanta Braves,0.0,0.4545454545454546,Y,0.3,0,0.4,0,0.3,0
20,C.Morel o0.5 Runs Scored,Thespinzone,150,0.08,0.2,Chicago Cubs,C.Morel,New York Mets,1.0,0.12,N,0.8571428571428571,1,0.6,1,0.8,1
21,C.Morel o0.5 HR,Thespinzone,525,0.04,0.25,Chicago Cubs,C.Morel,New York Mets,1.0,0.21,N,0.5,0,0.6,1,0.6,1
22,D.Dodd u3.5 strikeouts,Chris Landers,120,1.0,2.2,Atlanta Braves,D.Dodd,Philadelphia Phillies,1.0,1.2000000000000002,Y,1.0,1,1.0,1,1.0,1
23,T.Estrada o1.5 hits+runs+rbi,Dan Servodidio,-110,1.0,1.9090909090909087,San Francisco Giants,T.Estrada,Milwaukee Brewers,0.0,0.9090909090909088,N,0.5957446808510638,1,0.6,1,0.7,1
24,L.Gilbert o7.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Seattle Mariners,L.Gilbert,Oakland Athletics,1.0,0.9090909090909088,N,0.3,0,0.4,0,0.3,0
