,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Gausman o7.5 strikeouts,Chris Landers,-115,1.0,1.869565217391304,Toronto Blue Jays,K.Gausman,New York Yankees,0.0,0.8695652173913042,Y,0.4827586206896552,0,0.4,0,0.5,0
1,G.Kirby o5.5 strikeouts,Chris Landers,-120,1.0,1.8333333333333333,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.8333333333333335,N,0.4642857142857143,0,0.6,1,0.6,1
2,J.Soto o1.5 Hits,Colby Conway,-110,1.0,1.9090909090909087,San Diego Padres,J.Soto,Colorado Rockies,1.0,0.9090909090909092,N,0.2662337662337662,0,0.4,0,0.4,0
3,M.Keller o5.5 Ks,GarageGuyChase,100,1.0,2.0,Pittsburgh Pirates,M.Keller,Chicago Cubs,0.0,1.0,Y,0.6666666666666666,1,0.8,1,0.7,1
4,M.Betts o1.5 Total Bases,charliedisturco,115,0.75,1.6124999999999998,Los Angeles Dodgers,M.Betts,Detroit Tigers,1.0,0.8624999999999998,Y,0.5594405594405595,1,0.4,0,0.3,0
5,M.Betts o0.5 HR,charliedisturco,500,0.25,1.5,Los Angeles Dodgers,M.Betts,Detroit Tigers,1.0,1.25,N,0.20279720279720279,0,0.0,0,0.1,0
6,B.Drury o0.5 RBI,Thespinzone,200,0.1,0.3,Los Angeles Angels,B.Drury,Tampa Bay Rays,0.0,0.2,Y,0.3706896551724138,0,0.2,0,0.3,0
7,Y.Diaz o0.5 RBI,Thespinzone,165,0.1,0.265,Tampa Bay Rays,Y.Diaz,Los Angeles Angels,1.0,0.165,Y,0.3282442748091603,0,0.2,0,0.3,0
8,T.Walls o0.5 Runs Scored,Thespinzone,135,0.1,0.235,Tampa Bay Rays,T.Walls,Los Angeles Angels,1.0,0.135,N,0.40217391304347827,0,0.4,0,0.4,0
9,R.Arozarena o1.5 Total Bases,charliedisturco,105,0.75,1.5375,Tampa Bay Rays,R.Arozarena,Los Angeles Angels,1.0,0.7874999999999999,N,0.2534246575342466,0,0.2,0,0.3,0
10,R.Arozarena o0.5 HR,charliedisturco,450,0.25,1.375,Tampa Bay Rays,R.Arozarena,Los Angeles Angels,1.0,1.125,N,0.13013698630136986,0,0.2,0,0.2,0
11,K.Senga o6.5 Ks,GarageGuyChase,-122,1.55,2.8204918032786885,New York Mets,K.Senga,Miami Marlins,0.0,1.2704918032786885,N,0.5,0,0.6,1,0.4,0
12,K.Gausman o7.5 Ks,charliedisturco,-115,1.15,2.1499999999999995,Toronto Blue Jays,K.Gausman,New York Yankees,0.0,0.9999999999999996,Y,0.4827586206896552,0,0.4,0,0.5,0
13,M.Olson o0.5 HR,Thespinzone,360,0.1,0.4599999999999999,Atlanta Braves,M.Olson,Philadelphia Phillies,1.0,0.36,N,0.2251655629139073,0,0.2,0,0.3,0
14,O.Albies o0.5 RBI,Thespinzone,130,0.13,0.299,Atlanta Braves,O.Albies,Philadelphia Phillies,1.0,0.1689999999999999,Y,0.38636363636363635,0,0.6,1,0.5,0
