,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Harper o1.5 total bases,Chris Landers,-105,1.0,1.9523809523809523,Philadelphia Phillies,B.Harper,St. Louis Cardinals,0,0.9523809523809524,Y,0.42735042735042733,0,0.4,0,0.3,0
1,C.Rodon o5.5 strikeouts,Chris Landers,-115,1.0,1.869565217391304,New York Yankees,C.Rodon,Pittsburgh Pirates,0,0.8695652173913042,Y,0.3333333333333333,0,0.6,1,0.3,0
2,C.Bellinger o1.5 Total Bases,charliedisturco,110,0.5,1.05,Chicago Cubs,C.Bellinger,Arizona Diamondbacks,0,0.55,N,0.4628099173553719,0,0.0,0,0.3,0
3,C.Walker o1.5 Total Bases,charliedisturco,125,0.5,1.125,Arizona Diamondbacks,C.Walker,Chicago Cubs,1,0.625,N,0.3918918918918919,0,0.2,0,0.1,0
4,C.Rafaela o0.5 RBI,Thespinzone,210,0.1,0.31,Boston Red Sox,C.Rafaela,Toronto Blue Jays,0,0.21,N,0.16666666666666666,0,0.2,0,0.2,0
5,R.McGuire o0.5 RBI,Thespinzone,280,0.15,0.57,Boston Red Sox,R.McGuire,Toronto Blue Jays,0,0.4199999999999999,N,0.17391304347826086,0,0.2,0,0.1,0
6,H.Bader o0.5 Runs Scored,Thespinzone,140,0.1,0.24,Cincinnati Reds,H.Bader,New York Mets,0,0.1399999999999999,N,0.21428571428571427,0,0.2,0,0.2,0
7,A.Riley o0.5 RBI,Thespinzone,185,0.1,0.285,Atlanta Braves,A.Riley,Miami Marlins,0,0.185,N,0.3493150684931507,0,0.6,1,0.4,0
8,E.Carter o0.5 Runs Scored,Thespinzone,160,0.24,0.624,Texas Rangers,E.Carter,Cleveland Guardians,0,0.384,Y,0.6,1,0.8,1,0.6,1
9,S.Gray o5.5 Ks,GarageGuyChase,-105,1.05,2.05,Minnesota Twins,S.Gray,Chicago White Sox,0,0.9999999999999998,Y,0.41379310344827586,0,0.2,0,0.4,0
