,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Olson o1.5 Total Bases,Dan Servodidio,-110,1.0,1.9090909090909087,Atlanta Braves,M.Olson,New York Yankees,1.0,0.9090909090909092,N,0.3474576271186441,0,0.0,0,0.1,0
1,J.Flaherty o5.5 Strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Baltimore Orioles,J.Flaherty,San Diego Padres,0.0,0.9090909090909092,N,0.125,0,0.0,0,0.125,0
2,J.Flaherty o5.5 Ks,PropBetGuy,-125,1.25,2.25,Baltimore Orioles,J.Flaherty,San Diego Padres,0.0,1.0,N,0.125,0,0.0,0,0.125,0
3,G.Henderson o0.5 Runs Scored,Thespinzone,110,0.1,0.21,Baltimore Orioles,G.Henderson,San Diego Padres,0.0,0.11,N,0.45871559633027525,0,0.0,0,0.1,0
4,J.Soto o0.5 RBI,Thespinzone,200,0.1,0.3,San Diego Padres,J.Soto,Baltimore Orioles,1.0,0.2,N,0.36363636363636365,0,0.0,0,0.0,0
5,M.Olson o0.5 RBI,Thespinzone,100,0.1,0.2,Atlanta Braves,M.Olson,New York Yankees,1.0,0.1,N,0.4576271186440678,0,0.0,0,0.3,0
6,M.Olson o0.5 HR,Thespinzone,255,0.1,0.355,Atlanta Braves,M.Olson,New York Yankees,1.0,0.255,N,0.2288135593220339,0,0.0,0,0.0,0
7,B.Elder u4.5 Ks,jimsannes,-116,0.86,1.6013793103448275,Atlanta Braves,B.Elder,New York Yankees,1.0,0.7413793103448275,Y,0.6896551724137931,1,1.0,1,1.0,1
8,Z.Gelof o0.5 Runs Scored,Thespinzone,115,0.15,0.3224999999999999,Oakland Athletics,Z.Gelof,St. Louis Cardinals,0.0,0.1724999999999999,N,0.32142857142857145,0,0.0,0,0.1,0
9,N.Arenado o0.5 RBI,Thespinzone,125,0.13,0.2925,St. Louis Cardinals,N.Arenado,Oakland Athletics,1.0,0.1624999999999999,Y,0.45614035087719296,0,1.0,1,0.8,1
10,D.Hudson u4.5 Ks,PropBetGuy,-118,1.0,1.847457627118644,St. Louis Cardinals,D.Hudson,Oakland Athletics,1.0,0.847457627118644,Y,0.9333333333333333,1,1.0,1,0.9,1
11,Y.Diaz o0.5 HR,Thespinzone,520,0.39,2.418,Houston Astros,Y.Diaz,Miami Marlins,0.0,2.028,Y,0.2597402597402597,0,1.0,1,0.8,1
12,Y.Alvarez o0.5 RBI,Thespinzone,115,0.1,0.215,Houston Astros,Y.Alvarez,Miami Marlins,0.0,0.1149999999999999,N,0.4266666666666667,0,0.0,0,0.1,0
13,Y.Diaz o0.5 RBI,Thespinzone,148,0.15,0.372,Houston Astros,Y.Diaz,Miami Marlins,0.0,0.222,Y,0.42857142857142855,0,1.0,1,0.9,1
14,J.Heim o0.5 RBI,Thespinzone,185,0.1,0.285,Texas Rangers,J.Heim,Los Angeles Angels,1.0,0.185,N,0.4020618556701031,0,0.0,0,0.1,0
15,C.Seager o0.5 HR,Thespinzone,300,0.27,1.08,Texas Rangers,C.Seager,Los Angeles Angels,1.0,0.81,Y,0.3037974683544304,0,1.0,1,0.9,1
16,M.Garver o0.5 RBI,Thespinzone,155,0.1,0.255,Texas Rangers,M.Garver,Los Angeles Angels,1.0,0.155,N,0.3,0,0.0,0,0.2,0
17,A.Garcia o0.5 RBI,Thespinzone,120,0.1,0.22,Miami Marlins,A.Garcia,Houston Astros,1.0,0.12,N,0.25,0,0.0,0,0.0,0
18,F.Lindor o0.5 RBI,Thespinzone,140,0.1,0.24,New York Mets,F.Lindor,Pittsburgh Pirates,1.0,0.1399999999999999,N,0.3445378151260504,0,0.0,0,0.0,0
