,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Meneses o0.5 RBI,Thespinzone,145,0.08,0.196,Washington Nationals,J.Meneses,Detroit Tigers,1.0,0.116,N,0.32558139534883723,0,0.2,0,0.5,0
1,S.Torkelson o0.5 HR,charliedisturco,460,0.46,2.576,Detroit Tigers,S.Torkelson,Washington Nationals,0.0,2.116,Y,0.09523809523809523,0,0.2,0,0.1,0
2,S.Torkelson o1.5 Total Bases,charliedisturco,100,0.5,1.0,Detroit Tigers,S.Torkelson,Washington Nationals,0.0,0.5,Y,0.2857142857142857,0,0.4,0,0.4,0
3,B.Belt o0.5 RBI,NicholaskMartin,200,0.5,1.5,Toronto Blue Jays,B.Belt,Baltimore Orioles,1.0,1.0,N,0.15625,0,0.0,0,0.2,0
4,K.Kiermaier o0.5 Runs Scored,Thespinzone,155,0.08,0.204,Toronto Blue Jays,K.Kiermaier,Baltimore Orioles,1.0,0.1239999999999999,N,0.4594594594594595,0,0.6,1,0.5,0
5,A.Vaughn o1.5 Total Bases,charliedisturco,120,0.5,1.1,Chicago White Sox,A.Vaughn,Kansas City Royals,1.0,0.6000000000000001,N,0.2608695652173913,0,0.2,0,0.1,0
6,A.Vaughn o0.5 HR,charliedisturco,475,0.1,0.5750000000000001,Chicago White Sox,A.Vaughn,Kansas City Royals,1.0,0.4750000000000001,N,0.10869565217391304,0,0.2,0,0.1,0
7,S.Perez o0.5 HR,charliedisturco,350,0.35,1.575,Kansas City Royals,S.Perez,Chicago White Sox,0.0,1.225,N,0.16666666666666666,0,0.0,0,0.2,0
8,S.Perez o1.5 Total Bases,charliedisturco,120,0.6,1.32,Kansas City Royals,S.Perez,Chicago White Sox,0.0,0.7200000000000001,Y,0.4523809523809524,0,0.4,0,0.5,0
9,B.Harper o1.5 Total Bases,charliedisturco,-110,0.5,0.9545454545454546,Philadelphia Phillies,B.Harper,Chicago Cubs,1.0,0.4545454545454546,Y,0.4666666666666667,0,0.4,0,0.5,0
10,N.Hoerner o0.5 Runs Scored,Thespinzone,115,0.08,0.172,Chicago Cubs,N.Hoerner,Philadelphia Phillies,0.0,0.0919999999999999,N,0.4594594594594595,0,0.2,0,0.4,0
11,N.Gorman o1.5 Total Bases,NicholaskMartin,135,0.68,1.598,St. Louis Cardinals,N.Gorman,Los Angeles Dodgers,1.0,0.918,Y,0.4523809523809524,0,0.4,0,0.7,1
12,E.Duran o1.5 Total Bases,charliedisturco,140,0.7,1.68,Texas Rangers,E.Duran,Colorado Rockies,1.0,0.98,Y,0.4473684210526316,0,0.8,1,0.7,1
13,E.Duran o0.5 HR,charliedisturco,600,0.6,4.2,Texas Rangers,E.Duran,Colorado Rockies,1.0,3.6,Y,0.15789473684210525,0,0.4,0,0.2,0
14,Y.Alvarez o1.5 Total Bases,charliedisturco,100,0.5,1.0,Houston Astros,Y.Alvarez,Oakland Athletics,1.0,0.5,Y,0.5641025641025641,1,0.6,1,0.6,1
15,Y.Alvarez o1.5 RBI,charliedisturco,500,1.25,7.5,Houston Astros,Y.Alvarez,Oakland Athletics,1.0,6.25,Y,0.3076923076923077,0,0.4,0,0.3,0
16,L.Gilbert o5.5 strikeouts,Chris Landers,120,1.0,2.2,Seattle Mariners,L.Gilbert,Atlanta Braves,0.0,1.2000000000000002,Y,0.8888888888888888,1,0.8,1,0.8888888888888888,1
17,J.Jung o1.5 total bases,Chris Landers,135,1.0,2.35,Texas Rangers,J.Jung,Colorado Rockies,1.0,1.35,N,0.38095238095238093,0,0.2,0,0.3,0
18,B.Belt o0.5 hits,Colby Conway,-110,1.0,1.9090909090909087,Toronto Blue Jays,B.Belt,Baltimore Orioles,1.0,0.9090909090909088,N,0.5,0,0.6,1,0.7,1
19,F.Freeman o1.5 total bases,Colby Conway,-110,1.0,1.9090909090909087,Los Angeles Dodgers,F.Freeman,St. Louis Cardinals,0.0,0.9090909090909088,Y,0.46808510638297873,0,0.8,1,0.8,1
20,B.Garrett o4.5 strikeouts,Colby Conway,-110,1.0,1.9090909090909087,Miami Marlins,B.Garrett,San Francisco Giants,0.0,0.9090909090909088,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
