,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,L.Giolito o5.5 Ks,MikeRandle,-150,1.0,L.Giolito,1.6666666666666663,0.6666666666666663,Chicago White Sox,Detroit Tigers,0.0
1,A.Faedo u4.5 Ks,PropBetGuy,-125,1.25,A.Faedo,2.25,1.0,Detroit Tigers,Chicago White Sox,1.0
9,Z.Eflin u5.5 Ks,The_Oddsmaker,-128,1.0,Z.Eflin,1.78125,0.78125,Tampa Bay Rays,Toronto Blue Jays,1.0
13,B.Snell u5.5 Ks,PropBetGuy,118,1.0,B.Snell,2.18,1.1800000000000002,San Diego Padres,Washington Nationals,0.0
17,L.Gilbert u7.5 Ks,The_Oddsmaker,-136,1.0,L.Gilbert,1.7352941176470589,0.7352941176470589,Seattle Mariners,Oakland Athletics,1.0
22,D.Dodd u3.5 strikeouts,Chris Landers,120,1.0,D.Dodd,2.2,1.2000000000000002,Atlanta Braves,Philadelphia Phillies,1.0
7,B.Garrett o4.5 Ks,PropBetGuy,139,1.0,B.Garrett,2.39,1.39,Miami Marlins,Colorado Rockies,0.0
