Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Jung o1.5 Total Bases,charliedisturco,115,0.58,J.Jung,1.247,0.6669999999999999,Texas Rangers,Los Angeles Angels,1.0,0.4590163934426229,0.0,0.6,1.0,0.5,0.0
2,T.Turner o1.5 Total Bases,charliedisturco,100,0.5,T.Turner,1.0,0.5,Philadelphia Phillies,Arizona Diamondbacks,0.0,0.46875,0.0,0.4,0.0,0.5,0.0
2,J.Jung o1.5 Total Bases,charliedisturco,115,0.58,J.Jung,1.247,0.6669999999999999,Texas Rangers,Los Angeles Angels,1.0,,,,,,
10,T.Turner o1.5 Total Bases,NicholaskMartin,102,1.0,T.Turner,2.02,1.02,Philadelphia Phillies,Arizona Diamondbacks,0.0,,,,,,
11,C.Walker o0.5 Total Bases,NicholaskMartin,135,0.5,C.Walker,1.175,0.675,Arizona Diamondbacks,Philadelphia Phillies,1.0,,,,,,
12,T.Turner o1.5 Total Bases,charliedisturco,100,0.5,T.Turner,1.0,0.5,Philadelphia Phillies,Arizona Diamondbacks,0.0,,,,,,
20,R.Mcmahon u0.5 total bases,Chris Landers,150,1.0,R.Mcmahon,2.5,,Colorado Rockies,Boston Red Sox,0.0,,,,,,
21,C.Seager o1.5 total bases,Dan Servodidio,-110,1.0,C.Seager,1.9090909090909087,,Texas Rangers,Los Angeles Angels,1.0,,,,,,
3,R.Devers o0.5 RBI,NicholaskMartin,-105,0.75,R.Devers,1.4642857142857142,0.7142857142857142,Boston Red Sox,Colorado Rockies,1.0,0.492063492063492,0.0,0.6,1.0,0.4,0.0
14,A.Duvall o0.5 RBI,Thespinzone,130,0.11,A.Duvall,0.253,0.143,Boston Red Sox,Colorado Rockies,1.0,,,,,,
16,R.Devers o0.5 RBI,NicholaskMartin,-105,0.75,R.Devers,1.4642857142857142,0.7142857142857142,Boston Red Sox,Colorado Rockies,1.0,,,,,,
17,L.Weaver o4.5 Ks,The_Oddsmaker,-108,1.08,L.Weaver,2.08,1.0,Cincinnati Reds,Kansas City Royals,0.0,,,,,,
