Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,P.Corbin u4.5 Ks,kylemurray03,-120,1.2,P.Corbin,2.2,1.0000000000000002,Washington Nationals,Philadelphia Phillies,1.0,1.0,1,1.0,1,1.0,1
0,F.Freeman o1.5 total bases,Teddy Ricketson,115,1.0,F.Freeman,2.15,1.15,Los Angeles Dodgers,Chicago Cubs,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
0,F.Peralta u8.5 Ks,cowhitchurch,-135,1.35,F.Peralta,2.35,1.0,Milwaukee Brewers,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1
1,F.Peralta u7.5 Ks,cowhitchurch,112,0.5,F.Peralta,1.06,0.56,Milwaukee Brewers,Seattle Mariners,1.0,0.0,0,0.0,0,0.0,0
2,F.Peralta u8.5 Ks,NicholaskMartin,-135,1.0,F.Peralta,1.7407407407407407,0.7407407407407407,Milwaukee Brewers,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1
3,F.Peralta u8.5 Ks,The_Oddsmaker,-135,1.35,F.Peralta,2.35,1.0,Milwaukee Brewers,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1
4,F.Peralta u8.5 Ks,AnthonyDabbundo,-135,1.35,F.Peralta,2.35,1.0,Milwaukee Brewers,Seattle Mariners,1.0,1.0,1,1.0,1,1.0,1
5,G.Canning u6.5 Ks,AnthonyDabbundo,-140,1.4,G.Canning,2.4,1.0,Los Angeles Angels,Boston Red Sox,1.0,1.0,1,1.0,1,1.0,1
6,G.Canning u6.5 Ks,The_Oddsmaker,-140,1.4,G.Canning,2.4,1.0,Los Angeles Angels,Boston Red Sox,1.0,1.0,1,1.0,1,1.0,1
7,T.Henry u4.5 Ks,kylemurray03,-145,1.55,T.Henry,2.61896551724138,1.0689655172413792,Arizona Diamondbacks,Atlanta Braves,0.0,1.0,1,1.0,1,1.0,1
8,T.Henry u4.5 Ks,gneiffer07,-135,1.35,T.Henry,2.35,1.0,Arizona Diamondbacks,Atlanta Braves,0.0,1.0,1,1.0,1,1.0,1
9,P.Corbin u4.5 Ks,kylemurray03,-120,1.2,P.Corbin,2.2,1.0000000000000002,Washington Nationals,Philadelphia Phillies,1.0,1.0,1,1.0,1,1.0,1
10,J.Quintana u5.5 Ks,cowhitchurch,-125,0.5,J.Quintana,0.9,0.4,New York Mets,Cincinnati Reds,0.0,1.0,1,1.0,1,1.0,1
11,D.Cease u6.5 Ks,BJCunningham,-104,1.04,D.Cease,2.04,1.0,San Diego Padres,San Francisco Giants,0.0,1.0,1,1.0,1,1.0,1
12,D.Cease u6.5 Ks,AnthonyDabbundo,105,1.0,D.Cease,2.05,1.0499999999999998,San Diego Padres,San Francisco Giants,0.0,1.0,1,1.0,1,1.0,1
13,A.Gomber u3.5 Ks,gneiffer07,-142,1.42,A.Gomber,2.42,1.0,Colorado Rockies,Tampa Bay Rays,1.0,1.0,1,1.0,1,1.0,1
14,T.Skubal u8.5 Ks,BJCunningham,-130,1.3,T.Skubal,2.3,0.9999999999999998,Detroit Tigers,Oakland Athletics,1.0,1.0,1,1.0,1,1.0,1
15,J.Hicks u4.5 ks,Jason Radowitz,-134,1.0,J.Hicks,1.7462686567164178,0.7462686567164178,San Francisco Giants,San Diego Padres,1.0,0.0,0,0.0,0,0.0,0
