,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,Z.Gallen o6.5 strikeouts,Teddy Ricketson,110,1.0,2.1,1.1,Z.Gallen,Arizona Diamondbacks,Pittsburgh Pirates,1.0
7,Z.Wheeler u6.5 Ks,The_Oddsmaker,102,1.0,2.02,1.02,Z.Wheeler,Philadelphia Phillies,Miami Marlins,0.0
8,S.Alcantara u5.5 Ks,PropBetGuy,112,1.0,2.12,1.12,S.Alcantara,Miami Marlins,Philadelphia Phillies,1.0
