,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
11,Y.Diaz o0.5 Runs Scored,Thespinzone,-110,0.11,0.21,0.1,Y.Diaz,Houston Astros,Seattle Mariners,1.0
15,C.Bellinger o0.5 Runs Scored,Thespinzone,195,0.1,0.295,0.195,C.Bellinger,Chicago Cubs,New York Yankees,0.0
29,K.Tucker o0.5 Runs Scored,Thespinzone,133,0.08,0.1864,0.1064,K.Tucker,Houston Astros,Seattle Mariners,1.0
6,B.Harper o0.5 Runs Scored,Thespinzone,100,0.15,0.3,0.15,B.Harper,Philadelphia Phillies,Miami Marlins,0.0
14,G.Torres o0.5 Runs Scored,Thespinzone,105,0.1,0.205,0.1049999999999999,G.Torres,New York Yankees,Chicago Cubs,1.0
