,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,Z.Wheeler u6.5 Ks,The_Oddsmaker,102,1.0,2.02,1.02,Z.Wheeler,Philadelphia Phillies,Miami Marlins,0.0
1,S.Alcantara u5.5 Ks,PropBetGuy,112,1.0,2.12,1.12,S.Alcantara,Miami Marlins,Philadelphia Phillies,1.0
