,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,J.Verlander u6.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,J.Verlander,New York Mets,Milwaukee Brewers,1.0
10,C.Rea o3.5 Ks,kylemurray03,-160,1.0,1.625,0.625,C.Rea,Milwaukee Brewers,New York Mets,0.0
11,C.Rea o3.5 Ks,The_Oddsmaker,-130,1.3,2.3,0.9999999999999998,C.Rea,Milwaukee Brewers,New York Mets,0.0
16,A.Heaney u6.5 Ks,PropBetGuy,-128,1.28,2.28,1.0000000000000002,A.Heaney,Texas Rangers,Detroit Tigers,1.0
19,A.Heaney u6.5 Ks,jimsannes,-112,1.0,1.8928571428571428,0.8928571428571428,A.Heaney,Texas Rangers,Detroit Tigers,1.0
21,D.Cease o6.5 Ks,kylemurray03,-135,1.0,1.7407407407407407,0.7407407407407407,D.Cease,Chicago White Sox,Los Angeles Angels,0.0
22,S.Strider u9.5 Ks,AnthonyDabbundo,-115,1.15,2.1499999999999995,0.9999999999999996,S.Strider,Atlanta Braves,Minnesota Twins,1.0
