Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,J.Rodriguez o0.5 Runs Scored,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,J.Rodriguez,Seattle Mariners,Los Angeles Angels,1.0,0.5217391304347826,1.0,0.8,1.0,0.7,1.0
2,J.Rodriguez o0.5 Runs Scored,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,J.Rodriguez,Seattle Mariners,Los Angeles Angels,1.0,,,,,,
12,C.Mullins o1.5 Total Bases,charliedisturco,125,0.5,1.125,0.625,C.Mullins,Baltimore Orioles,St. Louis Cardinals,1.0,,,,,,
4,M.Olson o0.5 RBI,Thespinzone,140,0.15,0.36,0.21,M.Olson,Atlanta Braves,Philadelphia Phillies,0.0,0.4545454545454545,0.0,0.8,1.0,0.8,1.0
5,G.Henderson o0.5 RBI,Thespinzone,120,0.15,0.33,0.18,G.Henderson,Baltimore Orioles,St. Louis Cardinals,1.0,0.3484848484848485,0.0,0.6,1.0,0.5,0.0
5,M.Olson o0.5 RBI,Thespinzone,140,0.15,0.36,0.21,M.Olson,Atlanta Braves,Philadelphia Phillies,0.0,,,,,,
9,G.Henderson o0.5 RBI,Thespinzone,120,0.15,0.33,0.18,G.Henderson,Baltimore Orioles,St. Louis Cardinals,1.0,,,,,,
23,D.Cease o4.5 Hits Allowed,PropBetGuy,125,1.0,2.25,1.25,D.Cease,Chicago White Sox,Kansas City Royals,1.0,,,,,,
1,B.Woo o1.5 earned runs,Chris Landers,-125,1.0,1.8,0.8,B.Woo,Seattle Mariners,Los Angeles Angels,1.0,,,,,,
18,J.Verlander u2.5 Earned Runs,SportsBookBreakers,-145,1.45,2.45,1.0000000000000002,J.Verlander,Houston Astros,Oakland Athletics,1.0,,,,,,
1,B.Woo o1.5 earned runs,Chris Landers,-125,1.0,1.8,0.8,B.Woo,Seattle Mariners,Los Angeles Angels,1.0,0.6428571428571429,1.0,0.6,1.0,0.6,1.0
0,B.Williamson o4.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,0.9523809523809524,B.Williamson,Cincinnati Reds,Detroit Tigers,0.0,,,,,,
3,B.Woo u5.5 Strikeouts,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Woo,Seattle Mariners,Los Angeles Angels,1.0,,,,,,
6,M.Fried u5.5 Ks,k66ps6mtrt,-110,1.0,1.9090909090909092,0.9090909090909092,M.Fried,Atlanta Braves,Philadelphia Phillies,0.0,,,,,,
22,D.Cease u7.5 Ks,cowhitchurch,-120,0.6,1.1,0.5000000000000001,D.Cease,Chicago White Sox,Kansas City Royals,1.0,,,,,,
