,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
23,D.Cease o4.5 Hits Allowed,PropBetGuy,125,1.0,2.25,1.25,D.Cease,Chicago White Sox,Kansas City Royals,1.0
