,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
4,T.Bradley u6.5 Ks,AnthonyDabbundo,-125,1.25,2.25,1.0,T.Bradley,Tampa Bay Rays,Seattle Mariners,0.0
6,K.Gausman o6.5 Ks,AnthonyDabbundo,-120,1.2,2.2,1.0000000000000002,K.Gausman,Toronto Blue Jays,Boston Red Sox,1.0
