Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,L.Thomas o0.5 Runs Scored,Thespinzone,108,0.11,L.Thomas,0.2288,0.1188,Washington Nationals,Detroit Tigers,1.0,,,,,,
9,K.Kiermaier o0.5 Runs Scored,Thespinzone,140,0.11,K.Kiermaier,0.264,0.154,Toronto Blue Jays,Baltimore Orioles,1.0,,,,,,
0,L.Thomas o0.5 Runs Scored,Thespinzone,108,0.11,L.Thomas,0.2288,0.1188,Washington Nationals,Detroit Tigers,1.0,0.5,0.0,0.6,1.0,0.6,1.0
5,R.Grichuk o0.5 Runs Scored,Thespinzone,140,0.08,R.Grichuk,0.192,0.112,Colorado Rockies,Texas Rangers,0.0,0.5384615384615384,1.0,0.6,1.0,0.6,1.0
12,R.Mountcastle o1.5 Total Bases,charliedisturco,-105,0.5,R.Mountcastle,0.9761904761904762,0.4761904761904761,Baltimore Orioles,Toronto Blue Jays,0.0,,,,,,
4,M.Vientos o0.5 RBI,Thespinzone,175,0.13,M.Vientos,0.3575,0.2274999999999999,New York Mets,Cleveland Guardians,1.0,,,,,,
5,S.Perez o0.5 RBI,Thespinzone,123,0.08,S.Perez,0.1784,0.0984,Kansas City Royals,Chicago White Sox,0.0,,,,,,
16,D.Fletcher o0.5 RBI,Thespinzone,205,0.08,D.Fletcher,0.244,0.1639999999999999,Arizona Diamondbacks,Pittsburgh Pirates,0.0,,,,,,
19,J.Lowe o0.5 RBI,Thespinzone,210,0.08,J.Lowe,0.248,0.1679999999999999,Tampa Bay Rays,Milwaukee Brewers,1.0,,,,,,
10,C.Mullins o0.5 RBI,Thespinzone,230,0.08,C.Mullins,0.264,0.184,Baltimore Orioles,Toronto Blue Jays,0.0,,,,,,
1,J.Ryan o6.5 Ks,PropBetGuy,-120,1.0,J.Ryan,1.8333333333333333,0.8333333333333333,Minnesota Twins,Los Angeles Angels,0.0,,,,,,
3,M.Boyd u4.5 Ks,jimsannes,-106,0.94,M.Boyd,1.8267924528301889,0.8867924528301889,Detroit Tigers,Washington Nationals,0.0,,,,,,
13,Y.Kikuchi u5.5 Ks,jimsannes,-112,0.89,Y.Kikuchi,1.684642857142857,0.7946428571428571,Toronto Blue Jays,Baltimore Orioles,1.0,,,,,,
