,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,N.Cortes u5.5 Ks,The_Oddsmaker,105,1.05,N.Cortes,2.1525,1.1024999999999998,New York Yankees,Baltimore Orioles,1.0
1,K.Waldichuk u5.5 Ks,SBK5065,-136,1.36,K.Waldichuk,2.3600000000000003,1.0000000000000002,Oakland Athletics,Seattle Mariners,0.0
