,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
8,W.Franco o1.5 Total Bases,PropBetGuy,115,1.5,W.Franco,3.225,1.7249999999999996,Tampa Bay Rays,Texas Rangers,1.0
18,S.Marte o1.5 Total Bases,cowhitchurch,130,0.65,S.Marte,1.495,0.8449999999999999,New York Mets,Pittsburgh Pirates,0.0
20,T.Pham o1.5 Total Bases,charliedisturco,155,0.78,T.Pham,1.989,1.209,New York Mets,Pittsburgh Pirates,0.0
15,A.Verdugo o1.5 Total Bases,charliedisturco,165,0.83,A.Verdugo,2.1995,1.3695,Boston Red Sox,New York Yankees,0.0
