Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
Z.Matthews o4.5 Hits Allowed,LinesAtLunch,Minnesota Twins,Z.Matthews,Cleveland Guardians,0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,-145,1.45,2.45,1.0000000000000002
Z.Matthews o4.5 Hits Allowed,rsura_,Minnesota Twins,Z.Matthews,Cleveland Guardians,0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,-140,1.4,2.4,1.0
