,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
22,T.Gonsolin u5.5 Hits Allowed,PropBetGuy,-175,1.0,T.Gonsolin,1.5714285714285714,0.5714285714285714,Los Angeles Dodgers,Chicago White Sox,1.0
