,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
11,E.Rivera o0.5 Runs Scored,Thespinzone,175,0.1,E.Rivera,0.275,0.175,Arizona Diamondbacks,Philadelphia Phillies,1.0
12,C.Carroll o0.5 Runs Scored,Thespinzone,120,0.13,C.Carroll,0.286,0.156,Arizona Diamondbacks,Philadelphia Phillies,1.0
24,F.Freeman o0.5 Runs Scored,Thespinzone,-105,0.14,F.Freeman,0.2733333333333334,0.1333333333333333,Los Angeles Dodgers,Chicago White Sox,1.0
30,T.Estrada o0.5 Runs Scored,Thespinzone,118,0.18,T.Estrada,0.3923999999999999,0.2123999999999999,San Francisco Giants,St. Louis Cardinals,0.0
32,B.Rooker o0.5 Runs Scored,Thespinzone,130,0.15,B.Rooker,0.345,0.1949999999999999,Oakland Athletics,Tampa Bay Rays,1.0
2,G.Torres o0.5 Runs Scored,Thespinzone,160,0.1,G.Torres,0.26,0.16,New York Yankees,New York Mets,0.0
9,J.India o0.5 Runs Scored,Thespinzone,115,0.15,J.India,0.3224999999999999,0.1724999999999999,Cincinnati Reds,Kansas City Royals,0.0
35,Y.Diaz o0.5 Runs Scored,Thespinzone,-105,0.15,Y.Diaz,0.2928571428571428,0.1428571428571428,Houston Astros,Washington Nationals,1.0
36,J.Crawford o0.5 Runs Scored,Thespinzone,125,0.1,J.Crawford,0.225,0.125,Seattle Mariners,Miami Marlins,1.0
