,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,E.Rivera o0.5 Runs Scored,Thespinzone,175,0.1,E.Rivera,0.275,0.175,Arizona Diamondbacks,Philadelphia Phillies,1.0
1,C.Carroll o0.5 Runs Scored,Thespinzone,120,0.13,C.Carroll,0.286,0.156,Arizona Diamondbacks,Philadelphia Phillies,1.0
2,F.Freeman o0.5 Runs Scored,Thespinzone,-105,0.14,F.Freeman,0.2733333333333334,0.1333333333333333,Los Angeles Dodgers,Chicago White Sox,1.0
3,T.Estrada o0.5 Runs Scored,Thespinzone,118,0.18,T.Estrada,0.3923999999999999,0.2123999999999999,San Francisco Giants,St. Louis Cardinals,0.0
4,B.Rooker o0.5 Runs Scored,Thespinzone,130,0.15,B.Rooker,0.345,0.1949999999999999,Oakland Athletics,Tampa Bay Rays,1.0
