,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
1,T.Bradley o5.5 strikeouts,Chris Landers,-120,1.0,1.8333333333333337,0.8333333333333335,T.Bradley,Tampa Bay Rays,Minnesota Twins,0.0
2,C.Phillips o5.5 strikeouts,Chris Landers,-110,1.0,1.9090909090909092,0.9090909090909092,C.Phillips,Cincinnati Reds,Detroit Tigers,0.0
