,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,0,0,C.Walker o0.5 RBI,Thespinzone,155,0.08,C.Walker,0.204,0.1239999999999999,Arizona Diamondbacks,Washington Nationals,1.0,0.5333333333333333,1,0.6,1,0.6,1,N
1,3,3,4,4,M.Garcia o0.5 RBI,SBK5065,185,0.65,M.Garcia,1.8525,1.2025,Kansas City Royals,Oakland Athletics,1.0,0.75,1,0.75,1,0.75,1,Y
2,5,5,6,6,M.Garcia o0.5 RBI,charliedisturco,185,0.93,M.Garcia,2.6505,1.7205,Kansas City Royals,Oakland Athletics,1.0,0.75,1,0.75,1,0.75,1,Y
3,7,7,8,8,V.Pasquantino o1.5 Total Bases,charliedisturco,100,0.5,V.Pasquantino,1.0,0.5,Kansas City Royals,Oakland Athletics,1.0,0.4545454545454545,0,0.6,1,0.4,0,N
4,11,11,12,12,P.Goldschmidt o1.5 Total Bases,NicholaskMartin,100,0.5,P.Goldschmidt,1.0,0.5,St. Louis Cardinals,Detroit Tigers,1.0,0.5,0,0.6,1,0.6,1,N
5,13,13,14,14,P.Goldschmidt o1.5 Total Bases,charliedisturco,105,0.5,P.Goldschmidt,1.025,0.5249999999999999,St. Louis Cardinals,Detroit Tigers,1.0,0.5,0,0.6,1,0.6,1,N
6,16,16,17,17,B.Baty o0.5 Runs Scored,Thespinzone,140,0.08,B.Baty,0.192,0.112,New York Mets,Colorado Rockies,1.0,0.3333333333333333,0,0.6,1,0.4,0,N
7,18,18,19,19,L.Allen o5.5 Ks,PropBetGuy,-135,2.03,L.Allen,3.533703703703704,1.503703703703704,Cleveland Guardians,Minnesota Twins,1.0,1.0,1,1.0,1,1.0,1,N
8,24,24,1,2,C.Walker o1.5 total bases,Benjamin Zweiman,125,1.0,C.Walker,2.25,1.25,Arizona Diamondbacks,Washington Nationals,1.0,0.4666666666666667,0,0.8,1,0.6,1,N
