,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,J.Baez u1.5 hits,Teddy Ricketson,-185,1.0,1.5405405405405406,0.5405405405405406,J.Baez,Detroit Tigers,Colorado Rockies,0.0,0.75,1,0.8,1,0.7,1,Y
1,3,C.Carrasco u4.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,0.9090909090909092,C.Carrasco,New York Mets,San Francisco Giants,1.0,0.9,1,0.8,1,0.9,1,N
2,7,M.McLain o0.5 Runs Scored,Thespinzone,-110,0.15,0.2863636363636364,0.1363636363636363,M.McLain,Cincinnati Reds,San Diego Padres,1.0,0.55,1,0.8,1,0.6,1,Y
3,9,G.Ashcraft u4.5 Ks,SBK5065,-158,0.79,1.29,0.5,G.Ashcraft,Cincinnati Reds,San Diego Padres,1.0,0.7142857142857143,1,0.6,1,0.8,1,N
4,12,M.Lorenzen u4.5 Ks,SBK5065,-121,0.61,1.1141322314049589,0.5041322314049587,M.Lorenzen,Detroit Tigers,Colorado Rockies,0.0,0.5384615384615384,1,0.6,1,0.6,1,Y
5,13,M.Lorenzen u4.5 Ks,The_Oddsmaker,-130,1.3,2.3,0.9999999999999998,M.Lorenzen,Detroit Tigers,Colorado Rockies,0.0,0.5384615384615384,1,0.6,1,0.6,1,Y
6,18,J.Gray o4.5 Ks,The_Oddsmaker,-116,1.16,2.16,0.9999999999999998,J.Gray,Texas Rangers,Houston Astros,1.0,0.5,0,0.6,1,0.6,1,N
7,20,R.Blanco o4.5 Ks,SBK5065,-135,0.68,1.1837037037037037,0.5037037037037037,R.Blanco,Houston Astros,Texas Rangers,0.0,0.3076923076923077,0,0.8,1,0.4,0,N
8,21,R.Blanco o4.5 Ks,The_Oddsmaker,-135,1.35,2.35,1.0,R.Blanco,Houston Astros,Texas Rangers,0.0,0.3076923076923077,0,0.8,1,0.4,0,N
9,24,C.Carrasco u4.5 Ks,jimsannes,112,1.0,2.12,1.12,C.Carrasco,New York Mets,San Francisco Giants,1.0,0.9,1,0.8,1,0.9,1,N
10,25,M.Tauchman o0.5 Runs Scored,Thespinzone,-118,0.13,0.2401694915254237,0.1101694915254237,M.Tauchman,Chicago Cubs,Cleveland Guardians,1.0,0.4705882352941176,0,0.6,1,0.8,1,Y
11,26,C.Quantrill o2.5 Earned Runs,Thespinzone,-120,0.13,0.2383333333333333,0.1083333333333333,C.Quantrill,Cleveland Guardians,Chicago Cubs,0.0,0.7272727272727273,1,0.8,1,0.7,1,Y
12,29,J.Young o0.5 RBI,Thespinzone,200,0.15,0.4499999999999999,0.2999999999999999,J.Young,Chicago Cubs,Cleveland Guardians,1.0,1.0,1,1.0,1,1.0,1,Y
