,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,0.0,0,W.Smith o0.5 Runs Scored,Thespinzone,140,0.08,W.Smith,0.192,0.112,Los Angeles Dodgers,San Diego Padres,0.0,0.7894736842105263,1,1.0,1,0.7,1,N
1,1,1,1.0,1,M.Muncy o0.5 RBI,Thespinzone,170,0.08,M.Muncy,0.216,0.136,Los Angeles Dodgers,San Diego Padres,0.0,0.4333333333333333,0,0.6,1,0.6,1,N
2,2,2,3.0,3,R.Devers o0.5 RBI,Thespinzone,115,0.1,R.Devers,0.215,0.1149999999999999,Boston Red Sox,Philadelphia Phillies,0.0,0.5294117647058824,1,0.6,1,0.4,0,N
3,4,4,5.0,5,G.Henderson o0.5 Runs Scored,Thespinzone,130,0.08,G.Henderson,0.184,0.104,Baltimore Orioles,Atlanta Braves,0.0,0.5357142857142857,1,0.6,1,0.5,0,N
4,8,8,10.0,10,J.Ryan o4.5 Ks,PropBetGuy,-125,1.25,J.Ryan,2.25,1.0,Minnesota Twins,Cleveland Guardians,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,N
5,9,9,11.0,11,R.Grichuk o0.5 Runs Scored,Thespinzone,120,0.12,R.Grichuk,0.264,0.144,Colorado Rockies,New York Mets,0.0,0.5,0,0.6,1,0.5,0,Y
6,12,12,14.0,14,B.Rooker o0.5 RBI,Thespinzone,145,0.08,B.Rooker,0.196,0.116,Oakland Athletics,Kansas City Royals,0.0,0.4074074074074074,0,0.4,0,0.6,1,N
7,13,13,0.0,0,M.Miller o4.5 strikeouts,Chris Landers,-145,1.0,M.Miller,1.6896551724137931,0.6896551724137931,Oakland Athletics,Kansas City Royals,0.0,1.0,1,1.0,1,1.0,1,Y
