,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,9,9,16,16.0,F.Alvarez o0.5 RBI,Thespinzone,190,0.1,F.Alvarez,0.29,0.1899999999999999,New York Mets,Pittsburgh Pirates,0.0,0.3023255813953488,0,0.8,1,0.4,0,N
1,11,11,19,19.0,R.Arozarena o0.5 Runs Scored,Thespinzone,107,0.15,R.Arozarena,0.3105,0.1605,Tampa Bay Rays,Texas Rangers,1.0,0.5238095238095238,1,1.0,1,0.5,0,N
2,14,14,25,25.0,B.Garrett o4.5 Ks,PropBetGuy,-118,1.0,B.Garrett,1.847457627118644,0.847457627118644,Miami Marlins,Chicago White Sox,0.0,0.5833333333333334,1,0.8,1,0.6,1,Y
3,15,15,27,27.0,N.Jones o0.5 RBI,Thespinzone,200,0.2,N.Jones,0.6000000000000001,0.4000000000000001,Colorado Rockies,San Diego Padres,1.0,0.5714285714285714,1,0.8,1,0.7,1,Y
4,22,22,35,35.0,J.Naylor o0.5 RBI,Thespinzone,140,0.15,J.Naylor,0.36,0.21,Cleveland Guardians,Houston Astros,1.0,0.4642857142857143,0,0.8,1,0.7,1,N
5,27,29,1,,J.Naylor o1.5 total bases,Colby Conway,-110,1.0,J.Naylor,1.9090909090909087,,Cleveland Guardians,Houston Astros,1.0,0.4285714285714285,0,1.0,1,0.8,1,N
