,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,K.Bradish o5.5 strikeouts,Chris Landers,110,1.0,2.1,1.1,K.Bradish,Baltimore Orioles,New York Yankees,0.0,0.4,0,0.8,1,0.5,0,N
1,6,E.Jimenez o0.5 RBI,Thespinzone,135,0.1,0.235,0.135,E.Jimenez,Chicago White Sox,Toronto Blue Jays,1.0,0.5,0,0.8,1,0.5,0,Y
2,7,B.Belt o0.5 Runs Scored,Thespinzone,115,0.11,0.2365,0.1265,B.Belt,Toronto Blue Jays,Chicago White Sox,0.0,0.3448275862068966,0,0.6,1,0.5,0,N
3,10,J.Urias u5.5 Ks,SBK5065,-140,0.7,1.2,0.5,J.Urias,Los Angeles Dodgers,Pittsburgh Pirates,1.0,0.5454545454545454,1,0.8,1,0.6,1,N
4,11,J.Urias u5.5 Ks,The_Oddsmaker,-138,1.38,2.38,1.0,J.Urias,Los Angeles Dodgers,Pittsburgh Pirates,1.0,0.5454545454545454,1,0.8,1,0.6,1,N
5,15,L.Severino u5.5 Ks,The_Oddsmaker,-112,1.68,3.18,1.4999999999999998,L.Severino,New York Yankees,Baltimore Orioles,1.0,0.75,1,0.6,1,0.75,1,Y
6,16,N.Eovaldi o4.5 Ks,JoeDellera,-162,0.5,0.808641975308642,0.308641975308642,N.Eovaldi,Texas Rangers,Boston Red Sox,0.0,0.8823529411764706,1,0.8,1,0.8,1,N
7,17,C.Sanchez o3.5 Ks,PropBetGuy,-140,1.4,2.4,1.0,C.Sanchez,Philadelphia Phillies,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1,N
8,18,T.Bibee u6.5 Ks,The_Oddsmaker,-118,1.18,2.18,0.9999999999999998,T.Bibee,Cleveland Guardians,Kansas City Royals,1.0,0.5833333333333334,1,0.6,1,0.6,1,Y
9,19,R.Adams o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,R.Adams,Washington Nationals,Cincinnati Reds,1.0,0.25,0,0.2,0,0.2,0,N
10,20,S.Garrett o0.5 RBI,Thespinzone,125,0.1,0.225,0.125,S.Garrett,Washington Nationals,Cincinnati Reds,1.0,0.2,0,0.4,0,0.3,0,N
11,27,S.Garrett o1.5 RBI,charliedisturco,500,0.1,0.6000000000000001,0.5000000000000001,S.Garrett,Washington Nationals,Cincinnati Reds,1.0,0.0909090909090909,0,0.4,0,0.2,0,N
12,28,L.Thomas o1.5 Total Bases,charliedisturco,-115,0.58,1.0843478260869563,0.5043478260869564,L.Thomas,Washington Nationals,Cincinnati Reds,1.0,0.4880952380952381,0,0.8,1,0.7,1,Y
13,29,S.Garrett o1.5 Total Bases,charliedisturco,115,0.5,1.075,0.575,S.Garrett,Washington Nationals,Cincinnati Reds,1.0,0.2909090909090909,0,0.4,0,0.3,0,N
14,35,C.Yelich o0.5 Runs Scored,Thespinzone,-109,0.15,0.2876146788990825,0.1376146788990825,C.Yelich,Milwaukee Brewers,Chicago Cubs,1.0,0.5060240963855421,1,0.8,1,0.7,1,Y
15,40,T.Wade o0.5 Runs Scored,Thespinzone,190,0.08,0.2319999999999999,0.1519999999999999,T.Wade,Oakland Athletics,Detroit Tigers,0.0,0.3043478260869565,0,0.8,1,0.5,0,N
