,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,M.Keller o5.5 Hits Allowed,Colby Conway,-110,1.0,1.9090909090909087,0.9090909090909092,M.Keller,Pittsburgh Pirates,Minnesota Twins,0.0,0.4583333333333333,0,1.0,1,0.6,1,Y
1,4,J.Rodriguez o0.5 RBI,Thespinzone,195,0.1,0.295,0.195,J.Rodriguez,Seattle Mariners,Houston Astros,0.0,0.3583333333333333,0,0.6,1,0.3,0,N
2,5,T.Hernandez o0.5 RBI,Thespinzone,163,0.1,0.263,0.163,T.Hernandez,Seattle Mariners,Houston Astros,0.0,0.4016393442622951,0,0.6,1,0.8,1,Y
3,6,A.Bregman o0.5 RBI,Thespinzone,200,0.1,0.3,0.2,A.Bregman,Houston Astros,Seattle Mariners,1.0,0.4262295081967213,0,0.8,1,0.8,1,Y
4,7,Y.Diaz o0.5 RBI,Thespinzone,145,0.1,0.245,0.145,Y.Diaz,Houston Astros,Seattle Mariners,1.0,0.4230769230769231,0,0.8,1,0.8,1,Y
5,15,T.Bibee u6.5 Ks,PropBetGuy,112,1.0,2.12,1.12,T.Bibee,Cleveland Guardians,Detroit Tigers,1.0,0.6666666666666666,1,0.8,1,0.7,1,Y
6,17,C.Yelich o0.5 Runs Scored,Thespinzone,100,0.1,0.2,0.1,C.Yelich,Milwaukee Brewers,Texas Rangers,0.0,0.5206611570247934,1,0.6,1,0.8,1,N
7,27,S.Garrett o0.5 RBI,Thespinzone,148,0.1,0.248,0.148,S.Garrett,Washington Nationals,Philadelphia Phillies,1.0,0.3023255813953488,0,0.8,1,0.9,1,N
8,40,J.Soler o0.5 HR,Thespinzone,310,0.1,0.41,0.3099999999999999,J.Soler,Miami Marlins,Los Angeles Dodgers,0.0,0.2352941176470588,0,0.8,1,0.8,1,N
9,41,J.Soler o0.5 RBI,Thespinzone,165,0.1,0.265,0.165,J.Soler,Miami Marlins,Los Angeles Dodgers,0.0,0.3781512605042016,0,0.8,1,0.9,1,N
10,46,H.Kim o0.5 Runs Scored,Thespinzone,115,0.11,0.2365,0.1265,H.Kim,San Diego Padres,Arizona Diamondbacks,1.0,0.4453781512605042,0,0.8,1,0.9,1,Y
11,48,T.Pham o0.5 RBI,Thespinzone,180,0.18,0.504,0.324,T.Pham,Arizona Diamondbacks,San Diego Padres,0.0,0.7333333333333333,1,0.8,1,0.9,1,Y
12,54,R.Devers o0.5 RBI,Thespinzone,165,0.17,0.4505,0.2804999999999999,R.Devers,Boston Red Sox,New York Yankees,0.0,0.4224137931034483,0,0.4,0,0.2,0,Y
