,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,2,2,3.0,3,I.Happ o0.5 Total Bases,Thespinzone,115,0.1,I.Happ,0.215,0.1149999999999999,Chicago Cubs,Minnesota Twins,0.0,0.7105263157894737,1,0.8,1,0.8,1,N
1,4,4,6.0,6,P.Burdick o0.5 Runs Scored,Thespinzone,160,0.06,P.Burdick,0.156,0.096,Miami Marlins,Cincinnati Reds,1.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,N
2,6,6,8.0,8,J.Lowe o0.5 RBI,Thespinzone,157,0.08,J.Lowe,0.2056,0.1256,Tampa Bay Rays,New York Yankees,0.0,0.5,0,0.4,0,0.3,0,N
3,7,7,10.0,10,S.Garrett o0.5 Runs Scored,Thespinzone,150,0.08,S.Garrett,0.2,0.12,Washington Nationals,New York Mets,1.0,0.4705882352941176,0,0.4,0,0.4,0,Y
