,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,K.Tucker o0.5 hits,Teddy Ricketson,-255,1.0,1.392156862745098,0.392156862745098,K.Tucker,Houston Astros,Oakland Athletics,0.0,0.6842105263157895,1,1.0,1,0.8,1,Y
1,2,K.Bradish o5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,0.9090909090909092,K.Bradish,Baltimore Orioles,Tampa Bay Rays,0.0,0.4117647058823529,0,0.8,1,0.5,0,N
2,6,G.Henderson o0.5 Runs Scored,Thespinzone,120,0.11,0.242,0.132,G.Henderson,Baltimore Orioles,Tampa Bay Rays,0.0,0.4767441860465116,0,0.8,1,0.6,1,N
3,7,K.Bradish o5.5 Ks,cowhitchurch,-112,0.56,1.06,0.5,K.Bradish,Baltimore Orioles,Tampa Bay Rays,0.0,0.4117647058823529,0,0.8,1,0.5,0,N
4,8,K.Bradish o5.5 Ks,AnthonyDabbundo,-108,1.08,2.08,1.0,K.Bradish,Baltimore Orioles,Tampa Bay Rays,0.0,0.4117647058823529,0,0.8,1,0.5,0,N
5,9,L.Thomas o0.5 Runs Scored,Thespinzone,-103,0.15,0.295631067961165,0.145631067961165,L.Thomas,Washington Nationals,San Francisco Giants,1.0,0.5483870967741935,1,0.6,1,0.5,0,Y
6,11,J.Irvin u4.5 Ks,cowhitchurch,-158,0.79,1.29,0.5,J.Irvin,Washington Nationals,San Francisco Giants,1.0,0.7692307692307693,1,0.8,1,0.9,1,N
7,12,J.Irvin u4.5 Ks,The_Oddsmaker,-140,1.4,2.4,1.0,J.Irvin,Washington Nationals,San Francisco Giants,1.0,0.7692307692307693,1,0.8,1,0.9,1,N
8,13,J.Irvin u4.5 Ks,AnthonyDabbundo,-140,1.4,2.4,1.0,J.Irvin,Washington Nationals,San Francisco Giants,1.0,0.7692307692307693,1,0.8,1,0.9,1,N
9,18,R.Olson o4.5 Ks,AnthonyDabbundo,108,1.0,2.08,1.08,R.Olson,Detroit Tigers,San Diego Padres,1.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,Y
10,20,J.Ryan u7.5 Ks,The_Oddsmaker,-144,1.44,2.44,1.0,J.Ryan,Minnesota Twins,Chicago White Sox,1.0,0.631578947368421,1,0.4,0,0.7,1,N
11,21,J.Sanchez o0.5 RBI,Thespinzone,175,0.1,0.275,0.175,J.Sanchez,Miami Marlins,Colorado Rockies,1.0,0.2686567164179104,0,0.6,1,0.5,0,N
12,27,N.Arenado o0.5 RBI,Thespinzone,135,0.2,0.47,0.27,N.Arenado,St. Louis Cardinals,Chicago Cubs,0.0,0.4347826086956521,0,0.8,1,0.7,1,Y
13,28,C.Morel o0.5 RBI,Thespinzone,210,0.08,0.248,0.168,C.Morel,Chicago Cubs,St. Louis Cardinals,1.0,0.4363636363636363,0,0.8,1,0.4,0,N
