,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,1,1,2,2,W.Franco o0.5 Runs Scored,Thespinzone,105,0.1,W.Franco,0.205,0.1049999999999999,Tampa Bay Rays,Texas Rangers,1.0,0.4833333333333333,0,0.6,1,0.6,1,N
1,8,8,10,10,W.Franco o1.5 Total Bases,PropBetGuy,115,1.5,W.Franco,3.225,1.7249999999999996,Tampa Bay Rays,Texas Rangers,1.0,0.4,0,0.6,1,0.5,0,N
2,12,12,14,14,B.Harper o0.5 Runs Scored,Thespinzone,-115,0.15,B.Harper,0.2804347826086956,0.1304347826086956,Philadelphia Phillies,Los Angeles Dodgers,1.0,0.5806451612903226,1,0.6,1,0.4,0,N
3,15,15,21,21,A.Verdugo o1.5 Total Bases,charliedisturco,165,0.83,A.Verdugo,2.1995,1.3695,Boston Red Sox,New York Yankees,0.0,0.4406779661016949,0,0.4,0,0.4,0,Y
4,20,20,26,26,T.Pham o1.5 Total Bases,charliedisturco,155,0.78,T.Pham,1.989,1.209,New York Mets,Pittsburgh Pirates,0.0,0.2142857142857142,0,0.6,1,0.4,0,Y
5,21,21,29,29,Y.Darvish u5.5 Ks,The_Oddsmaker,100,1.0,Y.Darvish,2.0,1.0,San Diego Padres,Colorado Rockies,0.0,0.4545454545454545,0,0.4,0,0.4,0,N
6,22,22,35,35,C.Carroll o0.5 Runs Scored,Thespinzone,102,0.15,C.Carroll,0.303,0.153,Arizona Diamondbacks,Detroit Tigers,0.0,0.5254237288135594,1,0.8,1,0.7,1,Y
7,27,27,1,2,C.Yelich o0.5 hits,Teddy Ricketson,-250,1.0,C.Yelich,1.4,,Milwaukee Brewers,Oakland Athletics,1.0,0.6333333333333333,1,0.6,1,0.7,1,N
