,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,7,7,14.0,14,Y.Alvarez o0.5 RBI,Thespinzone,102,0.08,Y.Alvarez,0.1616,0.0815999999999999,Houston Astros,Chicago Cubs,1.0,0.5833333333333334,1,0.6,1,0.7,1,N
1,8,8,16.0,16,Y.Alvarez o0.5 RBI,charliedisturco,330,0.3,Y.Alvarez,1.2899999999999998,0.9899999999999998,Houston Astros,Chicago Cubs,1.0,0.5833333333333334,1,0.6,1,0.7,1,N
2,15,15,30.0,30,J.Soto o1.5 Total Bases,NicholaskMartin,160,0.5,J.Soto,1.3,0.8,San Diego Padres,Kansas City Royals,1.0,0.2325581395348837,0,0.4,0,0.4,0,N
3,16,16,0.0,0,Y.Darvish o6.5 strikeouts,Chris Landers,-115,1.0,Y.Darvish,1.869565217391304,0.869565217391304,San Diego Padres,Kansas City Royals,1.0,0.4285714285714285,0,0.6,1,0.4285714285714285,0,N
4,17,17,1.0,1,D.May u5.5 hits allowed,Chris Landers,-120,1.0,D.May,1.8333333333333333,0.8333333333333333,Los Angeles Dodgers,Minnesota Twins,1.0,0.875,1,0.8,1,0.875,1,Y
5,18,18,2.0,2,N.Senzel o1.5 total bases,Chris Landers,-105,1.0,N.Senzel,1.9523809523809523,0.9523809523809524,Cincinnati Reds,Colorado Rockies,0.0,0.3793103448275862,0,0.8,1,0.5,0,N
6,20,20,,1,S.Strider o9.0 strikeouts,Josh Wagner,-110,1.0,S.Strider,1.9090909090909087,0.9090909090909088,Atlanta Braves,Texas Rangers,0.0,0.375,0,0.6,1,0.375,0,N
