,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,M.Fried o4.5 strikeouts,Teddy Ricketson,-155,1.0,1.6451612903225803,0.6451612903225805,M.Fried,Atlanta Braves,Los Angeles Dodgers,0.0,0.75,1,1.0,1,0.75,1,Y
1,1,1,J.Pederson o0.5 hits,Teddy Ricketson,-185,1.0,1.5405405405405406,0.5405405405405406,J.Pederson,San Francisco Giants,San Diego Padres,0.0,0.5204081632653061,1,0.6,1,0.6,1,N
2,2,2,A.Frazier o0.5 hits,Teddy Ricketson,-175,1.0,1.5714285714285714,0.5714285714285714,A.Frazier,Baltimore Orioles,Arizona Diamondbacks,0.0,0.5847457627118644,1,0.6,1,0.5,0,N
3,3,3,J.Verlander u2.5 Earned Runs Allowed,Dan Servodidio,-110,1.0,1.9090909090909087,0.9090909090909092,J.Verlander,Houston Astros,New York Yankees,1.0,0.75,1,0.75,1,0.75,1,N
4,5,9,J.Verlander u2.5 Earned Runs,SportsBookBreakers,-107,1.0,1.9345794392523368,0.9345794392523366,J.Verlander,Houston Astros,New York Yankees,1.0,0.75,1,0.75,1,0.75,1,N
