,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,T.Bradley o5.5 Ks,PropBetGuy,-117,1.17,T.Bradley,2.17,1.0,Tampa Bay Rays,Texas Rangers,0.0,0.8,1,0.8,1,0.8,1
10,T.Anderson o3.5 strikeouts,Rotowire,100,0.75,T.Anderson,1.5,0.75,Los Angeles Angels,Chicago Cubs,0.0,0.6470588235294118,1,0.4,0,0.6,1
11,K.Hendricks u4.5 strikeouts,Rotowire,100,0.75,K.Hendricks,1.5,0.75,Chicago Cubs,Los Angeles Angels,1.0,0.7,1,0.6,1,0.7,1
12,T.Bradley o5.5 strikeouts,Rotowire,100,0.75,T.Bradley,1.5,0.75,Tampa Bay Rays,Texas Rangers,0.0,0.8,1,0.8,1,0.8,1
13,A.Heaney u5.5 strikeouts,Rotowire,100,0.75,A.Heaney,1.5,0.75,Texas Rangers,Tampa Bay Rays,1.0,0.625,1,0.6,1,0.6,1
14,S.Lugo u6.5 strikeouts,Rotowire,100,0.75,S.Lugo,1.5,0.75,Kansas City Royals,Colorado Rockies,0.0,0.6111111111111112,1,0.4,0,0.5,0
17,J.Paxton u4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Paxton,3.0,1.5,Los Angeles Dodgers,Milwaukee Brewers,1.0,0.8,1,0.6,1,0.8,1
18,H.Greene u7.5 strikeouts,Rotowire Prizepicks,100,1.5,H.Greene,3.0,1.5,Cincinnati Reds,Detroit Tigers,1.0,0.7058823529411765,1,0.6,1,0.7,1
19,T.Anderson u4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Anderson,3.0,1.5,Los Angeles Angels,Chicago Cubs,0.0,0.6470588235294118,1,0.6,1,0.8,1
5,L.Medina o3.5 strikeouts,Rotowire,100,0.75,L.Medina,1.5,0.75,Oakland Athletics,Baltimore Orioles,1.0,0.5,0,0.4,0,0.5,0
12,L.Lynn o4.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Lynn,3.0,1.5,St Louis Cardinals,Washington Nationals,0.0,0.75,1,0.8,1,0.8,1
13,B.Pfaadt o4.5 strikeouts,Rotowire Prizepicks,100,1.5,B.Pfaadt,3.0,1.5,Arizona Diamondbacks,San Diego Padres,0.0,0.6470588235294118,1,0.6,1,0.7,1
14,S.Schwellenbach o4.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Schwellenbach,3.0,1.5,Atlanta Braves,Philadelphia Phillies,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1
